,baseMean,log2FoldChange,lfcSE,pvalue,padj
GPR146,304.5407085,1.276852559,0.14772273,3.74E-19,1.54E-17
FDX1,4355.727939,0.65053229,0.074769586,5.33E-19,2.20E-17
INPP5D,5667.957246,-0.596938317,0.068750467,6.50E-19,2.67E-17
HP,110.3105992,1.989895715,0.233912298,6.74E-19,2.76E-17
AFAP1L1,412.5952252,0.98100669,0.114295698,7.64E-19,3.13E-17
DOCK10,5814.638979,-0.605680596,0.07005977,7.94E-19,3.24E-17
TMEM140,1796.783278,0.702105228,0.08216232,9.48E-19,3.86E-17
ADAMTS10,112.0593029,-2.108417227,0.247945921,1.12E-18,4.55E-17
PPP1R15B,3436.286412,0.595786647,0.069200475,1.17E-18,4.75E-17
PPBP,181.9472623,1.867242584,0.220048303,1.24E-18,4.98E-17
SMPD2,935.2291562,0.761943521,0.088970727,1.25E-18,5.03E-17
HIPK2,5704.406955,0.835687641,0.097866998,1.33E-18,5.36E-17
HIVEP3,927.4706458,-1.176260181,0.138191209,1.35E-18,5.38E-17
LILRA5,128.0990612,-1.571414112,0.185031374,1.38E-18,5.51E-17
NLRP1,542.9888129,-1.162973975,0.13684848,1.46E-18,5.83E-17
PSRC1,461.8658572,-0.969150871,0.114060202,1.79E-18,7.10E-17
TLR7,1895.724864,-1.289654286,0.152419457,2.12E-18,8.40E-17
DUSP7,927.379846,-0.969710118,0.114415784,2.14E-18,8.47E-17
DPYSL3,331.8503912,1.460657554,0.17372913,2.36E-18,9.32E-17
PRC1,1026.918709,-0.683908013,0.080477889,2.50E-18,9.83E-17
IQSEC1,4396.802997,0.795875167,0.093807878,2.60E-18,1.02E-16
ACADS,1101.661619,0.81512782,0.096507519,3.01E-18,1.18E-16
HLA-DPA1,691.9461909,-0.851857796,0.100945349,3.23E-18,1.26E-16
MMP8,4118.477439,0.866407449,0.102787348,3.34E-18,1.30E-16
B3GNT7,784.8852967,-0.754242485,0.089240633,3.45E-18,1.34E-16
LRRC8B,1286.692563,0.89726606,0.106660232,3.63E-18,1.40E-16
NEO1,570.8578124,1.12152439,0.133856028,3.85E-18,1.49E-16
S1PR1,179.3964163,-1.446243437,0.17294454,4.21E-18,1.62E-16
CMKLR1,2380.448335,-0.962133218,0.114772449,4.78E-18,1.83E-16
TBC1D8,1284.853905,0.623881087,0.073982404,5.15E-18,1.97E-16
LYSET,2605.194913,0.652367933,0.077492012,5.29E-18,2.02E-16
FGD3,509.3901233,-0.965689025,0.115492451,5.73E-18,2.18E-16
CHD1L,2467.400639,0.506144536,0.059729762,6.03E-18,2.29E-16
F3,127.5251961,-1.385203497,0.166656187,6.37E-18,2.41E-16
PLA2G4A,368.3421259,-0.966757208,0.116049576,7.15E-18,2.70E-16
KIF20A,629.7547063,-1.032253503,0.124099076,7.69E-18,2.90E-16
NIBAN1,4444.033754,-0.752873842,0.090273946,7.93E-18,2.98E-16
TGFBR1,7112.616263,-0.842662112,0.101143222,8.23E-18,3.09E-16
BMP2K,4906.472511,-0.623405946,0.074440944,8.91E-18,3.34E-16
SDS,562.0683244,-1.134376292,0.137095954,1.05E-17,3.91E-16
CDKN1A,5686.771384,-0.559637892,0.066872383,1.05E-17,3.93E-16
PTPRM,1932.101279,0.561588884,0.067113535,1.09E-17,4.06E-16
KCNA3,489.698122,1.312056427,0.159465817,1.17E-17,4.33E-16
SMAP2,1649.721456,-0.566477523,0.067821061,1.22E-17,4.50E-16
ATOH8,137.1498257,-1.591396698,0.193713449,1.31E-17,4.82E-16
STAB1,16056.71302,-0.930708993,0.112891287,1.80E-17,6.61E-16
MPP1,5339.015516,0.450587707,0.053996568,1.84E-17,6.75E-16
GAS7,6002.154605,-0.625076041,0.075514201,1.98E-17,7.27E-16
DIRAS1,1883.530924,-0.593977228,0.071748984,2.10E-17,7.68E-16
NDRG1,1403.801453,-0.648317223,0.078536913,2.22E-17,8.09E-16
IPCEF1,83.9577168,-2.10455823,0.260194539,2.30E-17,8.35E-16
EPB41L2,7157.89377,-0.707222318,0.085871638,2.38E-17,8.62E-16
ETFA,3642.96181,0.530927566,0.064185149,2.39E-17,8.66E-16
HVCN1,661.2574707,-0.692069065,0.084277172,2.86E-17,1.03E-15
MTSS1,1201.340817,-0.820040905,0.100281648,3.09E-17,1.11E-15
FIG4,2332.695136,0.687355594,0.083860428,3.14E-17,1.13E-15
CELF2,3191.287816,-0.628884814,0.076498395,3.23E-17,1.16E-15
TRAF3IP3,210.7989233,-1.081623525,0.133298743,3.94E-17,1.41E-15
PSMA7,7989.858351,0.540136448,0.065864146,4.19E-17,1.50E-15
PSME4,4879.557443,0.643930184,0.078836121,4.33E-17,1.54E-15
ARHGEF6,1396.784269,-0.693185934,0.085188894,4.74E-17,1.68E-15
MAFF,1623.144087,0.845806123,0.104337107,5.01E-17,1.78E-15
NPAS2,475.672347,1.290062307,0.160434905,5.43E-17,1.92E-15
ANGPT2,129.6072983,1.693770384,0.210693135,5.58E-17,1.97E-15
CNIH3,1176.694672,0.642362231,0.078913339,5.70E-17,2.01E-15
BPNT1,820.3982996,0.707610326,0.087148908,5.74E-17,2.01E-15
FTL,352247.8485,0.551630609,0.066928094,5.81E-17,2.04E-15
MOSPD1,1158.061365,0.744676424,0.091892368,6.09E-17,2.13E-15
CD164,24285.07874,0.613296274,0.075413427,6.37E-17,2.22E-15
NFIL3,819.6502668,-0.665669479,0.082040379,6.67E-17,2.32E-15
SNN,1539.133304,-0.566478537,0.069530925,6.80E-17,2.36E-15
PI4KAP2,748.3909755,0.752575009,0.093373573,8.68E-17,3.00E-15
SLC6A6,15963.90989,0.633357926,0.078472806,9.74E-17,3.36E-15
ARHGAP20,241.0057819,-1.223330521,0.153136453,1.01E-16,3.48E-15
AURKA,920.0243071,-0.69479061,0.086181204,1.01E-16,3.49E-15
MYO7A,1327.336815,-0.646270304,0.080145542,1.08E-16,3.72E-15
MTMR4,1582.530658,0.711796776,0.088503364,1.17E-16,3.99E-15
IDH2,4397.292431,-0.643256118,0.079842875,1.18E-16,4.02E-15
AIFM2,1148.660511,0.882309298,0.110410003,1.19E-16,4.04E-15
TMEM135,722.1257189,1.282141277,0.161855502,1.28E-16,4.34E-15
APIP,2440.715365,0.708862231,0.088351804,1.28E-16,4.34E-15
C7orf50,2151.867788,0.662361154,0.082512506,1.34E-16,4.52E-15
PHGDH,1213.520226,-0.797546251,0.09980082,1.50E-16,5.05E-15
CALM1,12282.36148,-0.515777472,0.064016189,1.60E-16,5.40E-15
ACVRL1,1026.54423,0.691982131,0.086720823,1.84E-16,6.20E-15
SMPDL3A,696.8972068,0.951287786,0.120070712,1.99E-16,6.66E-15
CALCOCO1,5682.842054,0.658777836,0.082572725,1.99E-16,6.66E-15
TDRD3,3095.789056,0.701577625,0.088054034,2.06E-16,6.88E-15
PSMA6,4610.39645,0.576629769,0.072142863,2.21E-16,7.37E-15
FAM110B,618.951003,0.833373254,0.105193014,2.30E-16,7.64E-15
HDAC5,2616.963389,-0.704908845,0.088536245,2.35E-16,7.78E-15
TMEM131L,447.1301511,0.889560909,0.112562477,2.56E-16,8.48E-15
HLA-DRA,3239.646254,-0.784216169,0.098916998,2.57E-16,8.49E-15
H2AJ,1978.714714,0.685173163,0.086292696,2.66E-16,8.75E-15
RGS3,255.6782687,-1.065504111,0.135495719,2.93E-16,9.64E-15
RUNX3,1607.350442,-0.9613536,0.12197011,2.96E-16,9.71E-15
REEP1,678.1486119,0.883665617,0.112201048,3.05E-16,1.00E-14
SLC45A3,1282.588548,0.673920195,0.085325088,3.67E-16,1.20E-14
TLN2,384.4362314,-1.527177501,0.195683232,3.75E-16,1.22E-14
RAB38,425.40382,0.953253833,0.121639957,3.90E-16,1.27E-14
DENND2B,1408.807679,-0.782678989,0.099476324,4.02E-16,1.30E-14
HAMP,314.4570876,-1.445062675,0.185376969,4.54E-16,1.47E-14
TMEM236,508.2545043,-0.843720713,0.107689455,4.87E-16,1.57E-14
TMEM154,83.60138797,-2.005714864,0.258982282,5.45E-16,1.76E-14
LY86,1522.232587,-0.585446894,0.074439824,5.67E-16,1.82E-14
UBE2C,535.6816663,-0.821017174,0.105038082,5.82E-16,1.87E-14
ACSM2B,64.62757389,2.883209799,0.375340777,5.86E-16,1.88E-14
RNF145,3702.484238,-0.490649424,0.06220018,7.02E-16,2.25E-14
SULT1C2,372.5669045,0.944683883,0.121707846,7.07E-16,2.26E-14
ABI3,3695.773135,-0.905918577,0.116494538,7.13E-16,2.27E-14
SAT1,21771.22531,0.50891228,0.064981175,7.33E-16,2.33E-14
MS4A6A,1457.103371,-1.959328769,0.254128309,8.10E-16,2.57E-14
TREM2,8519.838505,-0.734013304,0.094217641,8.36E-16,2.64E-14
GYPC,1280.594398,0.679160035,0.087293791,9.35E-16,2.95E-14
CENPV,238.2384751,1.122832931,0.145829601,1.02E-15,3.22E-14
PDGFA,234.336861,-1.255812019,0.163438435,1.03E-15,3.25E-14
IL1A,169.1116106,1.221977469,0.158892423,1.05E-15,3.29E-14
SVIL,340.4802264,1.176041466,0.153352557,1.08E-15,3.37E-14
NFKBIZ,444.7394779,-1.299036906,0.169061047,1.09E-15,3.42E-14
TXNIP,9330.886011,-0.556380837,0.071343721,1.18E-15,3.67E-14
ETV5,1584.968764,-0.925277037,0.120165286,1.20E-15,3.74E-14
CD1E,60.89585851,-2.224849292,0.290847155,1.22E-15,3.79E-14
TRIB2,319.5721087,1.129500174,0.147694611,1.27E-15,3.95E-14
SRPX2,918.4660184,0.788420766,0.102618102,1.65E-15,5.11E-14
HIC2,1123.080903,0.737167334,0.096031056,1.85E-15,5.72E-14
ETFB,2062.319463,0.56341401,0.072913774,1.91E-15,5.90E-14
SLC22A5,489.3497783,0.943221866,0.123612111,1.95E-15,5.98E-14
DICER1,5555.389832,0.656137628,0.085164363,2.05E-15,6.28E-14
RHOU,1134.614743,0.547581044,0.070914966,2.09E-15,6.40E-14
TGIF1,1482.097851,0.576006511,0.074759798,2.23E-15,6.80E-14
SAMD4A,2340.449374,0.734887035,0.09603984,2.25E-15,6.85E-14
CXCL5,736.8946182,3.469350909,0.464166222,2.48E-15,7.55E-14
MARCHF1,2285.368112,-0.917276042,0.120519695,2.51E-15,7.63E-14
ACOT11,816.9241404,-0.660666251,0.086312353,2.75E-15,8.35E-14
XYLT1,1041.835114,-0.834718505,0.109613732,2.76E-15,8.36E-14
PHOSPHO1,386.3043821,-1.278776955,0.169049844,2.86E-15,8.62E-14
LPL,8180.262651,-0.683096168,0.089408119,3.09E-15,9.31E-14
TMEM273,750.1764902,-0.855871326,0.112654689,3.12E-15,9.37E-14
MCF2L,133.4375095,-1.607107788,0.213469768,3.18E-15,9.54E-14
CRYBB1,248.3435131,-1.320717892,0.174997735,3.27E-15,9.79E-14
JUP,2331.863214,-0.827426844,0.109043068,3.43E-15,1.02E-13
NSMAF,5272.512572,0.601334962,0.078844618,3.79E-15,1.13E-13
IL10RA,3817.853079,-0.746836879,0.098445655,4.01E-15,1.19E-13
VSIR,1302.687879,-1.128550231,0.150256135,4.48E-15,1.33E-13
CHI3L2,121.3577066,1.555226206,0.208345517,5.06E-15,1.50E-13
FNDC5,84.79718671,1.820138928,0.244132622,5.43E-15,1.61E-13
PPARG,2674.092724,0.481946028,0.063085041,5.65E-15,1.67E-13
CDC42EP3,898.6450859,0.77217432,0.102581519,5.70E-15,1.68E-13
CXADR,1663.472953,-0.621334162,0.082151655,6.19E-15,1.82E-13
DDHD1,2498.174762,0.824553119,0.109971448,6.28E-15,1.84E-13
ASF1B,436.3596418,-0.757338637,0.100694263,6.40E-15,1.87E-13
HSPA7,343.5360871,-1.177645871,0.157823702,6.62E-15,1.93E-13
EPHB3,177.1646859,-1.805682507,0.243266005,6.63E-15,1.93E-13
PLAUR,11412.57475,0.596800491,0.079039855,6.93E-15,2.02E-13
ALDH1A2,4566.264599,0.866359737,0.115730222,7.11E-15,2.07E-13
PIGR,111.8984541,-1.80584999,0.243417351,7.38E-15,2.14E-13
AVPI1,996.3089557,0.868990136,0.116244859,7.43E-15,2.15E-13
CA8,21.47114371,-4.866199498,0.671819109,7.46E-15,2.16E-13
DENND4C,5184.429152,0.691489455,0.091977946,7.57E-15,2.18E-13
EPAS1,8234.298469,0.644065572,0.085799242,9.03E-15,2.60E-13
HTRA1,4284.750545,-0.707735277,0.094607634,9.26E-15,2.66E-13
CACNB1,121.9000657,1.722514412,0.233672603,9.29E-15,2.67E-13
RAMP1,455.6615195,-0.948654783,0.127540494,9.64E-15,2.76E-13
IGFLR1,374.1517938,-1.195039077,0.161833524,1.17E-14,3.36E-13
CCNB1,1092.858723,-0.749478455,0.100730365,1.21E-14,3.44E-13
TDP2,2497.102168,0.559764,0.074814388,1.21E-14,3.45E-13
ITGA9,333.8424025,-0.910354048,0.122947378,1.23E-14,3.51E-13
PHF19,1178.854596,-0.576522209,0.077140892,1.38E-14,3.92E-13
LGALS3,8688.57557,0.74624364,0.10111032,1.59E-14,4.50E-13
WWC1,327.6600214,-0.991644556,0.134965523,1.67E-14,4.73E-13
GPR155,542.7699356,-0.940882487,0.12805779,1.87E-14,5.28E-13
CYGB,1006.393631,0.701677778,0.094991769,1.89E-14,5.33E-13
NUAK2,155.3138879,-1.104421932,0.150763573,1.90E-14,5.35E-13
TK1,1211.069859,-0.665312067,0.089874017,1.91E-14,5.35E-13
SHCBP1,674.5113022,-0.957790965,0.130634973,2.03E-14,5.68E-13
SMURF2,1982.30981,-0.582282789,0.078570633,2.18E-14,6.10E-13
LONRF3,753.7741507,0.752770478,0.102459221,2.25E-14,6.29E-13
HECTD1,6605.300744,0.628739159,0.085128473,2.26E-14,6.29E-13
NAGA,4401.700427,-0.4727351,0.063556272,2.49E-14,6.93E-13
NCAPD2,2209.078938,-0.61753753,0.083758229,2.59E-14,7.18E-13
ATP1B1,5953.298473,0.502515561,0.067790319,2.59E-14,7.18E-13
ELMO1,1319.66884,-0.683415454,0.092913357,2.62E-14,7.24E-13
GPR35,594.2003281,0.91518361,0.125781374,2.95E-14,8.14E-13
AMOT,64.6633711,-1.741114597,0.240919949,3.06E-14,8.43E-13
ZBTB47,1964.549374,0.568499465,0.077243174,3.16E-14,8.68E-13
TNFAIP8L3,467.126213,-0.845312989,0.115986956,3.25E-14,8.90E-13
SLC36A1,2409.412354,-0.590902502,0.080382191,3.29E-14,9.02E-13
PDCD4,4932.587302,0.522638685,0.070942188,3.44E-14,9.40E-13
ZC3H12D,374.4117431,-0.898646528,0.12358771,3.45E-14,9.41E-13
NLRP12,142.3710319,-1.473020179,0.204092788,3.53E-14,9.62E-13
DTNA,663.1466583,-0.746434192,0.102555026,3.93E-14,1.07E-12
HLA-DPB1,612.8069384,-0.700973933,0.096309403,4.44E-14,1.20E-12
ASGR1,247.0143883,1.020206603,0.14158853,4.65E-14,1.26E-12
NUSAP1,646.3075626,-1.020685584,0.141522634,4.67E-14,1.26E-12
SAPCD2,635.4586342,-0.874350856,0.120948454,4.74E-14,1.28E-12
GPR82,714.4097799,-0.966787957,0.134019273,4.92E-14,1.33E-12
LRP5,598.8263063,2.144481295,0.302969676,4.93E-14,1.33E-12
GJB2,655.7776347,-0.685070126,0.09429016,4.97E-14,1.34E-12
PTPRJ,5148.444328,-0.5604109,0.076895152,5.04E-14,1.35E-12
MFSD13A,1148.73914,0.762019063,0.105333167,5.15E-14,1.38E-12
FLVCR2,3401.514945,0.447358504,0.060961387,5.60E-14,1.50E-12
FHL1,128.8492795,1.480551847,0.207945735,5.74E-14,1.53E-12
GATM,1178.646844,-0.575194676,0.079069829,5.83E-14,1.55E-12
CORO1C,17857.79821,0.500667112,0.068559184,5.92E-14,1.57E-12
NUAK1,905.3237616,-0.83202685,0.11559078,6.42E-14,1.70E-12
KPNA2,3716.438349,-0.599667631,0.082637832,6.69E-14,1.77E-12
RAPGEF3,1039.14056,0.635470134,0.087851639,6.71E-14,1.77E-12
CISH,1076.045252,-0.641725984,0.088789324,7.21E-14,1.90E-12
MMD,3390.574347,0.617961092,0.085546092,7.64E-14,2.01E-12
ADORA2B,240.6699884,1.182350608,0.166221837,7.67E-14,2.02E-12
CKS2,622.7878186,-0.648651546,0.089993515,8.16E-14,2.14E-12
KCTD12,10541.9382,-0.482048123,0.066371619,8.70E-14,2.28E-12
PDE9A,317.1534539,0.928778636,0.130358055,8.87E-14,2.32E-12
ATP9A,2994.116838,0.557796458,0.077290408,9.23E-14,2.41E-12
HES2,612.8658738,0.932394093,0.131119583,9.33E-14,2.43E-12
TLR8,1616.11213,-0.765347093,0.107072289,1.01E-13,2.62E-12
RNASE6,1114.877315,-0.734626531,0.102715748,1.06E-13,2.75E-12
CD84,8268.072202,-0.856603788,0.12041758,1.11E-13,2.89E-12
HADHB,5204.628493,0.512194662,0.071038158,1.14E-13,2.94E-12
CRYBG1,2015.753843,0.747125554,0.10485358,1.19E-13,3.07E-12
SCARB2,18848.4526,0.570316438,0.079186816,1.25E-13,3.23E-12
ZNF385B,23.2411918,-2.889085512,0.410205183,1.34E-13,3.46E-12
MYO1B,435.6123047,-0.862011383,0.121660169,1.37E-13,3.52E-12
CDCA3,315.8730417,-0.833213205,0.117528513,1.41E-13,3.61E-12
FGD4,1263.020229,-0.857489855,0.121057769,1.43E-13,3.67E-12
ATP10A,1630.405915,0.812052708,0.114783042,1.50E-13,3.84E-12
PIK3R6,334.078442,-1.054030546,0.149808664,1.64E-13,4.19E-12
ABCB9,427.9026661,-0.788947403,0.111505289,1.65E-13,4.22E-12
SERPINB9,321.5844002,-0.879742472,0.124856795,1.80E-13,4.59E-12
KLF13,3347.955141,-0.450401668,0.062742495,1.85E-13,4.70E-12
PLEKHG6,112.8568199,1.428645774,0.204638295,1.87E-13,4.73E-12
SAMD11,64.15884747,-2.043311853,0.29524836,1.88E-13,4.75E-12
PPARD,6533.501907,-0.669508206,0.094551543,1.98E-13,4.99E-12
LCP1,36209.79474,0.594040434,0.083545491,2.03E-13,5.13E-12
TUBA1A,2968.645667,-0.748516744,0.106277257,2.13E-13,5.38E-12
KIF2C,703.6747991,-0.701850585,0.099389591,2.15E-13,5.41E-12
PFKFB3,3717.877679,0.832305967,0.119201864,2.68E-13,6.73E-12
CALHM3,75.0157498,1.73437947,0.250684857,2.88E-13,7.21E-12
ETS1,521.5706881,-0.713414263,0.101761672,2.99E-13,7.49E-12
NBN,2319.23786,0.845403796,0.121352029,3.01E-13,7.53E-12
WDR91,2182.871001,-0.698051322,0.099553891,3.04E-13,7.58E-12
TMEM87B,3924.638468,-0.610377737,0.08692773,3.39E-13,8.45E-12
PNRC1,1719.585395,-0.499823313,0.070728356,3.43E-13,8.53E-12
HADH,2074.004754,0.643622651,0.091800157,3.51E-13,8.69E-12
BUB1,634.0992853,-0.850125746,0.122056411,3.51E-13,8.69E-12
GPR84,445.2968414,-1.13524295,0.164396231,3.86E-13,9.56E-12
DEPTOR,122.1061951,-1.375889084,0.200548388,4.67E-13,1.15E-11
MADD,4590.558305,0.43335558,0.061698976,4.89E-13,1.21E-11
VASH1,11387.06982,-0.485251783,0.069127386,5.05E-13,1.24E-11
ZNF618,1278.153826,-0.736460367,0.104522213,5.13E-13,1.26E-11
SNX20,886.9481386,-0.605167105,0.086816129,5.15E-13,1.26E-11
RCBTB2,2217.927143,-0.657931032,0.094730996,5.39E-13,1.32E-11
IBSP,10970.84864,-0.56614169,0.081186772,5.46E-13,1.33E-11
RAB20,2204.133073,0.489055419,0.069869485,5.63E-13,1.37E-11
NCF1C,269.6938024,-1.047925168,0.152831297,5.73E-13,1.40E-11
TBC1D7,476.1363819,0.710528828,0.102921737,6.20E-13,1.51E-11
SPART,2379.731137,0.511818955,0.073494793,6.76E-13,1.64E-11
RCAN1,1079.406619,0.666459277,0.09659005,6.80E-13,1.65E-11
PI4KAP1,384.093155,0.788196081,0.114804324,6.93E-13,1.68E-11
PHTF2,1494.249166,-0.650560579,0.093993142,7.00E-13,1.69E-11
LIMA1,1659.666818,0.683913982,0.099285881,7.07E-13,1.71E-11
IRF1,1974.462335,0.669653433,0.097213419,7.26E-13,1.75E-11
TMC7,499.2642364,0.855485698,0.125088603,7.46E-13,1.79E-11
TAL1,1306.87408,-0.603726419,0.087280441,7.55E-13,1.81E-11
TIMP3,8812.595968,-0.540644204,0.078021188,8.06E-13,1.93E-11
KCNC3,1055.30024,-0.631541701,0.091616852,8.29E-13,1.99E-11
GADD45B,782.2829178,0.789770259,0.115773699,9.05E-13,2.16E-11
DOK2,1992.528033,0.637722642,0.093138204,1.05E-12,2.51E-11
CLSTN3,466.3374662,0.745266626,0.109398603,1.09E-12,2.59E-11
SPAG5,775.7260918,-0.740409779,0.108607189,1.10E-12,2.62E-11
PEPD,6588.250511,0.516177157,0.074938677,1.11E-12,2.63E-11
SYTL4,194.4091952,1.098804474,0.163024407,1.12E-12,2.66E-11
IGFBP4,1594.687427,-0.687126973,0.100782197,1.25E-12,2.96E-11
PDPN,612.9069636,-0.756864447,0.111383413,1.25E-12,2.97E-11
FABP3,3897.24917,0.601853234,0.088059056,1.27E-12,2.99E-11
TXN,2448.1431,0.755036726,0.111321555,1.29E-12,3.04E-11
MOGAT1,45.40836567,2.37512067,0.353046706,1.37E-12,3.23E-11
PAQR8,518.6429793,-0.729433451,0.107441549,1.39E-12,3.27E-11
ZDHHC8,2764.898411,0.522801297,0.076305934,1.45E-12,3.40E-11
CFLAR,5884.888496,0.389407526,0.056325514,1.53E-12,3.58E-11
ADIPOR2,3283.451992,0.449276553,0.065183516,1.56E-12,3.66E-11
CARS2,1663.358379,0.449069225,0.065320521,1.59E-12,3.70E-11
MRTFA,2154.56887,-0.596112525,0.087584123,1.66E-12,3.86E-11
LRPAP1,12816.34392,0.433466651,0.063000837,1.69E-12,3.93E-11
CARD19,1740.366006,-0.659336001,0.097314843,1.77E-12,4.11E-11
TSPAN6,248.2698562,0.975539936,0.14573254,1.79E-12,4.16E-11
EPB41L1,1219.570309,0.733791799,0.108902073,1.82E-12,4.21E-11
IRF2BPL,2840.428789,-0.68843194,0.101620543,1.83E-12,4.23E-11
GLIPR1,3170.800628,-0.429104943,0.062689864,2.12E-12,4.90E-11
MME,504.7163868,0.826610966,0.123519328,2.13E-12,4.92E-11
CD83,4918.282278,-0.510503679,0.075090896,2.25E-12,5.19E-11
POR,3872.037031,0.719749214,0.107365382,2.38E-12,5.46E-11
ARHGAP45,4692.30292,-0.693854596,0.103401527,2.38E-12,5.47E-11
FOLR3,129.3183424,1.346578641,0.203776879,2.50E-12,5.72E-11
ARID5A,2542.8383,-0.62873267,0.093436836,2.61E-12,5.98E-11
WWC3,508.8329742,-0.752774898,0.112601448,2.70E-12,6.17E-11
CHDH,145.3676297,1.916014646,0.293003565,2.76E-12,6.29E-11
MMP1,230.2604262,1.523691861,0.232144679,2.80E-12,6.38E-11
FCRLA,143.1988044,-1.200401368,0.18216938,3.03E-12,6.88E-11
TLR4,6404.896416,0.598259954,0.08916796,3.03E-12,6.88E-11
RACGAP1,905.1206684,-0.7245197,0.108587285,3.12E-12,7.08E-11
CENPA,226.7679538,-0.868846638,0.131062543,3.23E-12,7.31E-11
IARS2,3968.440619,0.426570289,0.062853673,3.25E-12,7.35E-11
IRS2,2771.901041,0.66809852,0.099996031,3.28E-12,7.41E-11
PARP1,3992.656669,-0.485573157,0.071882459,3.29E-12,7.43E-11
TAB2,3749.754792,-0.502834011,0.074838222,3.49E-12,7.86E-11
ADARB1,1126.540943,-0.719671581,0.108224058,3.56E-12,8.00E-11
PARM1,128.6530457,-1.138914136,0.173165787,3.67E-12,8.23E-11
FEM1C,1354.58935,0.593398691,0.088506586,3.79E-12,8.50E-11
TRIM36,402.1412445,-0.766179378,0.115603153,3.83E-12,8.57E-11
TNFSF10,148.4855579,-1.504516764,0.230308658,4.11E-12,9.18E-11
TBC1D10C,1132.351233,0.640348595,0.096322068,4.16E-12,9.29E-11
C5AR2,390.7994894,-0.851081404,0.128965582,4.20E-12,9.36E-11
FILIP1L,380.7386084,-0.919521045,0.139649536,4.23E-12,9.41E-11
FES,1684.9365,-0.581409314,0.087351098,4.26E-12,9.46E-11
LPAR5,2116.139914,-0.727468323,0.110021543,4.74E-12,1.05E-10
SECISBP2L,3144.609995,0.80127284,0.12179712,4.75E-12,1.05E-10
BHLHE40,2706.741469,-0.508517816,0.076062852,4.92E-12,1.09E-10
BMP7,131.6707954,1.495128519,0.230246983,5.00E-12,1.10E-10
TSPAN4,3096.778327,0.561091246,0.084477645,5.23E-12,1.15E-10
SDC2,4155.259342,0.628247644,0.094749353,5.24E-12,1.15E-10
C11orf21,472.7532919,-0.872466021,0.133072384,5.37E-12,1.18E-10
TMEM106A,1276.881654,-0.523998939,0.078700957,5.55E-12,1.22E-10
CCDC115,1671.001387,0.562401413,0.084790964,5.77E-12,1.27E-10
CKAP2,1144.393747,-0.658391459,0.099895083,6.17E-12,1.35E-10
PEX14,2653.105006,0.570374401,0.08622275,6.19E-12,1.35E-10
FZD2,475.1984351,-0.850649082,0.130065211,6.28E-12,1.37E-10
TACC3,2239.401391,-0.473389376,0.071166596,6.52E-12,1.42E-10
FBLIM1,111.4726325,1.476804408,0.228625119,6.79E-12,1.48E-10
SMAD2,2613.255631,0.430736056,0.06435949,6.80E-12,1.48E-10
GNGT2,317.2728994,-0.812850532,0.124432654,6.85E-12,1.49E-10
STX4,6861.835869,0.430078747,0.064390444,7.03E-12,1.52E-10
ABCA6,126.6531024,-1.43750185,0.223406493,7.18E-12,1.55E-10
AQP3,770.051819,0.657788234,0.100391096,7.36E-12,1.59E-10
BIRC5,757.9366899,-0.752254691,0.114500401,7.38E-12,1.59E-10
LRRC8C,1758.223247,-0.611845255,0.093030424,7.61E-12,1.64E-10
CCDC170,786.736264,-0.795250976,0.122526815,7.65E-12,1.65E-10
HDDC2,1123.99995,0.558924643,0.084911395,8.18E-12,1.76E-10
WNT5A,1224.381704,-0.9639827,0.148899119,8.28E-12,1.78E-10
MERTK,5714.329938,-0.52400433,0.079327948,8.53E-12,1.83E-10
PDK3,1111.344869,0.545420683,0.082867054,8.58E-12,1.84E-10
CCNB2,588.4680758,-0.77331347,0.118842313,8.60E-12,1.84E-10
ADAM28,2213.676518,-0.82954487,0.127988517,9.21E-12,1.97E-10
SLC16A5,571.5576425,0.855963963,0.132367677,9.23E-12,1.97E-10
FOLR2,481.9027732,-0.856081101,0.132108916,9.27E-12,1.97E-10
DISP1,942.8000504,0.689507778,0.105926811,9.35E-12,1.99E-10
GNA12,6692.003123,0.544184225,0.082817643,9.50E-12,2.02E-10
SAP25,273.0733374,-0.934357728,0.144649926,9.62E-12,2.04E-10
PRKACB,612.3737703,-0.824731368,0.127163788,1.00E-11,2.12E-10
TUBA8,299.80361,-0.96995045,0.150612349,1.04E-11,2.19E-10
AKAP5,140.2498443,1.20602507,0.188472412,1.11E-11,2.34E-10
EGFL7,749.8288008,0.802505739,0.124570559,1.18E-11,2.48E-10
DNAJA1,5998.423121,0.436398427,0.066451839,1.39E-11,2.93E-10
GRINA,15451.58353,0.591509806,0.091494549,1.39E-11,2.93E-10
COL4A1,859.7877198,0.721439021,0.112254166,1.51E-11,3.17E-10
RNF19B,1580.690594,-0.569419889,0.088009289,1.64E-11,3.43E-10
COL6A1,37110.16387,0.613259259,0.096024085,1.68E-11,3.51E-10
PHYH,560.2360191,0.723162833,0.11278433,1.70E-11,3.54E-10
FCGR1A,2893.978651,-0.583800621,0.090403575,1.82E-11,3.80E-10
GDE1,3909.385749,0.456719291,0.07013834,1.86E-11,3.87E-10
ARHGEF3,1949.424227,-0.517242116,0.079844542,1.87E-11,3.90E-10
TRPM2,2587.010208,-0.722442295,0.113055967,1.92E-11,4.00E-10
SHC3,238.6779444,0.944651864,0.148987801,1.95E-11,4.06E-10
