,baseMean,log2FoldChange,lfcSE,pvalue,padj
GLDN,1923.943076,-0.612718238,0.093862894,3.30E-12,4.21E-08
SLC2A6,768.1778966,0.744113361,0.131525461,6.73E-10,4.29E-06
SOD2,22547.81359,0.71027772,0.128296129,1.05E-09,4.48E-06
ADGRD1,497.9711782,-0.738369801,0.149833011,3.77E-08,7.98E-05
JAML,280.9525515,-0.692886766,0.141106748,4.16E-08,7.98E-05
NCF1,761.0310093,0.572568124,0.116232128,3.73E-08,7.98E-05
NPIPA9,289.194666,0.72467829,0.148345027,4.38E-08,7.98E-05
NCF1C,269.6938024,0.814203845,0.172927178,1.03E-07,0.000164129
PTPRF,1850.017343,0.543989278,0.116528357,1.24E-07,0.000176329
ADORA3,738.6302586,-0.617261042,0.136310528,2.73E-07,0.000275271
CDKL1,177.4540271,-1.313254366,0.288755319,2.33E-07,0.000275271
E2F2,238.4686614,0.65877702,0.146257155,2.81E-07,0.000275271
PADI2,960.022555,-0.646099244,0.142669555,2.72E-07,0.000275271
CD180,1111.364622,-0.455312443,0.10179778,3.52E-07,0.000299448
CSF2RB,2166.852855,0.408962706,0.091320872,3.49E-07,0.000299448
PIGR,111.8984541,-1.150663815,0.265777364,5.23E-07,0.000416341
UHRF1,694.993445,0.460241596,0.10816314,9.20E-07,0.000689903
MCM2,888.0171507,0.544731763,0.129078806,1.01E-06,0.000717695
IGSF10,116.1183616,-0.883885395,0.210619836,1.10E-06,0.000740675
MYOZ1,935.1013265,-0.362590473,0.087282397,1.60E-06,0.001018342
LILRB2,629.9814619,0.456502666,0.111109455,1.71E-06,0.001039223
CENPF,1807.144752,-0.378847357,0.092764174,2.14E-06,0.001068363
CHRM4,181.4175419,-1.112861385,0.27440378,2.15E-06,0.001068363
CLEC5A,914.4860369,0.653409517,0.162150484,2.18E-06,0.001068363
EDNRB,482.025214,-0.449383485,0.109460464,1.85E-06,0.001068363
KIF26B,58.26500201,-1.665787025,0.4114033,2.12E-06,0.001068363
P2RY12,478.9986692,-0.638398534,0.159283011,2.64E-06,0.001248115
SLC7A5,6814.935926,0.476199465,0.119279983,2.81E-06,0.001279699
SLAMF8,6625.749089,0.393392988,0.098521433,2.92E-06,0.001284714
BIRC3,205.0321434,0.706975389,0.181680023,3.67E-06,0.001558198
SEMA4D,3774.266256,0.356674944,0.091309086,4.43E-06,0.00182165
SCIN,1236.17162,-0.343193643,0.088194052,4.83E-06,0.001922985
RRAGB,343.7903187,-0.485319301,0.126621111,5.45E-06,0.002105845
TLR8,1616.11213,-0.433005147,0.112901156,5.66E-06,0.002123097
PPBP,181.9472623,0.837974449,0.222698271,6.17E-06,0.002246636
CDCA7,74.82733196,0.944416064,0.251730727,6.62E-06,0.00227464
EXT1,235.0159472,0.630024951,0.167722284,6.69E-06,0.00227464
TMIGD3,1818.364955,-0.335671843,0.088042953,6.78E-06,0.00227464
E2F1,500.6341631,0.473437337,0.126023273,7.23E-06,0.002363258
RELB,1375.823593,0.478961892,0.128431976,7.77E-06,0.002475365
DNASE2,7193.514677,-0.346932577,0.093589647,8.39E-06,0.002609584
MARCKSL1,161.4787103,0.803308107,0.221287643,1.04E-05,0.003081043
SELENOP,5915.256536,-0.523324156,0.142817288,1.06E-05,0.003081043
SLCO3A1,711.0265269,0.405380322,0.110463721,1.05E-05,0.003081043
CDC6,164.1728409,0.76500679,0.211938783,1.09E-05,0.003086998
CXCL5,736.8946182,1.73185354,0.491446773,1.14E-05,0.00316875
IL4I1,3229.122483,0.453256868,0.125534007,1.23E-05,0.003339098
AKR1B1,15482.71402,0.316272359,0.08829669,1.27E-05,0.003373062
AMPD3,3231.674987,0.355892915,0.098184987,1.32E-05,0.003436723
CEACAM21,141.733871,-0.605509906,0.169761881,1.45E-05,0.003559018
PROC,139.0252611,-0.711310945,0.199143825,1.45E-05,0.003559018
SLC25A30,510.4104008,0.353623573,0.098127338,1.43E-05,0.003559018
CD9,20141.30334,-0.272760955,0.075277011,1.60E-05,0.003851532
AGTRAP,1649.907762,0.348441015,0.098187768,1.71E-05,0.003955658
GPD1,9651.73906,-0.25862832,0.071655519,1.69E-05,0.003955658
ANGPT4,156.4151792,-0.631750939,0.1811435,1.93E-05,0.004389735
ZNF546,222.8392053,-0.686170337,0.197196321,1.97E-05,0.004410513
KCNJ2,909.2714333,-0.334151205,0.095023528,2.08E-05,0.004574647
ASRGL1,492.383794,-0.593653526,0.172300204,2.31E-05,0.004981068
SLC7A11,176.0430323,0.800852804,0.236024576,2.43E-05,0.005164268
BID,1734.175607,0.347674752,0.100645584,2.49E-05,0.005195564
GREM1,146.6117438,0.767886777,0.227848885,2.61E-05,0.005298329
SLIT3,913.2402112,0.514585116,0.151212769,2.62E-05,0.005298329
SMARCA2,3688.885929,-0.293766196,0.086792755,2.76E-05,0.005500152
SEMA4A,203.3515668,0.699354016,0.208794497,2.89E-05,0.00566585
HLA-DMB,4037.828513,-0.447872794,0.132199987,3.02E-05,0.005831382
LFNG,1595.720806,0.359934905,0.107080322,3.29E-05,0.006260619
NR1H3,16338.96489,0.278915,0.083195406,3.57E-05,0.006694222
TREM2,8519.838505,-0.334073088,0.100574862,3.63E-05,0.006710427
DDIT4,1566.512484,0.450503958,0.140175721,4.99E-05,0.008901194
NPL,4173.175232,-0.256825623,0.077509944,4.96E-05,0.008901194
SLC41A2,1155.221011,0.323396714,0.099348105,5.03E-05,0.008901194
CPS1,103.5027231,-0.638209336,0.200113141,5.22E-05,0.009109897
CYP19A1,227.401712,-0.819816837,0.262521033,6.12E-05,0.010544967
LIPA,55145.646,-0.189623829,0.06225924,6.37E-05,0.010621379
PKMYT1,580.9259296,0.465199539,0.147473093,6.38E-05,0.010621379
TMEM119,851.13542,0.343658374,0.10826006,6.41E-05,0.010621379
CAMK1,4291.702022,-0.213544345,0.065663989,6.66E-05,0.010794087
LRRK2,604.9136193,-0.37360094,0.117756588,6.69E-05,0.010794087
MYC,1121.856111,0.4393656,0.14184085,7.33E-05,0.01168496
CCND1,2254.592086,0.528939833,0.171714462,7.55E-05,0.01180571
HCK,6967.590502,0.308100121,0.097759512,7.59E-05,0.01180571
FTH1,238863.7518,0.359998452,0.107774242,7.79E-05,0.01196905
PECR,262.0345301,-0.473752006,0.154666034,8.40E-05,0.012756572
CDC45,179.7294414,0.514367406,0.171292547,9.69E-05,0.014499381
LILRB4,1899.057981,0.321851162,0.102190487,9.78E-05,0.014499381
TREML1,353.2059962,-0.462299115,0.153276087,9.98E-05,0.014629164
CCL22,837.754004,0.491529089,0.165933006,0.00010788,0.015388434
GTSE1,833.6350513,-0.270162097,0.088157271,0.000106378,0.015388434
MGLL,3312.124797,0.379760802,0.128315964,0.000108633,0.015388434
HMGA1,13420.29475,0.280713393,0.092297508,0.000116538,0.016326835
DCLK2,235.7197457,-0.443138955,0.150101447,0.000117961,0.016346537
CX3CR1,506.9121098,-0.656031052,0.22422105,0.000121719,0.016685927
ABHD12,5917.29628,-0.220051106,0.071582859,0.00012368,0.016774366
GEM,226.9801951,0.551914115,0.190022045,0.00012702,0.016868488
IL15RA,148.488638,0.648512859,0.224370295,0.000126123,0.016868488
GPT2,527.3153804,0.567061952,0.195774061,0.000128383,0.016873821
OLFML3,273.7944296,-0.673554489,0.232563409,0.000136437,0.017749358
CDK18,1703.51906,0.318110348,0.108327842,0.00013852,0.017838241
NOL9,531.2205816,0.368069119,0.126627251,0.000142727,0.018196257
A2M,44717.74511,-0.198536318,0.065105087,0.000150166,0.018769262
SDS,562.0683244,-0.438365489,0.151916397,0.00014978,0.018769262
LTA4H,43247.27982,-0.203442423,0.065086463,0.00015173,0.018780579
HLA-DRB4,833.7383705,-0.241254107,0.081665768,0.000165179,0.020248727
GPNMB,98231.30313,-0.171777128,0.057095332,0.000168586,0.020349757
TRIB3,499.0273798,0.446318009,0.158508519,0.000169196,0.020349757
HLA-DRB1,2300.513875,-0.258888205,0.087238464,0.000181655,0.02164414
MSTO1,532.6304604,0.305107698,0.107040468,0.000192939,0.022775774
ADAMTSL1,41.67324635,1.126389876,0.416270434,0.000199562,0.023341409
SOCS6,3570.296814,-0.268052196,0.094724166,0.00022124,0.025410727
TRAF3,3194.708981,0.250155556,0.08888783,0.000220905,0.025410727
TLR7,1895.724864,-0.461337445,0.168790842,0.000227142,0.025855623
ANPEP,7357.259613,0.378842888,0.139146803,0.000237407,0.026092267
ICAM1,4967.439933,0.394808025,0.145391964,0.000234635,0.026092267
ITGB3,3067.010632,0.343966847,0.12493698,0.000237364,0.026092267
SLC43A3,4090.608,0.319902119,0.116293048,0.000235942,0.026092267
CARD9,1364.529956,0.300358827,0.108911958,0.000242944,0.026248245
CPVL,3488.289483,-0.256537205,0.08938811,0.000242088,0.026248245
KDM6B,1502.191054,0.310776101,0.113090364,0.000250016,0.026785299
MICAL2,1322.867633,0.262263767,0.095267684,0.000270221,0.028708738
KCNN4,1893.219944,0.354735655,0.13260923,0.00027608,0.028850351
LPAR1,424.0589653,0.324863733,0.120283873,0.000275538,0.028850351
MCM7,2493.003465,0.21816381,0.078099454,0.000281058,0.02913179
ANTXR1,470.0633162,-0.42389837,0.159653372,0.000291729,0.029993992
CCSAP,1769.261124,-0.230630714,0.083450293,0.000300412,0.03041391
CD82,5974.23697,0.323792197,0.121631504,0.000300585,0.03041391
MYO6,2658.722783,-0.220257462,0.079413915,0.000309455,0.030822207
SLC40A1,161.7257424,-0.701298222,0.269379557,0.000308426,0.030822207
ZNF367,135.8245362,0.489211342,0.187629962,0.000312717,0.030905677
C19orf48P,550.0636023,0.299246239,0.112240135,0.000318028,0.031188775
CHST2,616.8426103,0.390973421,0.150096234,0.000332177,0.032082788
SORL1,6275.196692,-0.35487903,0.128923755,0.000331091,0.032082788
GNA12,6692.003123,0.244354191,0.090633379,0.000352715,0.033810247
SLC38A5,141.4112613,0.524324816,0.208613141,0.000379017,0.036060399
ALDH1A2,4566.264599,0.332638914,0.128492732,0.000398161,0.036338248
CCL2,2058.583882,1.092757981,0.453176545,0.000399748,0.036338248
HLA-DMA,976.3506994,-0.288228243,0.11104547,0.000400845,0.036338248
NCOA4,15541.53366,-0.198749201,0.075861901,0.000399048,0.036338248
PCLO,255.3267063,-0.56867164,0.226815149,0.000391657,0.036338248
THBD,479.2177623,0.503138221,0.202644312,0.00040189,0.036338248
ZSWIM4,585.9762769,0.449275517,0.177722634,0.000388133,0.036338248
DHRS9,880.7159675,-0.293938239,0.113525774,0.000405048,0.03636586
CXCL1,221.7211301,0.421715093,0.168433928,0.000415408,0.036524396
PTMS,10702.59579,-0.211629201,0.07779026,0.000411391,0.036524396
SHC3,238.6779444,0.409074651,0.163036858,0.000414158,0.036524396
MBOAT1,702.0492185,-0.274124406,0.105872444,0.000419712,0.036650064
PSTPIP1,709.95919,0.306160586,0.120210561,0.000429765,0.037272612
PLEKHG6,112.8568199,0.499189312,0.202558334,0.000433205,0.037317122
FASN,3065.553225,0.373312225,0.149742453,0.000436909,0.03738358
SYTL3,851.7163241,-0.275615316,0.108165675,0.000469386,0.039894651
APOL4,1105.446496,-0.251596035,0.097883345,0.00047283,0.03992127
CFAP44,177.0526287,-0.394929529,0.161581502,0.000501947,0.040760012
CHAC1,301.807091,0.484054159,0.200641445,0.000486631,0.040760012
FAM20A,1706.832429,0.232098841,0.09044029,0.000495808,0.040760012
LRRC39,517.0470965,-0.469810115,0.192676397,0.000496257,0.040760012
PARVB,2083.062627,0.245060473,0.095930975,0.000501215,0.040760012
SIGLEC15,283.7478385,0.395761999,0.161935701,0.000489776,0.040760012
CTSC,36545.69856,-0.217184506,0.093622397,0.000505523,0.040790602
ACOX3,709.3907203,0.249955322,0.098929303,0.000519695,0.041095865
C1S,275.4300932,0.470101854,0.197040825,0.000521997,0.041095865
CLEC12B,84.11205646,-0.052197866,0.101468862,0.000525424,0.041095865
TNC,689.9481666,0.490108704,0.206572814,0.000522723,0.041095865
TSPAN3,10382.93018,0.155207527,0.056231603,0.000516583,0.041095865
GPR34,4298.490797,-0.334173341,0.136044347,0.000544902,0.042000869
PDLIM7,6124.637722,0.279746381,0.112241795,0.000546878,0.042000869
ZNF319,634.2880066,0.271286562,0.109151255,0.00054242,0.042000869
PBXIP1,1961.08217,-0.257032612,0.10266702,0.000552952,0.042213089
EVI2B,4939.29449,-0.223098358,0.087492682,0.000563518,0.042763602
NFKB2,3007.794621,0.345162047,0.143524118,0.000576445,0.043485771
ZRSR2,953.6466336,-0.234919189,0.093773164,0.00059125,0.044340296
CASK,534.4137771,-0.326643307,0.136608687,0.000608851,0.045393254
ITGAL,10708.86755,-0.233479914,0.093875391,0.000627272,0.046225957
VOPP1,4179.097717,0.23196996,0.095325372,0.000626797,0.046225957
SLC39A14,429.4305641,0.333208706,0.140458415,0.000641805,0.047025113
FANCE,843.7106409,-0.284968263,0.119353223,0.00067718,0.049178932
VILL,130.8740978,0.463800966,0.20177563,0.000678915,0.049178932
PKN2,868.5180835,-0.2794401,0.11689483,0.000684447,0.049299542
MAP4K2,1484.990078,0.30565554,0.13068455,0.000704389,0.050450891
TNIK,958.5267143,0.2648863,0.111166963,0.000709262,0.050516106
ATOH8,137.1498257,-0.52784005,0.234321984,0.000724021,0.051280826
FLNB,2468.60168,0.275481811,0.115623774,0.000734897,0.051422596
SLC46A2,193.540316,-0.39018453,0.17040759,0.000738123,0.051422596
SPHK1,2365.756522,0.281784826,0.118217895,0.000733402,0.051422596
CD48,518.6165228,0.328208598,0.142913982,0.000760925,0.052528118
MICALL1,2549.464232,0.339937952,0.147775044,0.000762232,0.052528118
MMP1,230.2604262,0.579263839,0.26419589,0.000770435,0.052582905
MS4A6A,1457.103371,-0.655484349,0.294910105,0.000771276,0.052582905
EPOP,363.6959822,0.398723722,0.178064122,0.00079159,0.05339673
NIBAN2,11160.12271,0.283356491,0.122495036,0.000791105,0.05339673
NHLRC3,2260.259024,-0.214689309,0.091126625,0.000795818,0.053399389
ME2,3792.838739,0.207744877,0.086142647,0.000821013,0.05451613
SLC17A5,2595.7457,-0.175348472,0.069156131,0.000817065,0.05451613
SRXN1,970.5825931,0.288230954,0.125940833,0.000835945,0.055220035
P2RY11,2048.398633,-0.276474537,0.120485166,0.00084349,0.055431183
MCM6,859.0082074,0.303364361,0.136523508,0.000917217,0.059697672
SPRED2,1360.674802,0.270781729,0.119902781,0.000917777,0.059697672
CD300E,168.3369803,1.030341292,0.512567538,0.000951014,0.06032078
CDC42EP1,290.1432756,0.401578642,0.186469223,0.000941652,0.06032078
DCTPP1,950.268118,0.24845068,0.108046816,0.00094894,0.06032078
MT2A,675.5421655,0.368815041,0.170737906,0.000944557,0.06032078
MTHFD2,7447.998533,0.215263137,0.091769174,0.000933059,0.06032078
EVC,205.8644682,0.420435111,0.196932182,0.000955814,0.060325105
DDX24,3504.991971,-0.160384007,0.064604754,0.000980426,0.061573657
C12orf50,58.73404209,-0.633613337,0.299904847,0.000986597,0.061657465
CSTA,485.2146099,-0.393215694,0.184562951,0.001020918,0.063355193
TCF19,841.7829774,0.225329151,0.098447271,0.001023701,0.063355193
CD40,1744.998011,0.247401465,0.110314897,0.00103075,0.063483244
DHCR24,7060.103843,0.305803767,0.141838052,0.001041335,0.063521433
EIF4EBP1,3021.276518,0.234909866,0.104014529,0.001040688,0.063521433
S100B,928.690733,-0.255036841,0.115540928,0.001086866,0.065983106
CCL18,430.5366675,0.404967022,0.195694978,0.001094778,0.066148466
JPT2,1503.511848,0.173563675,0.073045357,0.001110071,0.066756122
RTL6,789.2314296,0.241270465,0.108720296,0.001115885,0.066790679
ACO1,3771.156742,0.218045004,0.096523078,0.001131732,0.067422662
CCL5,494.3767975,0.3813645,0.185588711,0.001161865,0.068576905
TIGD5,564.6987349,0.294113204,0.138266902,0.001157142,0.068576905
ZNF765,295.8409697,0.305059616,0.144976438,0.00119528,0.070224081
CD226,40.37387658,0.961713981,0.52187773,0.001203534,0.070384633
AIF1,2497.627281,-0.251034259,0.115328924,0.001228478,0.07086817
NT5DC2,1057.395396,0.285187918,0.134954273,0.001222264,0.07086817
STMN1,5925.59852,-0.269194378,0.125573966,0.001224457,0.07086817
APMAP,6374.49573,-0.200212241,0.084138255,0.001258247,0.072258539
HSD17B11,1369.55411,-0.252618456,0.117482694,0.001266949,0.072431987
NCS1,1384.303164,0.30089227,0.145756311,0.001289891,0.073414376
RECQL4,607.8864035,0.278520906,0.133015552,0.001295844,0.073425409
CD22,692.1627606,-0.262126388,0.124966258,0.001303527,0.07349585
GAL,705.7986075,0.26881099,0.128402038,0.001319325,0.07349585
MMACHC,154.0768709,0.509170062,0.262832643,0.001325699,0.07349585
RRP7A,1826.452,0.189728512,0.083893913,0.001309952,0.07349585
TLCD3A,189.006767,0.429690028,0.219371035,0.001325911,0.07349585
LBH,140.3084501,0.47024155,0.242319777,0.001344153,0.074184425
ZNF846,248.1181119,-0.307381617,0.149791536,0.001364415,0.074978147
KIF1C,5149.06542,0.211305232,0.097580783,0.001387474,0.075918065
E2F7,60.27494972,0.577727143,0.299774659,0.001405572,0.076579652
ATP1B1,5953.298473,-0.171522567,0.073828253,0.001437706,0.076995666
GINS2,129.9007948,0.559073549,0.299722667,0.001443405,0.076995666
RNASE6,1114.877315,-0.251397428,0.119144325,0.001428307,0.076995666
STYXL2,92.38996025,-0.465098641,0.238618777,0.001428344,0.076995666
WDR91,2182.871001,-0.240800393,0.114772737,0.001434717,0.076995666
BCAT1,4974.651451,0.251242103,0.120722275,0.001498275,0.078747464
RHOBTB2,3753.688282,-0.19887307,0.093701903,0.001495004,0.078747464
SEMA3G,286.4504211,-0.36706382,0.184393909,0.001500952,0.078747464
WHRN,114.7524678,0.523780282,0.279762014,0.001498436,0.078747464
BMP7,131.6707954,0.489253179,0.263409639,0.001523065,0.078813124
METTL1,532.9203438,0.248485792,0.120748005,0.001529843,0.078813124
NME1,1276.924219,0.263164616,0.129852719,0.001533113,0.078813124
PEA15,9269.949901,0.182497098,0.082920205,0.001526499,0.078813124
PPDPF,1857.829426,0.277311675,0.135960885,0.001519851,0.078813124
SLC17A9,2285.419167,0.218151698,0.102998128,0.001550428,0.079383156
MON1B,2883.188999,0.287717855,0.138285851,0.00157582,0.080360527
FCMR,952.4054961,-0.240293797,0.115741104,0.001594039,0.080965771
DGAT2,509.5856041,0.313555695,0.161061339,0.001617929,0.081853077
FGL1,1655.031023,-0.222565531,0.106416694,0.00163208,0.082242644
MOB3A,1195.341313,0.239199434,0.117842581,0.001656173,0.083128137
HEXA,10164.0984,-0.138580553,0.059344816,0.001665295,0.083258237
MMP9,14373.90722,0.291470322,0.150722557,0.001684627,0.083895746
LYZ,30585.00557,-0.191752762,0.089316697,0.00170082,0.084248713
SLC41A1,457.2073637,-0.230525594,0.111596346,0.001704931,0.084248713
CCL7,179.0839258,1.025338412,0.620092903,0.001722812,0.084439556
CD44,17870.79211,0.22763372,0.112858638,0.001761779,0.084439556
CHN2,594.5782235,-0.260605991,0.131384484,0.001756395,0.084439556
CMYA5,56.18512017,-0.812386801,0.459219835,0.001746931,0.084439556
GOLPH3L,816.8438209,-0.239521339,0.118333772,0.001735623,0.084439556
GPR84,445.2968414,0.38503939,0.209928665,0.001753322,0.084439556
IL32,44.97182931,0.685925334,0.389143188,0.001760198,0.084439556
ITPR3,232.5187236,0.340712262,0.181688298,0.001734463,0.084439556
PDK3,1111.344869,-0.192633582,0.090887463,0.001775697,0.084787865
ARRDC4,1207.549009,0.20852846,0.101557325,0.001809699,0.085893063
CD274,347.6428683,0.361436255,0.197718163,0.001814028,0.085893063
TTYH3,30803.43569,0.21703424,0.114706303,0.001819055,0.085893063
PPM1D,675.4989595,-0.209402407,0.102260771,0.001839119,0.086520012
IFNGR2,4162.404693,0.179079195,0.084324211,0.001877438,0.087998002
P2RY6,1046.47271,0.249969563,0.129109973,0.001896003,0.088542637
NUP188,2396.460951,0.190813247,0.091976171,0.001910551,0.088896389
SRM,1527.454876,0.29042586,0.156108534,0.001946734,0.090250596
SRGAP3,243.561445,-0.326103368,0.17779762,0.001984597,0.091672574
GPA33,242.0850263,-0.323597612,0.176870542,0.002033162,0.093576836
CLDN23,637.9731243,0.196831485,0.097028569,0.002055007,0.09424205
PLEKHG3,185.1477062,0.431088387,0.255967327,0.002093127,0.095646132
C1orf127,95.08008981,-0.490211237,0.286572129,0.002113364,0.096225977
PLEKHG5,281.2728224,-0.353193915,0.206346218,0.002137599,0.096639197
TNFRSF12A,978.4914428,0.240047124,0.126890372,0.002130265,0.096639197
FAM111B,257.8718245,0.302272448,0.168037847,0.002147785,0.096756575
STEAP3,1709.050376,0.261002144,0.142238771,0.002192524,0.098424249
DPP4,3184.337027,-0.159312616,0.076773479,0.002217528,0.09885059
OTULINL,934.0817735,-0.301921091,0.171778185,0.002209973,0.09885059
DBP,630.0881307,-0.312303649,0.173117545,0.002227732,0.098959428
ZNF433,36.38846136,-0.696273804,0.435739643,0.002261731,0.100120884
FANCA,721.4787348,0.21031684,0.108996398,0.002286683,0.100527332
RRS1,661.7200291,0.206078245,0.105888403,0.002283491,0.100527332
SKP2,464.9419899,0.227095021,0.120486807,0.002301392,0.100826271
DUSP8,196.2545646,0.517961181,0.331325857,0.002325489,0.101533078
ASAH1,40642.20033,-0.151484649,0.068981937,0.002376604,0.102090806
GAS6,1428.342478,-0.226139678,0.117830975,0.002378302,0.102090806
GPRC5B,184.3854682,-0.40338472,0.241448053,0.002363688,0.102090806
SLC5A3,5864.735663,0.252794613,0.139846565,0.002348015,0.102090806
TAGLN2,10315.87074,0.221100559,0.127648922,0.002361325,0.102090806
LILRB5,166.0419731,0.33708187,0.198745233,0.002399229,0.102643522
TNFAIP3,1489.93456,0.216888039,0.114997638,0.002408476,0.102694531
NUCKS1,6050.017512,-0.212860746,0.112199395,0.002475138,0.105185109
PDF,409.6039315,0.254503307,0.143176715,0.00249672,0.105749778
ANG,147.210088,-0.381626393,0.231837108,0.002532841,0.106867087
NFE2L3,487.533972,0.308008138,0.185015937,0.002539864,0.106867087
HLA-DRA,3239.646254,-0.217583564,0.116645028,0.002556888,0.107229478
RALGDS,2978.421118,0.184467463,0.094571142,0.002566449,0.107277583
MYADM,1848.314865,0.306901922,0.184189245,0.002599309,0.108250146
TCTN1,397.9107301,-0.22082592,0.119868866,0.002606698,0.108250146
PKD1P4,462.0919289,0.252754844,0.144029363,0.002663949,0.109383116
SLFN11,3105.313166,-0.168819193,0.078888242,0.002644294,0.109383116
SQSTM1,25218.7987,0.205524648,0.111070551,0.002670608,0.109383116
THUMPD2,230.0990405,-0.335585587,0.2058103,0.002676879,0.109383116
TLE1,288.8466656,0.321418857,0.198641026,0.002663178,0.109383116
ECHDC1,2577.227415,-0.203584108,0.108874504,0.002748054,0.111932735
MTFP1,602.5478929,0.214806579,0.118852156,0.002757101,0.111943586
DOT1L,2603.904633,0.234438292,0.135008698,0.002800807,0.113357119
ABAT,310.4200018,-0.277260881,0.165168434,0.002814152,0.11353677
ITGAM,9856.20362,0.180080443,0.093146728,0.002838311,0.114150241
NOD2,346.960262,0.258576235,0.154219742,0.002876753,0.115332461
DOC2A,185.1501551,-0.298836984,0.18411294,0.002886136,0.115345902
REPS2,249.4538123,-0.291336221,0.181965296,0.002967767,0.118237689
CHST3,47.26923746,0.543269843,0.388679607,0.003028946,0.120299159
ALDH1L2,1353.40593,0.248492856,0.15092114,0.003109522,0.121614909
CD28,110.7605761,-0.036880095,0.072400531,0.003101946,0.121614909
GRIP2,1145.062268,0.236944379,0.141705478,0.00310977,0.121614909
RBP7,151.3487409,-0.481094092,0.336722335,0.003079116,0.121614909
TYMP,14887.25816,0.220503638,0.12145808,0.003096339,0.121614909
RNASET2,3951.226513,-0.166191236,0.085691525,0.003134765,0.122217489
FAM186B,35.78728605,-0.601044502,0.446330739,0.003173617,0.123086468
GMFG,2261.368374,-0.17538745,0.093204136,0.003182881,0.123086468
ZPR1,1079.24811,0.17533241,0.093875203,0.003186017,0.123086468
DMAP1,887.9918806,-0.167909522,0.088036933,0.003207613,0.123546413
ADAM28,2213.676518,-0.259108374,0.15966418,0.003230642,0.123672266
EPS15,2210.83015,-0.145452646,0.070347019,0.003249683,0.123672266
FOLR2,481.9027732,-0.268817141,0.168267062,0.003246771,0.123672266
ZNF598,1478.914316,0.247269793,0.152852085,0.003246755,0.123672266
ITPR1,1272.800815,0.148721248,0.075079833,0.003308502,0.125535981
POLR3H,1090.245142,0.206712216,0.120377982,0.003333161,0.126096336
CHKA,1204.784631,-0.198007046,0.112695203,0.003381229,0.126786154
DOHH,567.894839,0.212112765,0.125301009,0.003380873,0.126786154
HIVEP3,927.4706458,0.279949277,0.185043588,0.003370192,0.126786154
DPEP2,1203.544308,-0.304703884,0.188054133,0.003401221,0.127161766
BCL3,381.0830546,0.322741227,0.231478169,0.003421689,0.127552949
CD101,1114.633999,-0.228580171,0.138400957,0.003431859,0.127559092
ATN1,4640.387371,0.203153276,0.117815178,0.003448008,0.127786798
RFX3,228.5521894,-0.272807683,0.179835005,0.003554881,0.131365743
AGRP,204.6630144,-0.057077953,0.109766224,0.003643378,0.133092901
LRIG3,572.5483505,-0.286894106,0.193442523,0.003618683,0.133092901
RGS10,1786.331818,-0.181444275,0.101732098,0.003630901,0.133092901
WHAMM,1051.343284,-0.163180172,0.086021611,0.003638417,0.133092901
CCDC170,786.736264,-0.243319844,0.155099804,0.00366373,0.133392975
KCNG1,233.6959041,0.253154538,0.167457211,0.003672518,0.133392975
ADAM15,1864.64042,0.233378365,0.147589617,0.003696673,0.13388887
CHD4,11539.67048,-0.13660401,0.066518911,0.003713949,0.134133531
MAN1C1,2189.975187,-0.186700709,0.106492193,0.003750001,0.134672553
TBC1D12,1516.821311,-0.235653189,0.1425038,0.003741631,0.134672553
CDT1,576.847713,0.230186589,0.147841664,0.003772276,0.134822971
CHSY1,1038.6618,-0.257643781,0.164042134,0.003775339,0.134822971
MGAT4A,3860.238246,-0.225982177,0.14303914,0.003867614,0.137348792
PARP8,1458.493099,0.179089811,0.102719648,0.003858833,0.137348792
STX2,1019.906835,-0.192045286,0.11383452,0.003951172,0.139926373
PCNX4,1191.514092,0.177718227,0.103120625,0.003976625,0.140437648
ATM,3207.344611,-0.17112329,0.098847844,0.004054129,0.141994755
NLRP12,142.3710319,0.402510689,0.34131699,0.004053399,0.141994755
SHMT1,504.5886427,-0.217271072,0.138498799,0.004041487,0.141994755
PAQR5,2006.867066,0.208815506,0.132452044,0.0040699,0.142156586
MARCO,5281.14546,-0.158844269,0.08723546,0.004119959,0.143511894
HOMER2,1093.654362,-0.187505117,0.112937155,0.00414302,0.143921984
POLR1B,566.5976377,0.244070309,0.172184563,0.004201065,0.144755083
SIGMAR1,2313.838036,0.159940229,0.086861479,0.004191009,0.144755083
SLC7A1,2167.226187,0.205707904,0.132653636,0.004198652,0.144755083
NOC2L,2676.816941,0.144723271,0.075480048,0.004214298,0.144819641
LYPLAL1,664.0172322,-0.252836219,0.177398685,0.004244514,0.145465884
GPR82,714.4097799,-0.250718505,0.178753642,0.004340029,0.148340558
VDR,3186.515181,0.172638236,0.102641279,0.004436901,0.151246111
DUSP6,1111.349138,0.248966557,0.18252082,0.004485008,0.152478325
ACACA,1044.382846,0.238006991,0.174698509,0.004557424,0.1525435
DRAM2,2391.268064,-0.162156941,0.093374446,0.004515165,0.1525435
MCM3,1547.12205,0.172812287,0.103935402,0.00452698,0.1525435
PLXNA1,9152.959337,0.181513918,0.106903679,0.004558716,0.1525435
PPIF,4560.634064,0.187998204,0.118265637,0.004535831,0.1525435
SEMA6B,977.1591851,0.219001324,0.152371408,0.004554654,0.1525435
CRYBB1,248.3435131,-0.314890612,0.259404204,0.004577055,0.152756225
IRAK2,246.9502587,0.281642822,0.224083316,0.004613758,0.153579106
