,baseMean,log2FoldChange,lfcSE,pvalue,padj
USP47,1868.712488,-0.059177655,0.063160349,0.076397004,0.4959816
YKT6,4254.157946,0.059586317,0.058635696,0.076434901,0.4959816
DBN1,157.2015408,0.026358028,0.060040812,0.076623297,0.496882204
FOXK2,2603.008824,0.05872091,0.066594835,0.076701726,0.497137931
SEC13,2628.231478,0.057584648,0.067672927,0.076755287,0.497232291
CA2,2071.801083,-0.056479549,0.066076242,0.077063828,0.497461643
CD6,169.9250973,-0.02545515,0.059541945,0.077058912,0.497461643
CEP41,247.3364998,-0.031150917,0.062828818,0.076919397,0.497461643
COLEC12,3808.469051,-0.057710626,0.050659233,0.07706275,0.497461643
CREG2,57.97528337,0.018694681,0.056362088,0.076982846,0.497461643
DAGLA,1908.445153,0.039787324,0.065082188,0.076929059,0.497461643
WASH5P,60.34901806,0.017889663,0.056036236,0.076989678,0.497461643
ABCG1,5661.363631,-0.059101521,0.06296092,0.077206026,0.498127341
CLUAP1,305.8513025,-0.039882446,0.068175386,0.077339752,0.498462803
PPRC1,1513.707952,0.052746574,0.074069045,0.077318837,0.498462803
THOC5,1282.036098,0.062497336,0.079149934,0.077375315,0.498462803
DTX2,1861.4969,0.063307712,0.069753564,0.077610573,0.49957201
UNK,1718.431152,0.046730858,0.069615633,0.077625865,0.49957201
TFDP2,659.5651644,0.03408868,0.06438133,0.07769387,0.49970939
USP10,1996.482959,0.062007125,0.065719544,0.077725604,0.49970939
B4GALT5,4150.431892,0.055745089,0.066762468,0.077800025,0.499935744
ACYP2,465.4942441,-0.053854648,0.075502727,0.07785688,0.500049047
TUBA1B,13226.79465,0.04973527,0.070527128,0.078126681,0.501529233
AKR1B15,80.45823184,-0.026123924,0.059865879,0.078320712,0.501890757
CHERP,1734.971228,0.049344718,0.072658864,0.078518625,0.501890757
GEN1,532.8309305,-0.029253739,0.061621494,0.07868282,0.501890757
HTRA4,1234.623595,-0.049071499,0.072323512,0.078690386,0.501890757
MRO,57.24960836,0.013666842,0.054549639,0.078610413,0.501890757
PCDH12,32.23158924,0.010881897,0.053790548,0.078394489,0.501890757
PLEKHF2,785.8843649,-0.058629739,0.067243959,0.0783973,0.501890757
PSEN1,4988.008403,-0.057659346,0.051863888,0.078668352,0.501890757
RHBDD3,679.1826721,0.051614656,0.072631031,0.07871939,0.501890757
RSU1,2475.213307,0.058830643,0.063553254,0.078292148,0.501890757
SF3A2,1965.464678,0.045025338,0.070816384,0.078391602,0.501890757
TRMT10A,120.7726927,-0.023426301,0.058467026,0.07851329,0.501890757
UACA,581.9907738,-0.047714539,0.075805482,0.078734137,0.501890757
ZNF366,494.5420162,0.036381866,0.065540917,0.078491634,0.501890757
TOPORS,758.3079066,-0.05369094,0.068907488,0.078976462,0.502932523
ZNF836,205.4655547,-0.033628642,0.064244997,0.078965122,0.502932523
UBL4A,1214.612175,0.055602553,0.070729909,0.079276007,0.504588023
CCDC71L,1117.800213,0.058319168,0.06594408,0.079419366,0.505248249
CEBPD,542.0704114,0.036737961,0.065145013,0.079599954,0.505892233
WIZ,1405.188756,0.037889556,0.066465836,0.079562238,0.505892233
LIMK1,10149.68967,0.036585645,0.061180805,0.079688457,0.506202363
SUCLG2,1713.004188,-0.05673579,0.068348572,0.079737072,0.506258928
ACLY,4662.389616,0.058921564,0.078321364,0.079892707,0.506557219
CARS1,2272.449265,0.05618182,0.066164382,0.079903253,0.506557219
GCH1,200.3401106,0.025400285,0.059461987,0.079828753,0.506557219
ZC3H7B,3577.513436,0.06061466,0.069376569,0.079956589,0.506643419
ENKD1,235.8931549,0.036016823,0.065655446,0.080054779,0.507013603
CD300C,678.1808259,0.046378114,0.071269314,0.080147176,0.50717328
EMC6,805.5230863,0.054774303,0.071907087,0.080199336,0.50717328
GPER1,91.60355961,0.0227964,0.058160418,0.08019889,0.50717328
CLK1,1683.273166,-0.057658336,0.065363387,0.080357465,0.507227805
MFGE8,1273.304171,-0.05184138,0.072073517,0.080326274,0.507227805
MTAP,1173.287143,0.053914754,0.071429833,0.080367101,0.507227805
PHAX,1028.05651,0.052778099,0.071365167,0.080324044,0.507227805
AMACR,384.4987388,0.041752936,0.068935664,0.080525757,0.507439372
EIF4G3,3023.240784,0.05726162,0.066936281,0.080554021,0.507439372
GFUS,1149.84558,0.049813265,0.072173348,0.080559831,0.507439372
KCMF1,1664.133402,0.057232737,0.065294463,0.080554703,0.507439372
HSPBAP1,646.7151468,-0.048458763,0.073033407,0.080624849,0.507598125
RPRD1A,870.1793481,0.053125315,0.071409619,0.080677705,0.507680189
PAPSS1,5343.854583,0.049910004,0.064937302,0.080811944,0.508274038
CD86,5250.827155,-0.058038407,0.061061646,0.080973109,0.509036571
BBS9,176.8088872,-0.033222773,0.063781076,0.081099132,0.509418986
EME2,1532.765105,0.048732544,0.071966707,0.081113855,0.509418986
U2SURP,2214.748653,-0.046079749,0.071301422,0.081213918,0.50979628
BCL9L,2487.194831,0.023533472,0.058512291,0.081439758,0.510172145
CYP4F27P,39.15664341,-0.017359594,0.055812552,0.081499185,0.510172145
GPR183,438.1784,-0.042360533,0.069446977,0.081402751,0.510172145
PRPF38A,927.5439642,-0.056836289,0.065068544,0.081437638,0.510172145
PRXL2B,2941.456305,0.050293798,0.070748542,0.081379414,0.510172145
TUSC2,1216.789058,0.050401275,0.073159387,0.081553913,0.510172145
WTAP,2279.685444,0.054340962,0.061080203,0.081520984,0.510172145
HDGF,6764.306411,0.059107532,0.056714497,0.081605772,0.510246193
FANCG,417.4071965,0.039178404,0.067440442,0.081707826,0.510383673
PRKAR2A,2586.011298,0.0402947,0.064260048,0.081700218,0.510383673
NUMB,5061.063383,0.06153983,0.060586383,0.081863528,0.510987816
RASSF2,1807.968565,0.05796145,0.063550563,0.081943618,0.510987816
THOC2,1834.2939,-0.054494636,0.07021279,0.08189374,0.510987816
ZNF234,304.3593645,-0.035819172,0.064788422,0.081964867,0.510987816
DCTN6,979.2750662,-0.051608546,0.069447504,0.08243086,0.513162053
PARP14,10995.91215,0.037729421,0.061136662,0.08251488,0.513162053
RBCK1,2401.506106,0.058674235,0.07108791,0.082462557,0.513162053
SSR1,4201.238085,0.055935345,0.059841301,0.082485313,0.513162053
STX6,4340.160545,-0.055771344,0.050657222,0.082364651,0.513162053
PEX10,629.7905383,0.049920557,0.070662769,0.082563865,0.513216342
OSCAR,2992.522354,0.039773008,0.06978397,0.082650131,0.513502203
RAD54L2,1252.555856,-0.055814612,0.068084735,0.082757331,0.513792388
RGS19,3600.64444,0.04708957,0.070304637,0.082777439,0.513792388
TBC1D10B,3400.90905,0.044002449,0.069166096,0.082839833,0.513929458
APOBEC3C,2224.490825,-0.056884386,0.068409376,0.083093515,0.514334284
EPC1,838.381036,-0.052480713,0.070131796,0.083170151,0.514334284
GNA15,1338.804866,0.055579622,0.065308352,0.083069718,0.514334284
MAFF,1623.144087,0.04491815,0.067806235,0.0830267,0.514334284
MTIF2,1457.371924,-0.059589531,0.06394705,0.083187489,0.514334284
ORAI2,2347.798107,0.040665416,0.068022872,0.083121969,0.514334284
SIN3A,1380.589746,0.055158561,0.069219962,0.083000674,0.514334284
PSMF1,3069.830587,0.03888261,0.066055335,0.083308676,0.51483389
ENTREP3,936.3204126,0.045767147,0.070182786,0.083504397,0.515793393
EGFL8,118.9481012,-0.027507663,0.060490425,0.083706307,0.516353866
GSTP1,6727.153544,0.051933544,0.070307422,0.083729786,0.516353866
SZRD1,5084.135303,0.057028562,0.056221274,0.083757141,0.516353866
WSCD1,129.6462808,-0.029184537,0.061451141,0.083683105,0.516353866
PROS1,1117.850169,-0.048939583,0.068436378,0.08388864,0.51691458
CLDN7,708.6774083,-0.050186506,0.072044043,0.084070382,0.517212112
PLK3,1397.939324,0.049198712,0.071304596,0.084099201,0.517212112
PRDM2,1038.597601,-0.048984666,0.069269577,0.084019839,0.517212112
R3HDM2,1615.132718,-0.051951485,0.069611931,0.084088567,0.517212112
FGFRL1,1438.878258,0.045492247,0.068496875,0.084305183,0.5177323
MFSD12,15862.23647,0.048812194,0.070582543,0.084354007,0.5177323
RAB4B,882.8423497,-0.054502792,0.06737634,0.084238848,0.5177323
SAPCD2,635.4586342,0.040279988,0.067817324,0.084386832,0.5177323
TMEM198B,267.6869747,-0.038420454,0.066738709,0.084353684,0.5177323
CMC2,629.5350554,0.046822675,0.070317079,0.084471218,0.518000748
ANGPTL6,212.9758652,-0.029847439,0.061499587,0.084511996,0.518001654
CDC42,5957.681993,-0.059663348,0.062333595,0.084601323,0.518051038
TBKBP1,873.16473,0.038459106,0.066722122,0.084563554,0.518051038
RBM33,1994.219187,0.040036478,0.068371639,0.084961539,0.520007038
OXR1,1133.95327,-0.052383936,0.070282599,0.085047716,0.52010017
TXNL1,1299.136488,-0.054289687,0.068243777,0.085058346,0.52010017
NR2F6,1224.199199,0.040836918,0.067768887,0.085185552,0.520129598
PLP2,3151.291233,0.046378598,0.070425706,0.085144886,0.520129598
ZNF429,142.7042883,-0.027166381,0.060272381,0.085135636,0.520129598
CSPG4,2614.966,0.039533925,0.067612647,0.085400935,0.520907458
ERLIN2,1348.616632,-0.053263681,0.067806665,0.085538646,0.520907458
LARS2,1023.726945,0.050746889,0.070155941,0.085582761,0.520907458
METTL21A,272.369483,0.040273853,0.067520149,0.085502988,0.520907458
PNP,1712.153345,0.040346059,0.067570824,0.085619055,0.520907458
POLDIP2,2818.338009,0.056444072,0.062027676,0.08537204,0.520907458
SRSF2,3837.719032,0.056054746,0.061750762,0.08545661,0.520907458
ZNF593,373.6356915,0.039422042,0.067195876,0.085639817,0.520907458
ALG6,174.8539404,-0.030386086,0.062057179,0.085838783,0.520975716
LCP2,3764.355543,0.050697707,0.067741221,0.085784148,0.520975716
NXT1,251.1236539,0.037932156,0.06620789,0.085772723,0.520975716
PCSK5,932.134978,-0.043030097,0.069204763,0.08585536,0.520975716
XRCC3,551.9164078,0.040324446,0.067497749,0.085784981,0.520975716
ACOX2,79.49755396,0.019008659,0.056396883,0.086025565,0.521016594
CORO2A,1428.203405,-0.056470771,0.063268709,0.085947637,0.521016594
RCE1,757.2796561,0.039515994,0.067372052,0.085959372,0.521016594
RPS20,13722.39662,-0.057515931,0.065867707,0.085996916,0.521016594
ORC2,417.0331474,-0.025943752,0.059581854,0.086203959,0.521849133
CDC20,958.7043358,-0.055600394,0.073579215,0.086297038,0.522164658
TNKS2,3023.555821,-0.055952628,0.069380343,0.086460058,0.522902887
ISG15,4878.242751,0.037508913,0.06604843,0.0866046,0.523528706
SERPINF1,464.6353566,-0.031054665,0.062387617,0.08680013,0.524462017
CDKN2D,96.34154114,0.024813219,0.059024376,0.086956324,0.52515688
CDC25A,170.2005713,0.023097869,0.058174614,0.087041066,0.525212737
TAF1B,392.9710141,-0.034727782,0.064362475,0.087047966,0.525212737
HMGCL,1563.19083,-0.055605694,0.063787215,0.087108857,0.525331511
MRPL52,744.2561153,0.047990003,0.069228224,0.087213278,0.525712567
CD4,11045.76802,-0.054262796,0.058215871,0.087400264,0.526590724
BMF,4393.018922,-0.028624592,0.059678988,0.087537173,0.526699393
GBGT1,1349.283863,0.04686041,0.069808969,0.08754224,0.526699393
PIEZO2,49.69039206,-0.016637892,0.055481313,0.08747315,0.526699393
RAD23A,4077.368817,0.04907292,0.069657929,0.087713043,0.526732731
RSL1D1,3530.66493,-0.055577142,0.06492578,0.08763594,0.526732731
RTN4,19908.22089,0.049547503,0.062733374,0.087643709,0.526732731
ULBP1,102.1462403,0.024164661,0.058674344,0.087710563,0.526732731
DAZAP2,6616.567116,-0.05617145,0.054180803,0.088113367,0.528686513
WASHC2A,2569.24147,-0.053288569,0.069024233,0.08812133,0.528686513
PTP4A3,86.14906219,-0.021866822,0.057588121,0.088215482,0.529002435
ATP5F1D,1473.641596,0.04982513,0.069728017,0.088604854,0.529259565
GOLGA2P5,35.84365571,-0.015011202,0.054927329,0.088350335,0.529259565
HSF1,3312.502726,0.043471942,0.06859468,0.088578407,0.529259565
MMP24OS,2271.230168,0.040680868,0.067507829,0.088631985,0.529259565
NOL6,1632.058006,0.047948521,0.068947903,0.088308234,0.529259565
PTGES2,1894.500967,0.047916069,0.069595757,0.088495109,0.529259565
QPRT,3459.335532,-0.04886645,0.069427996,0.088631162,0.529259565
RAD18,253.3629867,0.024101166,0.05863354,0.088625495,0.529259565
TUBB2A,759.800779,0.034058286,0.063865671,0.088439972,0.529259565
NLE1,306.6019338,0.040032811,0.066937289,0.088768418,0.529310697
RENBP,3965.969443,-0.053117438,0.067019963,0.088756189,0.529310697
SRGAP2B,1241.944084,0.049759295,0.068282524,0.088806619,0.529310697
SUMO2,4526.227595,-0.05595563,0.058931481,0.08874541,0.529310697
SHANK3,575.6159148,0.030892907,0.062231037,0.088882306,0.529514261
ALG3,1332.630528,0.04499112,0.069399249,0.088968616,0.529780887
SECISBP2L,3144.609995,-0.044400127,0.071189311,0.089015816,0.529814492
BEND3,103.8817824,0.02779947,0.060646787,0.089239747,0.530868297
KCNJ1,51.16984008,-0.01790487,0.055929409,0.089276149,0.530868297
CD1C,94.80286078,-0.021027853,0.05719513,0.089318315,0.530871424
SPINDOC,1010.87198,0.04784239,0.069862116,0.089467418,0.531509838
ZNF891,220.665587,0.030953861,0.062222147,0.089556304,0.53179009
ANXA6,451.5484353,0.045954046,0.068772438,0.089638494,0.531998639
PDZD2,34.90124984,-0.010487101,0.053673506,0.089694212,0.531998639
STARD3,3104.099456,0.054818134,0.067245463,0.089716611,0.531998639
CDCA2,245.4753264,-0.032464732,0.062977564,0.090002722,0.532704134
KPNB1,9980.541229,0.045875783,0.059631477,0.089944268,0.532704134
KYAT3,945.4163261,-0.047863937,0.06467979,0.089913468,0.532704134
MRPL4,1841.860483,0.04772059,0.068817489,0.089964626,0.532704134
EYA2,378.6003105,-0.03571125,0.064972933,0.090094074,0.532744743
PDE3A,174.0795025,-0.024450974,0.058763645,0.090134945,0.532744743
PUSL1,389.6968958,0.037407025,0.065721924,0.090130664,0.532744743
FOXO3,2254.300953,-0.054945725,0.061339849,0.090391501,0.534013554
APC2,128.2447965,-0.024522194,0.058788871,0.09054677,0.534027261
CCNC,713.1695049,-0.043502372,0.068738735,0.09056585,0.534027261
OR2M3,486.4228131,-0.045241402,0.069469949,0.090565284,0.534027261
RAD51C,251.2607209,0.036417128,0.065209473,0.09060326,0.534027261
TMEM248,2310.01246,0.054968068,0.06538774,0.090528086,0.534027261
CSTB,20440.67507,0.053785202,0.064993428,0.090713056,0.534427333
ABHD3,1206.977908,-0.049473295,0.067937706,0.090776478,0.534553957
CCDC57,1620.144181,0.055726234,0.059858803,0.090982952,0.534781766
ELOB,4314.792495,-0.05527496,0.061499573,0.090874335,0.534781766
PRAF2,180.4186015,0.030344954,0.061792656,0.090916667,0.534781766
TEDC1,355.8755955,0.040219494,0.066705163,0.090981194,0.534781766
MBD3,3749.591194,0.042749552,0.06851957,0.091037733,0.534857168
NOP2,1354.343168,0.050983231,0.066562078,0.091108513,0.535026453
TAOK3,3237.412879,-0.055034185,0.065163265,0.091212618,0.53539119
ERO1B,472.7342326,-0.046596017,0.068878473,0.091294237,0.535481117
RADX,40.46222558,-0.013027683,0.054311711,0.091353944,0.535481117
TPD52,279.8004579,0.032937896,0.063205668,0.091316842,0.535481117
ATAD3B,877.5025975,0.038901255,0.066149857,0.091665352,0.536074115
HNRNPAB,4154.956956,0.049911282,0.064606857,0.091528522,0.536074115
OPA3,1201.507106,0.042454325,0.066953476,0.09165421,0.536074115
PPP2R5E,1193.417351,0.045680949,0.064852795,0.091651826,0.536074115
YPEL3,1025.708285,-0.037169647,0.065465178,0.091557952,0.536074115
CCDC200,292.4308784,-0.033663424,0.0636073,0.09172319,0.536166412
PRKCB,1319.462754,0.051728584,0.060957977,0.091815273,0.536304617
SESN3,144.5424775,-0.025012014,0.058958184,0.091830966,0.536304617
TRA2A,1405.486122,-0.049025449,0.069519674,0.091893087,0.536421689
FBXL6,707.0750221,0.036801027,0.064660551,0.091993028,0.536584227
NAGPA,2377.586382,0.052630671,0.066773553,0.092005108,0.536584227
CUL3,1983.988817,-0.041439557,0.068352872,0.092079356,0.536670831
LRRC45,453.0130921,0.037128421,0.065286674,0.092145547,0.536670831
SAR1B,1348.15184,-0.051516427,0.066515841,0.092146243,0.536670831
TMEM169,51.37980722,-0.015986917,0.055219425,0.092240616,0.536975166
PPFIA3,194.4612615,0.031783927,0.062526421,0.092318358,0.537182446
TMEM168,604.2278069,-0.041043462,0.066762331,0.092417975,0.537516772
DUS2,563.429805,-0.050111808,0.068387603,0.092574413,0.537935822
FBXW5,5447.852423,0.049234271,0.069359505,0.09254283,0.537935822
B4GALT4,490.4900745,-0.039113135,0.066242318,0.092753746,0.538238803
EPHA2,76.9083552,0.01820639,0.05601713,0.092877898,0.538238803
FAXDC2,586.8184842,-0.031524874,0.062276687,0.09283598,0.538238803
N6AMT1,135.4543427,0.025560536,0.059263078,0.092760598,0.538238803
TMEM52B,347.4469116,-0.022079279,0.05765857,0.092758608,0.538238803
UBN2,652.5163399,-0.041124848,0.066972396,0.092879863,0.538238803
KCNC3,1055.30024,-0.050589253,0.0693957,0.092990232,0.538517807
SLC35E4,181.4986506,0.028239324,0.060815561,0.093012488,0.538517807
SAMSN1,1165.71026,-0.040853013,0.070057303,0.093303321,0.539956438
APOL3,125.7564879,0.025212138,0.059072377,0.093691054,0.541217601
CCL3L3,79.51313653,0.019975316,0.056709006,0.093654938,0.541217601
TMEM60,563.0064772,-0.044854412,0.067638164,0.093616883,0.541217601
ZNF626,112.2265043,-0.020761792,0.057016261,0.093630201,0.541217601
IFIT5,986.9806031,0.03688623,0.065535229,0.093747242,0.541296918
PRDX4,1675.97486,0.054860757,0.067012637,0.093904563,0.541959835
CALD1,73.35166714,-0.017532923,0.055749696,0.094194136,0.542425534
DHX37,1223.891374,0.048973295,0.068949978,0.094270056,0.542425534
EIF2AK3,616.8217673,-0.040592695,0.067062608,0.094302641,0.542425534
EMC2,872.1036565,-0.04890826,0.068273959,0.094149655,0.542425534
GNPDA1,2327.15461,-0.054130341,0.066684525,0.09426986,0.542425534
HPS3,1018.722708,-0.040349616,0.066338771,0.094368173,0.542425534
KRI1,878.7471419,0.051797069,0.067314491,0.094362249,0.542425534
MAPKAPK2,3946.881699,0.04465044,0.062481533,0.094214323,0.542425534
ZRANB2,1832.597588,-0.043035955,0.067420074,0.094274206,0.542425534
WNK1,6902.104371,0.048546847,0.060769332,0.094475086,0.542795344
GTF2H3,1028.039553,0.046976473,0.067964907,0.09458342,0.54317298
CARHSP1,533.5283845,-0.048862138,0.06756723,0.094912526,0.544125807
DUSP28,326.1998507,-0.041285351,0.067358072,0.094913871,0.544125807
RIN1,403.9814513,0.036497184,0.064925281,0.094920056,0.544125807
TARS3,196.5761922,-0.031591701,0.062319455,0.094821338,0.544125807
CHMP1B,2711.141066,-0.054691908,0.062838395,0.095005855,0.544128321
PMF1-BGLAP,60.79976118,-0.019519165,0.05650758,0.095001679,0.544128321
REV3L,1219.237911,-0.045210118,0.068066905,0.095117319,0.544522092
HMBS,466.8681504,0.044180028,0.069134135,0.095187814,0.544681076
FCGR1CP,268.6857733,-0.03012797,0.061564133,0.095357448,0.545389542
PDSS1,243.3440399,0.032611546,0.063144722,0.095397182,0.545389542
LEPROTL1,1740.252543,0.051679703,0.064306693,0.095468695,0.545553742
ANAPC15,610.1063083,-0.049335697,0.068689659,0.095576385,0.545924429
ADD3,1409.202997,-0.043544023,0.067443859,0.095928379,0.545978084
AFG2A,194.909131,0.02798236,0.060405338,0.095927816,0.545978084
EMILIN1,128.2108428,0.027017869,0.05990519,0.095854005,0.545978084
GOLGA8N,308.1050063,0.020419942,0.056827928,0.095877848,0.545978084
P3H3,111.6374866,0.023977873,0.058447895,0.095859816,0.545978084
SCFD2,412.74836,0.044858456,0.067841337,0.095740177,0.545978084
TIMP2,17662.53473,-0.056376093,0.058614417,0.095715824,0.545978084
TMEM164,2255.900701,0.042206159,0.059131536,0.095720815,0.545978084
PMS2P7,58.8930122,-0.017127269,0.055592668,0.096063824,0.546504995
CDC42BPB,5059.784966,0.051226302,0.062498597,0.096319306,0.54747693
RECQL5,796.5072688,-0.047439954,0.066828091,0.096320555,0.54747693
ABHD16B,346.1357594,0.040053417,0.066415908,0.096392431,0.54764131
FBXO27,153.3601334,-0.024490931,0.058658783,0.096488306,0.547941831
FAM89A,1849.09941,-0.051812628,0.065159759,0.096581531,0.54798306
MYO15B,2140.001802,-0.040613354,0.066553928,0.096566205,0.54798306
SHISA5,7322.248375,0.047884609,0.065368438,0.096696972,0.548393995
CHAC2,55.27214562,0.017670656,0.05578415,0.096896554,0.549141387
RXYLT1,506.2365618,-0.046292312,0.067213614,0.096914905,0.549141387
CCHCR1,327.5813169,0.038041887,0.065426328,0.09707084,0.549491006
HOXB7,379.5200781,-0.038628249,0.065795114,0.097134754,0.549491006
NSA2,1599.87024,-0.049608989,0.066475275,0.09714901,0.549491006
SPHK2,733.7339372,0.038702718,0.065816395,0.097046439,0.549491006
DPH5,381.5204614,-0.04269999,0.067091124,0.097445279,0.550434142
IFTAP,145.73931,-0.030164426,0.06145896,0.097403624,0.550434142
PLEKHF1,460.592613,0.042397681,0.066912985,0.09736939,0.550434142
HS3ST3A1,39.88971788,0.012735925,0.054200249,0.097499945,0.550499028
CDKN2C,779.0513178,-0.040869544,0.066295432,0.097637243,0.550696154
JMJD4,481.40438,0.043323892,0.067084497,0.097601141,0.550696154
SLC43A1,162.5385268,0.027532628,0.060133868,0.097664445,0.550696154
MSMO1,598.3431866,0.044506984,0.070502954,0.097770081,0.551009838
NUDT4,1488.854078,-0.048798493,0.067485676,0.097806515,0.551009838
SGCG,330.5937606,-0.04262491,0.067377234,0.097851208,0.55101813
PISD,1895.7304,0.0486386,0.067099326,0.097911728,0.551115508
P2RX4,4314.224572,-0.053673196,0.057511646,0.097956055,0.551121691
CAPRIN1,6029.330844,0.033802718,0.056492309,0.098027898,0.551282606
CCNDBP1,1984.693502,-0.053260991,0.061261768,0.098228602,0.551330788
DOCK4,3550.759183,-0.052854982,0.063292992,0.098296571,0.551330788
GGA2,7905.932378,-0.046223468,0.065130152,0.098468916,0.551330788
NUPR1,17127.56736,-0.045920803,0.061439416,0.09819338,0.551330788
PARD6B,59.26789091,0.018718832,0.056165795,0.098237542,0.551330788
POC1B-GALNT4,49.25733772,0.01642766,0.055342831,0.098326732,0.551330788
RCHY1,474.9656365,-0.038135388,0.065267086,0.098096028,0.551330788
STARD7,4360.775157,0.054657135,0.056664355,0.098453353,0.551330788
TLR5,137.688589,-0.019989728,0.056641623,0.098368737,0.551330788
ZIK1,114.3468953,-0.024948217,0.058811981,0.098405757,0.551330788
QKI,9115.259095,-0.049033795,0.065709019,0.098548323,0.551533173
DGCR8,927.0922296,0.049539037,0.064915183,0.098678443,0.551776961
TGFBR2,6236.964602,-0.052781662,0.051714335,0.098655192,0.551776961
BAG2,235.1795863,0.036650802,0.064924415,0.09939675,0.552884244
FST,46.66598104,-0.014268382,0.054632484,0.099455865,0.552884244
HDLBP,13847.81508,0.04645674,0.059653461,0.098938959,0.552884244
LHPP,291.0412186,0.036371404,0.064619037,0.09939422,0.552884244
MRPS2,920.5762971,0.047250771,0.068409553,0.099360286,0.552884244
NPAS2,475.672347,0.030158138,0.061437702,0.099074101,0.552884244
PLA2G6,141.4426565,0.02726408,0.059946102,0.099342661,0.552884244
REEP5,3954.970603,0.052822088,0.055920503,0.099007363,0.552884244
RNFT1,1373.815864,-0.050981201,0.064860288,0.099038486,0.552884244
TEDC2,98.9504449,0.020679586,0.056930663,0.099432762,0.552884244
TMEM140,1796.783278,0.057285015,0.069015697,0.099251664,0.552884244
TSPAN5,41.07072667,0.015175665,0.054911516,0.099222382,0.552884244
UPF3A,1779.662345,-0.050142631,0.064577311,0.099483603,0.552884244
ZNF302,502.3417755,-0.042720245,0.067179566,0.099368608,0.552884244
CEP97,206.8346138,-0.029733294,0.061177028,0.099713437,0.553218158
ISY1,855.1286222,-0.048427073,0.06553421,0.099786799,0.553218158
LSM12,1274.49247,-0.046668387,0.060397094,0.099650825,0.553218158
MED14,1422.395293,0.042413806,0.065639284,0.099785262,0.553218158
SFXN1,682.4454127,0.03759847,0.064999644,0.099804045,0.553218158
TIMP1,4757.315831,0.037131736,0.062730955,0.099613966,0.553218158
ZFC3H1,1818.260581,-0.043358291,0.065210259,0.099922699,0.553635157
FUT4,930.2872677,0.044696081,0.068132422,0.10011823,0.55447755
ETV1,113.4929483,0.01937228,0.056388046,0.10026925,0.554831888
TNFRSF10B,2562.332697,0.051657223,0.05363481,0.100230292,0.554831888
CNOT6,1086.503168,0.035587762,0.064027165,0.100485065,0.555008334
FBRS,4315.351007,0.05012358,0.066517991,0.100557557,0.555008334
MDM4,1013.772283,-0.052175185,0.061631617,0.100502389,0.555008334
PER3,844.2091955,-0.030833173,0.061723468,0.100427816,0.555008334
SPACA6,186.6948235,-0.028192156,0.060202202,0.100358773,0.555008334
ZNF577,269.5256165,-0.025945647,0.059218203,0.100562338,0.555008334
PNISR,3233.633654,-0.048434043,0.068285361,0.100770646,0.555917338
DENND3,3804.513421,-0.044285783,0.067660807,0.100997167,0.55620427
KANSL1L,360.7816917,-0.037504045,0.064863033,0.10091413,0.55620427
TRIM2,75.92465916,0.018458206,0.056032659,0.100990377,0.55620427
ZBTB11,904.8879667,-0.048037676,0.066341301,0.100884226,0.55620427
OSTF1,3425.576786,-0.046295542,0.062501791,0.101185204,0.556999211
ALDOA,33832.42106,0.046961556,0.070996215,0.101314326,0.557377189
CCDC88A,19412.37365,-0.048801574,0.065865394,0.101428746,0.557377189
SYNGAP1,1099.922163,0.030600764,0.061563577,0.101399123,0.557377189
TAP1,3275.722912,0.040079194,0.064493166,0.101416851,0.557377189
PTTG1,323.3934733,-0.027564709,0.060058463,0.101785361,0.558888782
R3HDM4,1354.744677,0.046559483,0.06732818,0.101791494,0.558888782
MAP3K4,752.1692193,-0.035803312,0.064496013,0.101901678,0.559252901
ARHGEF3,1949.424227,-0.055054554,0.066767658,0.101984707,0.559428373
MTSS2,136.9116914,-0.018481792,0.056019129,0.102021411,0.559428373
GPX4,9708.064386,0.05325037,0.075962919,0.102107454,0.559659469
MAP1S,3625.86817,0.030924089,0.061464246,0.102154907,0.559678948
IFI35,1886.35791,0.040097908,0.065936626,0.102411164,0.559867723
IQSEC1,4396.802997,0.05363394,0.072508449,0.102354764,0.559867723
KCNIP2,321.214486,-0.038829913,0.065325121,0.102511808,0.559867723
PAN2,1088.172599,-0.046797604,0.067751197,0.10235705,0.559867723
PRKCI,564.5752687,-0.035339195,0.063808099,0.102288916,0.559867723
SPTLC3,150.567069,-0.025008743,0.058794987,0.10240904,0.559867723
TNFAIP2,4528.169275,0.050756523,0.06514575,0.10254068,0.559867723
ZNF154,169.1460994,-0.025295928,0.058912801,0.102467614,0.559867723
CDYL,1447.666465,0.049679791,0.06779687,0.102912531,0.561657471
AMPD2,2163.787599,0.038891137,0.065325249,0.103103461,0.561977781
DENND6B,158.1758634,0.023178169,0.057968802,0.103069837,0.561977781
MXD1,811.4928476,0.034639572,0.063552663,0.103077256,0.561977781
TPP1,13266.38293,-0.052521154,0.049712477,0.10320543,0.562293174
FAAP100,1199.826586,0.039064901,0.065332322,0.103298798,0.562455007
SLC25A19,2591.079182,-0.050939986,0.066490907,0.103344363,0.562455007
ZFYVE26,4812.00147,-0.052392867,0.06265442,0.103367486,0.562455007
ZNF620,80.19683392,-0.016228982,0.055230743,0.103454135,0.562686331
EIF4EBP2,8260.79031,-0.051188617,0.048347309,0.103613499,0.563312793
ATPSCKMT,250.6887596,-0.026446622,0.05942591,0.103729199,0.563461249
