,baseMean,log2FoldChange,lfcSE,pvalue,padj
NARF,1241.864404,-0.149909405,0.067175189,0.004378227,0.04303868
SRP9,2991.292027,0.132773925,0.057173022,0.004378541,0.04303868
PEX14,1677.529118,-0.195151389,0.097394258,0.004400831,0.043215909
HAS3,29.58501726,-0.054364587,0.108801177,0.004415466,NA
RSRP1,2120.40018,-0.187944354,0.091732996,0.004432868,0.043456877
RAN,7115.74697,0.136807079,0.059427589,0.004439059,0.043456877
ZC3H18,1864.758658,-0.145273531,0.064534121,0.004444553,0.043456877
PSMA2,2101.557733,0.156994319,0.072001987,0.00444487,0.043456877
RASA1,3441.044673,0.159213179,0.073886923,0.00444679,0.043456877
TMEM150B,336.2287582,-0.247260042,0.139136117,0.00445816,0.043494868
UNC5B,1406.76596,-0.187884267,0.091996998,0.004459253,0.043494868
RPAP3,835.9086446,0.223208663,0.120986256,0.004481973,0.04367448
MRPS2,805.5150803,-0.178969616,0.086809229,0.004505506,0.043861663
PTGER4,1560.611449,-0.191390233,0.09671941,0.004536695,0.044077219
TBCD,1864.359697,-0.148801239,0.066415227,0.004538377,0.044077219
HMG20B,3722.755523,-0.140954849,0.063990841,0.004541187,0.044077219
ZC3H3,835.9976285,-0.197154194,0.099900042,0.004545348,0.044077219
OLA1,1115.135141,0.181128326,0.088997799,0.004549374,0.044077219
RPL9,6312.683138,0.173898468,0.081266287,0.004572346,0.044199793
FURIN,12891.19522,-0.144962594,0.060280877,0.004581683,0.044199793
BORCS8,751.8318861,-0.180805694,0.08858383,0.004582885,0.044199793
MAP3K2,3012.401169,0.140964372,0.057602866,0.004587959,0.044199793
ZNF580,1008.098611,-0.216505682,0.115631206,0.00459615,0.044199793
SLC26A11,2624.673236,-0.206254646,0.107276347,0.004600174,0.044199793
LMBR1L,1012.546085,-0.174111257,0.083879213,0.004600409,0.044199793
RTL5,719.3980708,-0.207375946,0.108495251,0.004600573,0.044199793
WAPL,2841.299265,0.117622903,0.048927979,0.00460124,0.044199793
TMEM37,478.7196141,-0.191849917,0.096504451,0.004607064,0.044213871
ARHGEF18,2014.651752,-0.160067732,0.074419524,0.004634629,0.044436364
LPCAT2,6136.300908,0.126449484,0.053298623,0.004649329,0.044535217
NDUFB3,891.8327525,0.215076542,0.116449499,0.004693553,0.044916421
CCNA2,1238.27599,0.160272563,0.075036278,0.00470088,0.044944131
CTR9,2168.064027,0.159604861,0.07459043,0.004736085,0.045102752
CCDC106,881.1623739,-0.162805348,0.076908345,0.004738951,0.045102752
KIFC2,963.228911,-0.21639975,0.116347654,0.004740538,0.045102752
HINT1,3027.996972,0.160584743,0.071437201,0.004741223,0.045102752
SP140L,1124.812017,0.197428932,0.105149112,0.004742772,0.045102752
MEPCE,2209.062724,-0.152922296,0.069859715,0.004744148,0.045102752
RELB,1409.129898,-0.179138122,0.087642742,0.004750121,0.045117256
MRPL35,871.3430277,0.226033309,0.126176425,0.004769088,0.04517863
PSMA1,3112.73174,0.165663412,0.079082773,0.004780641,0.04517863
KMT5C,507.9032861,-0.225572267,0.124367493,0.004780811,0.04517863
ATP5MK,1790.31581,0.191803737,0.098213463,0.004793019,0.04517863
PEDS1-UBE2V1,522.8550797,-0.299162361,0.191966561,0.004793303,0.04517863
SNRNP70,8660.428488,-0.181345891,0.09239057,0.004796937,0.04517863
ZNF518B,642.5767792,0.208344237,0.111195701,0.004797237,0.04517863
PTGDS,486.8151569,-0.194026372,0.099357851,0.00479785,0.04517863
RNH1,5429.398547,-0.113942928,0.047750009,0.004805864,0.04517863
TTK,429.9279048,0.219842461,0.120585978,0.004807985,0.04517863
HMGB1P6,525.9604505,0.299597171,0.199104767,0.004810182,0.04517863
SBNO2,4645.205079,-0.177849757,0.088941727,0.004811799,0.04517863
GPD1L,479.5532277,0.204468691,0.107636373,0.004836545,0.04517863
HMGA2,1938.179316,0.379283374,0.304593309,0.004838843,0.04517863
UNC50,1030.353778,0.159665775,0.075018889,0.004839947,0.04517863
ANP32A,4088.943169,0.145968737,0.065321106,0.004841106,0.04517863
STK11,2884.748472,-0.128939833,0.055851533,0.004841121,0.04517863
TPRN,541.7420959,-0.186599957,0.093840704,0.004843448,0.04517863
U2SURP,2052.140882,0.189726526,0.096703879,0.004846105,0.04517863
TYW3,633.2296982,0.1906081,0.097894086,0.004847655,0.04517863
GNAS,34635.24936,-0.108347859,0.043353551,0.004850703,0.04517863
SCARB1,3800.774217,-0.123299273,0.053155363,0.004858954,0.04517863
ZSCAN2,253.2571155,-0.263482864,0.157893014,0.004859019,0.04517863
NPIPB7,412.6999652,-0.237173922,0.135286358,0.004864423,0.045187456
HNRNPH1,11322.63101,0.108615966,0.044570877,0.004881925,0.045275377
THADA,837.9970831,-0.242907609,0.140731645,0.004882814,0.045275377
DDX19A,1532.513786,0.150010245,0.068871265,0.004920109,0.045543949
KLC4,725.3896218,-0.184581263,0.092843542,0.004920758,0.045543949
PDK2,934.2674666,-0.204801303,0.108824912,0.004968575,0.045944599
CHTF18,899.3839443,-0.260166522,0.157407254,0.004999169,0.046185399
EARS2,538.5760192,0.174150579,0.085840596,0.005018197,0.046289642
ATP11B,1773.442543,0.16190722,0.077214325,0.005019579,0.046289642
COG2,1137.710489,0.199907581,0.105850163,0.005029239,0.046317611
ZNF574,493.5845015,-0.200711922,0.105901304,0.005033255,0.046317611
GARS1,5402.325554,0.169025176,0.082146169,0.00503631,0.046317611
EPN1,4088.606211,-0.161309045,0.07631476,0.005060999,0.046502512
ADAM9,11377.34502,0.128755726,0.056108126,0.0050862,0.046689405
AXIN1,1381.89583,-0.194630284,0.101468533,0.005090544,0.046689405
HINT3,1363.701172,0.152468236,0.0709951,0.005098253,0.046703786
RNASET2,3881.234785,-0.123399519,0.052987901,0.005102709,0.046703786
KIAA0040,194.8318329,0.317102278,0.22819444,0.005108099,NA
ACADVL,10198.98351,-0.169230773,0.083299748,0.005110489,0.046703786
RASSF7,637.3055828,-0.18009622,0.090224308,0.005110529,0.046703786
TUT1,657.031503,-0.197185653,0.103636032,0.005116484,0.046716121
ARHGAP11A,897.8213487,0.262118662,0.166224976,0.00512828,0.046781721
CNPY3,5282.584036,-0.123622959,0.053376718,0.005133264,0.04678511
ASDURF,6.538444429,0.012134865,0.082716887,0.005142312,NA
CSAD,413.361651,-0.205278117,0.111769979,0.005149001,0.046884285
PRELID3A,441.8220945,-0.195811348,0.102828533,0.005156757,0.046884285
NR1H2,2334.027533,-0.123913199,0.053283394,0.005158011,0.046884285
ZNF644,1049.627043,0.17009056,0.083341525,0.005163811,0.046894987
PTCRA,315.0290582,-0.229058127,0.13109608,0.005183206,0.047026179
TRIP6,1400.000885,-0.127310205,0.05535949,0.005187529,0.047026179
SNX18,3376.67273,-0.202221582,0.105219263,0.00521559,0.047238344
CD151,4703.116757,-0.12977459,0.056900305,0.005233294,0.047305311
ALDH1A2,3532.693676,0.173005795,0.085127907,0.005237717,0.047305311
BICRAL,736.9385938,0.155966152,0.073699317,0.005240194,0.047305311
SCAMP4,3178.104017,-0.154326036,0.07220362,0.005244929,0.047305311
MBIP,416.8539892,0.198669459,0.106804537,0.005246301,0.047305311
SOCS4,761.8350549,0.243872209,0.14742617,0.005259385,0.047381172
DLG4,1630.914817,-0.187643294,0.095855845,0.005293118,0.047497389
YWHAG,8694.33521,0.127693107,0.055947178,0.005293423,0.047497389
YIPF2,1490.961634,-0.168015114,0.085145046,0.00529536,0.047497389
IRF5,4597.048327,-0.164329997,0.079873246,0.005296762,0.047497389
FAM110A,680.6115321,-0.197597333,0.104809991,0.005298554,0.047497389
TAFAZZIN,1024.133474,-0.17392974,0.086509429,0.005300379,0.047497389
IST1,4301.801599,-0.108268988,0.045082982,0.005313352,0.04754228
DALRD3,678.9926811,-0.181071878,0.091916424,0.005314762,0.04754228
ATG16L2,2199.165486,-0.191572146,0.100162168,0.005322373,0.047568413
GPX4,7582.542869,-0.137703361,0.059434887,0.005336205,0.047650054
NRAS,3050.142919,0.135232798,0.059981502,0.005356349,0.047787871
WASH8P,721.7598501,-0.191685497,0.100828513,0.005363768,0.047812004
NAPA,5193.341313,-0.125220956,0.054483301,0.005393494,0.048034766
RCN2,819.5267308,0.183163336,0.094457144,0.005410139,0.048140744
BAZ1A,2431.71262,0.190214757,0.100274562,0.005433867,0.04821641
ZNF770,960.2611925,0.160252776,0.077511529,0.005436876,0.04821641
CEBPD,535.2328154,-0.185598735,0.095937877,0.005439597,0.04821641
NFAM1,4738.422881,-0.152483753,0.071834787,0.005441486,0.04821641
CRTAP,4419.728259,-0.122590218,0.053645381,0.005442408,0.04821641
TRMT2A,1845.350452,-0.171157832,0.084979935,0.005448708,0.048230097
EFR3A,4635.768203,0.131754923,0.058891928,0.005465162,0.048252236
FASTK,2274.307365,-0.173981417,0.087343071,0.005469533,0.048252236
HLA-DMB,5071.702525,-0.181268296,0.096619529,0.005469784,0.048252236
BZW2,880.618043,0.165004564,0.08023664,0.00547471,0.048252236
CTBP1,4999.281188,-0.165441926,0.08057151,0.005474992,0.048252236
MIGA2,822.7829442,-0.193413394,0.101801037,0.005494642,0.048383376
EEF1B2,4716.048429,0.156600958,0.074968786,0.005501497,0.048401726
TSSC4,883.9080805,-0.152992287,0.072328674,0.005542744,0.048722354
DHX30,2744.977305,-0.132383468,0.060207225,0.005554034,0.048757348
POLR2J3,2206.830046,-0.143102602,0.065939321,0.005562416,0.048757348
RPS28P7,1531.885931,-0.172207108,0.085940368,0.005562535,0.048757348
COPE,3564.008673,-0.118627201,0.052252382,0.005570408,0.048757348
PTP4A1,2282.935518,0.180484363,0.093162673,0.005570758,0.048757348
SFT2D1,1681.801533,0.132092859,0.060325179,0.005598475,0.048923057
NDUFAF4,394.6327326,0.217320087,0.128379629,0.005599336,0.048923057
ZFR,2981.920377,0.135301286,0.061087467,0.005614236,0.049011022
BLZF1,902.5823719,0.189340263,0.100541082,0.005619468,0.04901452
BMP7,49.54984371,-0.41778619,0.419477201,0.005627834,NA
NPIPB3,2237.138909,-0.143230897,0.066345878,0.005629982,0.049064034
CD46,5664.324101,0.126760027,0.05599373,0.005636855,0.049081767
CALM3,8396.534596,-0.11556747,0.049504437,0.005655693,0.04918898
CD300LF,1233.300015,-0.167831671,0.083362555,0.005661818,0.04918898
WASH7P,675.3794404,-0.25359331,0.159742276,0.005666746,0.04918898
CLSPN,645.2494278,0.18263031,0.095259032,0.005668564,0.04918898
ZNF641,1659.547304,0.17264873,0.087426252,0.005674747,0.049200545
ARHGAP45,5835.446867,-0.16736764,0.080983849,0.005688069,0.049273929
PTOV1,1551.394868,-0.171607759,0.08477102,0.005695023,0.049292078
SLC8B1,3718.115327,-0.145182423,0.068623438,0.005713366,0.049408686
PLAA,1350.272484,0.16872889,0.084725943,0.005741607,0.049610612
ZMIZ2,3833.389669,-0.18118006,0.095724031,0.005748132,0.049615809
TMPO,3222.271472,0.133290181,0.060277777,0.005753802,0.049615809
OSTM1,3272.731017,0.122051701,0.054359508,0.005756882,0.049615809
STIL,490.3649296,0.214617762,0.12383098,0.005762033,0.049618047
SNX2,6177.303186,0.116934021,0.050445756,0.005773142,0.049671549
LINC01145,20.44502076,-0.044114835,0.098778656,0.005818859,NA
ZNF514,487.027375,-0.182474093,0.095678946,0.005824988,0.050027851
RPL27A,11700.16232,0.166109214,0.083285864,0.005825058,0.050027851
DHX34,967.3829753,-0.169910859,0.085918477,0.005829349,0.050027851
FCHSD1,1026.761967,-0.182479761,0.095541173,0.00583895,0.050059481
RAVER1,1776.516708,-0.159545537,0.077890663,0.005842905,0.050059481
CXCL16,10594.91424,-0.145570069,0.067942255,0.005858161,0.050147837
VBP1,815.0564346,0.209900017,0.118599703,0.005865272,0.050166376
NDRG1,1613.415075,-0.239705941,0.146596963,0.005887687,0.050246647
IBTK,2412.391304,0.152942532,0.073151303,0.005896747,0.050246647
SLC12A7,3534.013984,-0.164963227,0.083507588,0.005900304,0.050246647
RBM42,2781.872498,-0.160676731,0.07845241,0.005903935,0.050246647
ASNSD1,638.0094265,0.179462063,0.093614855,0.005906812,0.050246647
LYPLA2,1679.310673,-0.133711164,0.061033542,0.00590782,0.050246647
CBX6,3273.128016,-0.148441588,0.070611823,0.005911403,0.050246647
WTAP,2246.503529,0.133236058,0.059829819,0.005914284,0.050246647
NUP42,964.9210664,0.150358781,0.071876914,0.005923254,0.050250604
SS18L1,635.4208745,-0.189301301,0.101413498,0.005924657,0.050250604
SLC38A10,4895.303214,-0.152744225,0.073348518,0.00595093,0.050431271
TMEM161A,478.8136967,-0.213334623,0.122665403,0.00596897,0.050511443
ZMYND15,884.5732719,-0.177537218,0.092155287,0.005974358,0.050511443
TTC33,324.4279728,0.231013747,0.141351912,0.005975328,0.050511443
KCNAB2,6401.194612,-0.144779002,0.068361436,0.005981559,0.050522014
NUS1,2748.961418,0.144618674,0.068179549,0.005988163,0.050535713
SPINT1,3842.109677,-0.121133487,0.052923617,0.005994272,0.05054522
C18orf32,603.2251597,0.254714001,0.169282766,0.006000711,0.050557483
FCF1,1276.953761,0.145919226,0.069109229,0.006029011,0.050753765
CRAT,559.3460594,-0.20127348,0.112293626,0.006040084,0.050804818
ATAD2,1286.009925,0.173703204,0.085111745,0.006048742,0.050807428
UBE2Q2,1108.48328,0.18727193,0.09997246,0.006050411,0.050807428
ID3,2760.058503,-0.181409279,0.097228719,0.006066624,0.050901433
LMBRD2,941.1472452,0.216982317,0.128645581,0.006072348,0.050907351
SNAPC2,467.3714449,-0.213079117,0.123291052,0.00607955,0.050915192
PADI2,1147.110513,-0.255607149,0.167038063,0.006083321,0.050915192
AP2A1,4312.740038,-0.176046558,0.091592503,0.006095943,0.050978766
SLC22A18,842.9700612,-0.190241932,0.101496843,0.006110657,0.051027003
MIDN,1677.52582,-0.18972914,0.102841267,0.006111771,0.051027003
RBL1,520.3383636,0.201672597,0.113381373,0.006121126,0.051031461
LILRA6,882.9929172,-0.167354223,0.083311123,0.006122367,0.051031461
DNAH14,108.7274027,0.298416735,0.229496623,0.006142384,NA
RPS6KA1,9165.453295,-0.117462593,0.050811416,0.006148809,0.051209789
SUMO2,4424.652045,0.139791425,0.064533431,0.00616508,0.051303173
LDAH,647.6891034,0.200216464,0.110337248,0.006185882,0.05143409
RAPH1,2227.748826,0.164433104,0.083033468,0.006194151,0.051460662
CCDC47,3358.38547,0.143643254,0.06799774,0.006208219,0.051535332
ETV5,2902.536757,0.150677534,0.073083039,0.006214893,0.051547812
NR2F6,1153.857418,-0.156179277,0.076955128,0.006221457,0.051547812
TLR1,1557.975752,0.168418363,0.085581259,0.006235697,0.051547812
ACRBP,127.0270566,-0.290954992,0.214981081,0.00623877,NA
ABHD4,1319.53556,-0.154793876,0.075763138,0.006245874,0.051547812
LIAS,368.8981943,0.219415895,0.132164896,0.006248575,0.051547812
MTA1,2457.517166,-0.206430381,0.119783321,0.006248615,0.051547812
ABCE1,3000.989334,0.149881969,0.072482883,0.00624916,0.051547812
TOPORS,799.8256193,0.162723827,0.08179353,0.006254032,0.051547812
OSBPL9,1976.752933,0.128908392,0.058664473,0.006255457,0.051547812
SLC12A5,434.5751829,-0.187843306,0.102063301,0.006281716,0.05171588
ZHX2,469.9384316,-0.186862249,0.101167913,0.006286049,0.05171588
NRGN,669.8471991,-0.190446676,0.104366907,0.006312245,0.051825184
TRIAP1,734.7915747,0.184753824,0.100051586,0.00632115,0.051825184
ZMPSTE24,2308.91475,0.13880082,0.065487094,0.006321772,0.051825184
TBKBP1,738.8605048,-0.206720885,0.118830485,0.006322335,0.051825184
PTPN13,1202.928707,0.204353336,0.118261478,0.006327253,0.051825184
ACO2,5994.245766,-0.115411791,0.050328746,0.006329988,0.051825184
RRM2B,2018.775375,0.154929254,0.077722179,0.006351497,0.05195934
COX4I1,7833.315985,0.143750651,0.076337414,0.006358894,0.051977934
NOP58,1329.446048,0.162603429,0.082118467,0.006364807,0.051984379
PARVG,4784.212633,-0.118946775,0.052510137,0.006373354,0.052012308
ASPSCR1,1147.9394,-0.172046822,0.089031743,0.006389439,0.052101663
DDX51,638.6067068,-0.209228951,0.121471366,0.006411538,0.052239871
CD44,16677.15104,0.139242938,0.065048817,0.006425216,0.052309299
CCT6A,4018.297231,0.143059438,0.06803602,0.006431557,0.052318935
NCAPG,1242.609351,0.136208995,0.063638919,0.006440508,0.052346038
ATG7,2577.316816,-0.110722332,0.047793712,0.006445209,0.052346038
TATDN1,348.6260411,0.216153375,0.130010678,0.006451402,0.052354414
DDTL,22.70642931,-0.037748137,0.093933292,0.00648363,NA
PPP1CA,7223.817117,-0.114260667,0.050383033,0.006495302,0.052668539
DVL3,5295.70505,-0.170090995,0.088228943,0.006536897,0.052963486
ERCC8,344.3441086,0.199607749,0.115599253,0.006546935,0.053002482
CFAP20,466.1296583,0.19259643,0.108175673,0.006561761,0.05308015
ZFPM1,238.4071664,-0.311530528,0.255888685,0.006575718,0.053150664
CACNA1D,73.32415343,-0.345708656,0.331449858,0.006586252,NA
PSMA4,3391.523754,0.164956578,0.085020123,0.006630998,0.05353878
RPL22L1,623.5554428,0.238826752,0.158253301,0.006634291,0.05353878
C10orf95,79.70561126,-0.30475527,0.250836442,0.006636814,NA
PCDHGC3,2928.632154,-0.154774091,0.076963346,0.006654509,0.053659252
XRN1,1805.339255,0.2071974,0.124457231,0.006689706,0.053832806
CCAR1,3083.242621,0.113015933,0.049436634,0.006690012,0.053832806
DCUN1D5,882.335964,0.1605303,0.08176173,0.006691953,0.053832806
MBNL3,800.7427507,0.182335533,0.099605075,0.006706942,0.053872136
SNAPC4,859.7419625,-0.173719181,0.091653648,0.006707463,0.053872136
NPEPL1,1524.881215,-0.160189444,0.081045176,0.006728148,0.053995519
IDH1,9695.239072,0.114808672,0.050650537,0.006740482,0.054046414
ME2,3759.964279,0.154618255,0.077272493,0.006749446,0.054046414
HSP90AA1,20594.41843,0.150139874,0.073733749,0.006750474,0.054046414
NELFB,2571.993246,-0.111115941,0.04841431,0.00677323,0.054185841
STRN,1605.603776,0.194874743,0.111835895,0.006779169,0.054190613
CYTH3,2544.404724,-0.191958256,0.107202997,0.006802374,0.05430891
SUCNR1,2000.233024,0.162107346,0.083240779,0.006804675,0.05430891
LDHB,9813.786221,0.140782175,0.067408145,0.00681942,0.054344621
NCKAP5L,2530.504299,-0.156720154,0.078957379,0.006819864,0.054344621
AKT2,3570.803539,-0.138628501,0.0691398,0.006830463,0.054386355
WDR90,808.6242143,-0.226821738,0.144021004,0.00685031,0.054501603
WDFY4,7588.194483,-0.123112523,0.055701446,0.006862194,0.054553365
MATR3,4896.650104,0.134999447,0.06356302,0.006869056,0.054565153
ACAP3,1605.093766,-0.213231713,0.129434049,0.006881737,0.054584193
CWC15,933.1598072,0.146157635,0.071343551,0.006882214,0.054584193
RPS29,4621.834997,0.166974466,0.077792053,0.006896694,0.054656301
LTN1,834.6540899,0.200135954,0.11504931,0.006906472,0.054691067
SGO2,391.3102105,0.206798689,0.124322504,0.006913286,0.054702318
XRCC2,169.199068,0.262574083,0.193194286,0.006944443,NA
MTPN,6730.405122,0.120701154,0.054460133,0.006949217,0.054933164
LYRM2,1482.113464,0.178861493,0.097747136,0.006953291,0.054933164
PIF1,307.3717083,-0.208227088,0.125476796,0.006959305,0.054937892
MPHOSPH9,606.033096,0.178464067,0.097397021,0.006966443,0.054951475
TRDMT1,222.1140152,0.273122015,0.218464559,0.006988016,0.055078818
CRLS1,1155.063624,0.15179752,0.075794758,0.006995637,0.055085512
ITPA,1868.057754,-0.121020513,0.0545342,0.006999726,0.055085512
FNTB,471.7883158,-0.208571643,0.126242751,0.007027385,0.055260302
NUDT5,1697.888467,0.156182755,0.079368984,0.007054495,0.055430517
ACTR3,13913.09334,0.100892588,0.043592707,0.007069271,0.055470314
NRM,407.0459706,-0.189691117,0.110392885,0.007070496,0.055470314
FZD7,187.012563,-0.244485489,0.16760486,0.007080948,NA
TBC1D9B,6035.270199,-0.149515414,0.074687666,0.007124218,0.055848581
NOC4L,726.8603501,-0.155622222,0.079397156,0.007138704,0.055871684
SNRPG,1167.038169,0.161134741,0.083607622,0.007142811,0.055871684
ENGASE,1266.825812,-0.196663853,0.115055038,0.007143688,0.055871684
VPS8,1581.879526,0.162864621,0.08499887,0.007161554,0.055968265
APH1B,951.8592414,-0.185448354,0.102607435,0.007168566,0.055979937
RSL1D1,3130.406265,0.143062253,0.069998116,0.007181204,0.056035483
UBLCP1,1090.963117,0.19182977,0.111346429,0.007198156,0.056047657
CERS6,1989.580302,0.129085531,0.060170219,0.007199288,0.056047657
RUNDC1,861.9265024,-0.156124202,0.078849756,0.007199339,0.056047657
SLC25A35,418.3389225,-0.189054698,0.10820891,0.007217111,0.056142923
GSTCD,347.5639173,0.225415867,0.147824528,0.00723037,0.05620297
UGGT2,532.657291,0.205248079,0.125109495,0.007241813,0.056248815
MSANTD3,577.9985301,0.197892505,0.11781414,0.007249886,0.056268432
TMOD3,2230.440295,0.144919709,0.070697451,0.007272933,0.056401093
NUDT15,295.8226085,0.198296148,0.116457272,0.00728258,0.056401093
DAGLB,1509.240761,-0.164009578,0.08592329,0.007283659,0.056401093
GCHFR,2738.219509,-0.175225676,0.095346235,0.007296625,0.056458402
CDS2,3420.048326,-0.144036085,0.073415234,0.007305602,0.056484775
SIGLEC5,834.5266503,-0.170241875,0.091284272,0.007332087,0.056638265
PQBP1,1367.018998,-0.154647069,0.078879751,0.007336621,0.056638265
SFMBT2,3236.409704,0.14462626,0.07006338,0.007342214,0.056638342
S100A4,12147.91583,0.150221744,0.075671434,0.007352074,0.056667586
LRRFIP2,882.3373257,0.157722902,0.081539037,0.007357178,0.056667586
CREBL2,4231.395809,0.127505311,0.05943569,0.007375159,0.056762982
HNRNPA3,8434.374648,0.147209327,0.07350762,0.007393265,0.05684448
NOL7,1690.34921,0.145587821,0.071121428,0.007396955,0.05684448
CLCN7,11693.37035,-0.165141795,0.094578079,0.007406758,0.056876724
TIPRL,1014.108,0.164753309,0.087466259,0.007429408,0.057007501
CMTM3,6615.096576,-0.108926076,0.047115922,0.007440793,0.057027336
RNF166,2916.541785,-0.179533074,0.099802845,0.007443237,0.057027336
PCDHGB7,373.3085022,-0.204553634,0.124698273,0.007467571,0.057170598
HMGN4,1246.056635,0.196825629,0.118811289,0.007481362,0.057199718
DPH7,455.7026687,-0.185056393,0.105335841,0.007487953,0.057199718
CCDC50,1841.978455,0.129010368,0.060755111,0.007488509,0.057199718
BRWD1,1662.469749,0.139821188,0.067273584,0.00749393,0.057199718
MAP3K20,582.9209286,0.177096777,0.098522878,0.007510501,0.057283101
MAT2B,2609.920349,0.129758498,0.061246629,0.007530009,0.057388737
PLVAP,35.73932912,-0.072946639,0.133127467,0.007532356,NA
CCDC9,614.9695376,-0.195501749,0.11596554,0.007542607,0.057441596
TRMT6,556.1761511,0.184800313,0.106467351,0.007561679,0.057508591
CEBPA,15072.0668,-0.194196605,0.122128154,0.007563992,0.057508591
KIN,483.617994,0.239982246,0.172893096,0.007572447,0.057508591
BLOC1S2,2169.562401,0.176659144,0.098578114,0.007576468,0.057508591
CYB5R4,1334.423329,0.155829718,0.080608288,0.00757975,0.057508591
CTU1,297.6638301,-0.199192365,0.12022386,0.007585534,0.057509457
CEACAM21,104.1182327,-0.275530298,0.228566127,0.007608355,NA
RECQL5,716.6051234,-0.166432162,0.088928637,0.007618334,0.057672713
RPL17,10258.17518,0.138105067,0.067773752,0.0076239,0.057672713
IP6K1,1929.077167,-0.152618966,0.076106992,0.007624123,0.057672713
CD164,17895.75723,0.120207617,0.055555086,0.007671552,0.057988247
CMTM4,194.5508647,0.249812938,0.189216432,0.007695127,NA
SRGAP2C,866.953957,0.221569826,0.146114053,0.007712936,0.058131727
CMAS,1358.347971,0.135580931,0.065675196,0.007713272,0.058131727
SCAF1,3998.638711,-0.19071128,0.112141077,0.007714283,0.058131727
SLC35C1,1051.671326,-0.142662368,0.070459012,0.007715258,0.058131727
MRM2,1197.630669,0.135116397,0.065415026,0.007720834,0.058131727
TBL1X,358.3210517,0.204949962,0.1278869,0.007724918,0.058131727
LIMK1,10249.56384,-0.133866598,0.064403675,0.007749555,0.058273897
DAGLA,1543.66913,-0.18938073,0.108658641,0.007759715,0.058282954
MTCO1P12,251.0600316,-0.286403848,0.254116158,0.007762251,0.058282954
CDV3,7329.230915,0.105068075,0.045768355,0.007770239,0.058299779
PBX1,36.67520595,0.054538259,0.108385515,0.007779371,NA
FLII,9974.000564,-0.139057257,0.068041373,0.007784351,0.058342581
GRK3,3060.806396,0.113006101,0.050869514,0.007799745,0.058342581
AP3M1,1779.875035,0.129284338,0.061396917,0.007809523,0.058342581
SCOC,731.4315443,0.22710274,0.156711667,0.007810946,0.058342581
SLCO2B1,26678.30265,-0.184335303,0.101412351,0.007813539,0.058342581
ECPAS,3883.889827,0.117144906,0.054653839,0.007814244,0.058342581
MAPK8IP3,2806.252879,-0.195575386,0.111889841,0.007816203,0.058342581
SUB1,1795.930711,0.177640569,0.100653605,0.007836702,0.058452579
VKORC1,2063.584863,-0.108117851,0.048205659,0.007846795,0.058484854
LSM14A,2908.719007,0.1377609,0.067013042,0.007876085,0.058660063
CEP170,4363.451166,0.113939258,0.051560269,0.007888397,0.058708655
PRKCSH,6961.745042,-0.141785058,0.070933273,0.007934484,0.059008361
REPS1,891.8274356,0.154414635,0.080727172,0.007949372,0.059043065
LTBR,3135.676243,-0.1351282,0.065644402,0.007950791,0.059043065
RNF31,1962.829334,-0.13945834,0.0692923,0.007969386,0.059137861
TMED5,4565.723181,0.133118118,0.063665639,0.00799044,0.059250749
DMXL2,8011.270592,0.110265917,0.049601715,0.008004562,0.05929741
EXOSC9,569.3520384,0.168398574,0.092577282,0.008011462,0.05929741
PLAU,2621.20758,0.144717122,0.072947264,0.008014269,0.05929741
CTNNBIP1,572.6513078,-0.185975513,0.108655714,0.008022014,0.059311452
FAM3A,759.7771929,-0.174776267,0.098741153,0.008063113,0.059571903
SETD1A,1497.843985,-0.158853744,0.084011563,0.008077016,0.05958955
SYPL1,1436.071541,0.158818371,0.084455172,0.008077914,0.05958955
MPST,1374.359421,-0.150567812,0.077505039,0.008084492,0.05958955
RPAP1,877.3260172,-0.217710447,0.144084969,0.008088999,0.05958955
LONP1,8946.966382,-0.117601331,0.054046402,0.008121313,0.059784181
CCNG1,2021.754496,0.165416033,0.090458893,0.008131261,0.059813868
AIMP1,1205.632095,0.134334289,0.065488931,0.008137139,0.059813868
MFSD2A,358.4963803,-0.204913067,0.130529241,0.008174855,0.060047595
LYPLAL1,743.4084334,0.191939762,0.116682332,0.008195062,0.060152464
RPS24,9552.929681,0.183266434,0.103519335,0.008229919,0.060322703
BCL10,795.5960081,0.174196872,0.098900335,0.008230148,0.060322703
FBXL5,1894.856505,0.122991399,0.05785073,0.008255591,0.060440484
SLC30A9,1689.366102,0.147322011,0.074815221,0.008258134,0.060440484
SUPT4H1,2292.139778,0.179327553,0.107145761,0.008274066,0.060513426
CRBN,615.3564403,0.171519959,0.096449119,0.00828729,0.060566478
OGFR,6027.66791,-0.119168096,0.055303521,0.008319345,0.06075697
NME7,265.8149738,0.213631211,0.143770274,0.008355473,0.060976916
BBS7,201.772414,0.278449585,0.290943697,0.008381489,NA
BAG5,1233.699045,0.125810058,0.059923575,0.008386522,0.061157399
PTPN12,5263.024493,0.165394688,0.091190448,0.008394728,0.061157399
SNX24,1130.146215,0.172615274,0.097680806,0.008405601,0.061157399
URM1,1672.828884,-0.151056621,0.078671937,0.008407361,0.061157399
CCDC120,227.6912225,-0.256113278,0.203634735,0.008410348,0.061157399
GTF2F2,685.9439276,0.198720218,0.126304121,0.008428496,0.061197324
MTHFD1,2426.292971,0.134209657,0.065899776,0.00843364,0.061197324
TBC1D10A,982.346926,-0.14395848,0.072847322,0.008441812,0.061197324
