,baseMean,log2FoldChange,lfcSE,pvalue,padj
PALLD,4429.498317,-0.206836633,0.05122482,9.53E-06,0.000336658
GPAA1,2972.675856,-0.266646013,0.067578498,9.59E-06,0.000337764
TMPO,3222.271472,0.240216641,0.060373167,9.68E-06,0.000339945
NHP2,1087.674303,0.263521305,0.066346104,1.00E-05,0.000350487
HSPE1,1418.501944,0.403762579,0.107205497,1.01E-05,0.000351908
SERPINB9,561.6394008,0.473887733,0.126648212,1.04E-05,0.000363629
IL1B,627.9550911,0.932290537,0.256565342,1.05E-05,0.000363712
SLC19A1,1573.980815,-0.325108518,0.084379772,1.05E-05,0.000363712
CXCL5,230.6001617,1.48454135,0.414654028,1.06E-05,0.000364276
PRAM1,4561.997339,-0.34026814,0.088846067,1.06E-05,0.000364276
TPST2,1587.225865,-0.32352019,0.084068204,1.07E-05,0.000368693
FXYD5,5118.844075,-0.257502552,0.06611787,1.09E-05,0.000374692
CMAS,1358.347971,0.256426748,0.065414711,1.10E-05,0.00037656
TACSTD2,124.234875,0.635914762,0.172431171,1.11E-05,0.00037656
RTN2,634.9013814,-0.304143002,0.078836229,1.11E-05,0.00037656
MMP12,261.278771,0.678691628,0.185405624,1.11E-05,0.00037656
SYNGR2,7881.227983,-0.196738658,0.048907845,1.12E-05,0.00037656
COL1A1,2932.113196,-0.503335732,0.136162398,1.12E-05,0.00037656
TIFA,363.2028291,-0.448580173,0.119710116,1.12E-05,0.00037656
BLTP3A,2831.660242,-0.220351832,0.055396079,1.13E-05,0.000377958
SMPD1,1066.029654,-0.331684758,0.086790896,1.15E-05,0.000382298
DBN1,265.0460406,0.575710421,0.156463351,1.15E-05,0.000382298
ZNF362,1130.094581,-0.339427956,0.088982993,1.15E-05,0.000382298
CD48,777.7870918,0.46161593,0.123879299,1.15E-05,0.000382298
P3H2,933.9361652,0.798368816,0.220105156,1.15E-05,0.000382304
TRIM22,5700.092491,0.275130544,0.070921283,1.19E-05,0.000391469
PDCD5,796.3926482,0.41464994,0.110909621,1.19E-05,0.000391469
ZER1,1358.128105,-0.318863913,0.083363408,1.19E-05,0.000391469
RAI14,2167.682461,0.425474242,0.114078897,1.19E-05,0.000391469
ARSA,2365.771912,-0.31348481,0.081956949,1.21E-05,0.000394338
EIF4EBP2,5476.293039,-0.20980381,0.052620989,1.22E-05,0.00039739
UBXN6,5318.08853,-0.207878721,0.052265776,1.25E-05,0.000407016
CD226,50.11483176,1.442796113,0.406603395,1.30E-05,0.000420815
TTC7A,6756.774234,-0.289397883,0.075444313,1.30E-05,0.000421967
DUSP5,482.296739,0.354978952,0.094326815,1.31E-05,0.000422778
RHOBTB1,1709.5301,-0.330158892,0.087154763,1.33E-05,0.000428093
MARCHF2,1827.255391,-0.216590069,0.0549396,1.34E-05,0.000429535
SRSF10,2240.995027,0.220603854,0.056209732,1.40E-05,0.000447963
EXOSC8,763.2374323,0.375337478,0.100860103,1.40E-05,0.000448483
GHDC,837.8366031,-0.261563411,0.067672633,1.41E-05,0.000450101
LYNX1,901.9371687,-0.542627764,0.148937618,1.43E-05,0.000455703
TUBB,19057.36014,0.22493968,0.057611418,1.47E-05,0.000465033
PIPOX,281.8539885,-0.509965978,0.139814682,1.47E-05,0.000465385
KCTD20,2658.87484,0.226966735,0.058237671,1.48E-05,0.000468118
EMP1,7855.222517,0.302759897,0.080272149,1.50E-05,0.000472627
CPVL,3138.642741,-0.246089395,0.063863085,1.51E-05,0.000473748
TXN,2025.923616,0.380320038,0.103673787,1.51E-05,0.000474402
GPR108,2260.414985,-0.219973207,0.056276166,1.52E-05,0.000475625
PDK2,934.2674666,-0.382800082,0.103234742,1.53E-05,0.000475625
ARL11,875.2321254,0.379895123,0.102740545,1.53E-05,0.000476512
TNF,78.39373397,0.836907045,0.234428225,1.54E-05,0.000477526
ACSL5,585.9220141,0.349785824,0.094099206,1.57E-05,0.00048533
NEU1,4081.837718,-0.208125948,0.053020905,1.57E-05,0.00048533
MSMO1,593.8177741,0.473365002,0.130168688,1.58E-05,0.000487913
DCTPP1,1138.0481,0.262216341,0.068654231,1.59E-05,0.000489807
KHDRBS3,326.5531332,0.607233099,0.16998535,1.64E-05,0.000503699
LRPAP1,8891.224353,-0.199710412,0.05083812,1.69E-05,0.000516425
CORO1B,8550.546518,-0.227698587,0.058896374,1.72E-05,0.000524971
UAP1L1,3797.221206,-0.296123305,0.078895389,1.74E-05,0.000529653
ZDHHC24,982.8423336,-0.319507362,0.085738704,1.76E-05,0.000534169
NDUFS7,2693.488415,-0.233126451,0.060788943,1.77E-05,0.00053536
RAB11B,3562.747511,-0.266109538,0.070192682,1.77E-05,0.000536082
POLR1C,543.573683,0.34120196,0.092318711,1.78E-05,0.000537084
BRIX1,500.0809847,0.379581241,0.103765812,1.80E-05,0.000538743
TNFAIP8L1,1068.259398,-0.273687863,0.072459456,1.80E-05,0.000538743
CRYBB1,339.0481586,-0.410049669,0.11254449,1.81E-05,0.000539178
INF2,3559.400344,-0.313096826,0.084530899,1.81E-05,0.000539178
ANOS1,2663.314499,-0.246800503,0.064672347,1.81E-05,0.000539178
CDC45,260.2472211,0.462683598,0.128457604,1.82E-05,0.000542443
MAD2L1,687.3396765,0.403926137,0.111245137,1.88E-05,0.000556385
UCHL5,881.2831403,0.313446566,0.08448105,1.89E-05,0.000557105
USF2,8903.394154,-0.204201914,0.052640303,1.89E-05,0.000557105
SLC7A8,3075.789312,-0.243797914,0.063942245,1.89E-05,0.000557105
OTUD6B,473.968865,0.392377288,0.108088088,1.90E-05,0.000559226
IER5L,4261.633809,-0.415216943,0.114444652,1.92E-05,0.000561121
APOE,274280.3471,-0.18919643,0.048283632,1.92E-05,0.000561121
SDCCAG8,1981.675306,0.262391219,0.069591823,1.94E-05,0.000564494
HSPA9,11671.04803,0.248170022,0.065465938,1.94E-05,0.000564494
UHRF1,1034.18479,0.337995297,0.091144412,1.94E-05,0.000564494
GFOD1,1018.242052,0.268093003,0.071380978,1.97E-05,0.000569777
ITGA9,406.1909541,-0.588097005,0.165489913,1.97E-05,0.000569777
SLC9B2,183.1974446,0.581684878,0.165131986,1.97E-05,0.000569777
CLEC11A,3132.189796,-0.207402423,0.053610885,2.00E-05,0.000575178
TNFRSF10A,222.5490646,0.655407238,0.186880552,2.01E-05,0.000577403
LILRA5,297.439535,0.488980778,0.137508457,2.06E-05,0.000591773
NOP58,1329.446048,0.296660801,0.080176227,2.10E-05,0.000601124
DYNC1LI2,3445.836458,0.196468154,0.050701132,2.11E-05,0.000602274
ABTB1,1034.051605,-0.355473714,0.097546006,2.12E-05,0.000602274
NCKAP1L,16765.6159,-0.173589563,0.044286872,2.14E-05,0.000607607
TEX264,1668.975311,-0.250124263,0.066359367,2.14E-05,0.000607644
FAM174C,1413.241064,-0.262581437,0.070102544,2.16E-05,0.000611997
MMP9,22325.4455,0.406282314,0.113451593,2.18E-05,0.000615716
GNL3,1314.821607,0.29534729,0.080094825,2.23E-05,0.000627139
HERC1,3660.293162,-0.306412176,0.083122462,2.24E-05,0.000628073
IARS1,5570.206719,0.309433422,0.084446148,2.25E-05,0.000629995
SOWAHD,627.3742222,-0.299634083,0.080300656,2.28E-05,0.000637191
KIAA0930,18976.051,-0.205791255,0.053632349,2.29E-05,0.000638711
NUPR1,9717.364769,-0.315379289,0.086255784,2.30E-05,0.000638808
EXOG,327.0092492,0.366342551,0.101380235,2.30E-05,0.000638808
RENBP,3234.860936,-0.209488039,0.054858355,2.31E-05,0.000638808
KCNQ3,792.5429747,-0.437529115,0.122762632,2.31E-05,0.000638808
SLC7A5,14035.54641,0.316923563,0.086453407,2.32E-05,0.000640299
SLC25A35,418.3389225,-0.370123848,0.102926183,2.33E-05,0.000642302
TMEM51,2993.508008,-0.208131782,0.054338268,2.40E-05,0.000659456
ST6GAL1,12889.38389,-0.195835323,0.050958495,2.44E-05,0.000666955
GPR137,1011.161577,-0.281705433,0.076495003,2.44E-05,0.000666955
PALM2AKAP2,182.5995347,0.868266384,0.255667025,2.44E-05,0.000666955
RINT1,421.818335,0.332220009,0.091808186,2.46E-05,0.000669384
HDLBP,13825.44371,-0.173231367,0.044463365,2.46E-05,0.000669455
COL23A1,93.664813,-0.657773412,0.189337442,2.49E-05,0.000675901
LRP3,1061.773403,-0.424394724,0.119622394,2.50E-05,0.000676179
ADSS2,1848.367247,0.309427106,0.085215655,2.54E-05,0.000686647
TUBA1C,6756.709006,0.248570425,0.066692353,2.55E-05,0.000686647
EDEM1,2808.208601,0.277259042,0.075377804,2.59E-05,0.000696793
ARID5A,2909.168156,-0.24813164,0.066814326,2.59E-05,0.000696793
TJP2,351.384426,-0.410151691,0.115827574,2.63E-05,0.000705421
PTPN13,1202.928707,0.39077606,0.110308867,2.64E-05,0.000706142
UCK2,1008.934996,0.432277676,0.123087212,2.65E-05,0.000706407
NUP214,1793.336741,-0.441909161,0.125453879,2.65E-05,0.000706407
DYRK1B,452.3327108,-0.413991229,0.117015189,2.66E-05,0.000706407
PSMC3,3294.21219,0.224860667,0.059900401,2.67E-05,0.000708038
DPH1,1067.768639,-0.348437294,0.097135389,2.68E-05,0.00071057
CCL4L2,131.0420943,0.668715797,0.194975076,2.70E-05,0.000713367
FTH1,182568.4966,-0.180183179,0.048445913,2.74E-05,0.000723215
CCL5,788.3875405,0.435443178,0.124388064,2.77E-05,0.000728293
SGPP1,3813.098055,-0.179940383,0.046916132,2.85E-05,0.00074725
FKBP8,7286.195127,-0.19855354,0.052298882,2.87E-05,0.000751628
ITGB2,74214.03532,-0.197720005,0.052077221,2.90E-05,0.000757178
EHMT2,1896.876011,-0.282541684,0.078821946,2.92E-05,0.000762543
RPS6KA1,9165.453295,-0.195294516,0.051367614,2.93E-05,0.000763665
ACP5,24371.16167,-0.212885823,0.056865367,2.96E-05,0.000767411
A2M,53910.95086,-0.22469079,0.060696415,2.96E-05,0.000767411
USP30,574.9388459,-0.435726212,0.124583695,2.97E-05,0.000767411
ARF6,5355.134178,0.159200703,0.041031733,3.00E-05,0.000775959
PDK4,388.9109732,-1.310378296,0.388064779,3.04E-05,0.000783944
CEACAM21,104.1182327,-0.628760593,0.184019198,3.05E-05,0.000784752
RCN1,2545.421153,0.244922869,0.066465683,3.06E-05,0.000785376
XYLT1,1254.687868,-0.383236037,0.108823344,3.07E-05,0.000786266
CNPY3,5282.584036,-0.20259753,0.053785174,3.07E-05,0.000786266
MDK,345.3286362,-0.372611884,0.105749344,3.14E-05,0.00080147
ARID5B,1026.050898,-0.302990101,0.084432912,3.18E-05,0.000808247
RILPL2,2000.365331,0.200380035,0.053260008,3.18E-05,0.000808247
COL5A3,221.0950017,0.616092326,0.182121182,3.20E-05,0.000811354
TSEN15,987.5640223,0.262561263,0.072212717,3.22E-05,0.000814667
SEMA4D,4693.653247,0.293841728,0.082220363,3.40E-05,0.000858354
RYR1,60.38838928,-1.480938141,0.445902675,3.41E-05,0.000858354
TRMT6,556.1761511,0.353064208,0.100709298,3.41E-05,0.000858354
YWHAZ,15718.86502,0.188456745,0.050084087,3.47E-05,0.000872367
CRABP2,1909.479511,0.243155475,0.066608664,3.51E-05,0.000878687
CCL4,181.782863,0.673681011,0.201374156,3.52E-05,0.000880163
RAB21,2180.481156,0.220021138,0.05957651,3.55E-05,0.000887667
CCT2,2495.359187,0.249934024,0.068835441,3.56E-05,0.000888202
FAM110B,316.2261428,-0.38719369,0.111608578,3.60E-05,0.000894847
ZNF385A,8824.936159,-0.209262309,0.056345722,3.61E-05,0.000896571
EIF4E,2088.795717,0.266999135,0.074664473,3.64E-05,0.000901413
LDB1,4199.042475,-0.282860889,0.079537663,3.71E-05,0.000916393
RNF130,5778.866399,-0.178510585,0.04713298,3.72E-05,0.000919141
SEZ6L2,868.8939723,-0.269889533,0.075196794,3.76E-05,0.000926827
PHETA1,1087.871808,-0.259084467,0.071956366,3.83E-05,0.000942311
SERINC2,862.5704987,-0.266440247,0.074275461,3.86E-05,0.000946139
AP1S2,2550.563927,0.388183962,0.112933546,3.89E-05,0.00095231
CPTP,665.8101173,-0.280499474,0.078713357,3.90E-05,0.00095231
BAZ1B,4172.571274,0.16791882,0.044294976,3.92E-05,0.000954261
TASL,1008.828825,-0.245049027,0.06781018,3.92E-05,0.000954261
PABPC1,40763.07896,-0.168183579,0.044998877,3.95E-05,0.000960815
PACS2,2381.00369,-0.211204785,0.05736072,4.01E-05,0.000971801
CMTM7,1105.515377,-0.262440243,0.07328822,4.06E-05,0.000983498
KCNMB1,503.1022177,0.377707841,0.110004478,4.08E-05,0.000986322
CDK2AP2,1330.461628,-0.276060008,0.077597206,4.10E-05,0.000988276
MMP24OS,1965.993155,-0.319954398,0.090541359,4.12E-05,0.0009912
DUSP3,4361.907145,-0.179384735,0.047786124,4.13E-05,0.0009912
PLOD1,7155.484205,-0.214817239,0.058811195,4.13E-05,0.0009912
MVB12A,961.2615408,-0.243630797,0.067478634,4.15E-05,0.000993336
UFM1,2044.581517,0.264096868,0.074109896,4.17E-05,0.000995618
DNAJC4,1066.438294,-0.296480602,0.084299515,4.20E-05,0.001002261
HNRNPDL,6308.593388,0.251583615,0.070269853,4.27E-05,0.001015967
USP10,2165.237721,0.253337184,0.070318824,4.28E-05,0.001015967
SPTBN2,337.2043814,-0.678838654,0.205368195,4.28E-05,0.001016291
VAT1,15050.19316,-0.181051818,0.049376502,4.36E-05,0.001033248
NIT2,957.1279821,0.251655773,0.070308377,4.38E-05,0.001035143
OTUD5,2517.429601,-0.206554133,0.056372361,4.47E-05,0.001055127
TUBE1,301.6901889,0.412444241,0.121978368,4.48E-05,0.001055127
BLOC1S3,692.3994892,-0.344066296,0.099823576,4.49E-05,0.001056168
TSC22D1,4104.54248,0.201935256,0.054029048,4.58E-05,0.001075538
FTSJ3,1589.339831,0.218978192,0.060427852,4.62E-05,0.001081154
RAN,7115.74697,0.215575314,0.059370226,4.63E-05,0.00108207
B4GALT5,3753.461884,0.200628077,0.054723244,4.72E-05,0.001100905
GARS1,5402.325554,0.280720243,0.080367361,4.73E-05,0.0011014
LRRFIP1,6028.856705,0.179107958,0.048369968,4.76E-05,0.001107035
SNX30,3586.903042,-0.19073979,0.051796255,4.83E-05,0.001120448
CDK6,1250.73352,0.381166321,0.112850484,4.88E-05,0.001129294
GAS7,7278.470344,-0.232401392,0.06447541,4.92E-05,0.001137256
TUBB6,3960.30507,0.274119741,0.078323332,4.94E-05,0.001140726
PSMA6,3905.295712,0.252620955,0.071506939,5.00E-05,0.001151406
GRINA,10492.87587,-0.188467439,0.051354437,5.01E-05,0.001151413
WDTC1,2423.913018,-0.247042397,0.069614459,5.03E-05,0.001154076
RPS6KL1,387.363875,0.421333721,0.126097902,5.04E-05,0.001154076
DOC2A,184.5766355,-0.507791109,0.153685338,5.09E-05,0.001164474
ARPP19,3470.416327,0.193849716,0.053064054,5.16E-05,0.001177997
XPO1,5046.420636,0.219671536,0.061212593,5.22E-05,0.001190653
ERH,2864.761653,0.298299165,0.086478395,5.23E-05,0.001190744
RAB42,2186.020259,-0.292163892,0.084323596,5.31E-05,0.001205841
ATG7,2577.316816,-0.175850881,0.048374922,5.33E-05,0.001207848
STARD4,1096.313657,0.333560827,0.098146005,5.36E-05,0.001212603
FBRS,4459.052159,-0.297276428,0.086079151,5.39E-05,0.001217652
FAM20C,11736.66723,-0.245172699,0.069047545,5.45E-05,0.001228961
KCNE3,1959.235376,-0.255829663,0.072819474,5.46E-05,0.001228961
DUSP4,439.3367616,0.311726945,0.091167174,5.48E-05,0.001230233
DOK3,7052.407522,-0.224112513,0.06332766,5.61E-05,0.001258139
CXCL3,93.21866387,0.969162118,0.305995288,5.62E-05,0.001258139
ZNF697,784.27314,0.316232346,0.092876266,5.66E-05,0.001263023
COQ8A,1455.077601,-0.273927656,0.079051284,5.66E-05,0.001263023
GPR34,4932.917295,-0.286383375,0.083265289,5.68E-05,0.001264021
PLRG1,1240.659727,0.301031162,0.087963428,5.68E-05,0.001264021
HMGB1,7913.442602,0.23582671,0.066872543,5.76E-05,0.001279321
BTF3L4,1915.726754,0.228989502,0.064644585,5.79E-05,0.001281921
IL6R,3219.704726,-0.243894474,0.069377254,5.87E-05,0.001298775
SOX12,1017.434436,-0.264974458,0.076419992,5.96E-05,0.001315991
TADA3,2377.333869,-0.218108568,0.061354538,6.13E-05,0.001351748
MGAT1,18294.70537,-0.271009941,0.078355311,6.16E-05,0.00135494
MIB2,832.1074471,-0.36597429,0.109987362,6.27E-05,0.001377546
PDGFC,1536.671176,-0.215914776,0.06072477,6.28E-05,0.001377903
CYCS,4164.895795,0.292676319,0.085922629,6.32E-05,0.001382929
ATP2C1,3968.928138,0.199644319,0.055547552,6.37E-05,0.001391661
HADH,1264.07974,-0.262352591,0.075979765,6.48E-05,0.001412896
BTD,726.1603988,-0.274640378,0.080065358,6.51E-05,0.001417802
SORBS3,3539.568874,-0.358039243,0.107536381,6.58E-05,0.001430024
RNF135,1789.797897,-0.224844571,0.064127638,6.62E-05,0.00143079
SYNE3,564.6650303,0.348099254,0.104675029,6.62E-05,0.00143079
ATP6AP1,17045.21041,-0.208498518,0.058718797,6.62E-05,0.00143079
EXT2,1968.337398,-0.262006489,0.076330719,6.63E-05,0.00143079
STIM1,2615.553121,-0.198119218,0.055451291,6.80E-05,0.001463604
ASNS,1287.670734,0.326330876,0.097705279,6.80E-05,0.001463604
RPL22L1,623.5554428,0.45170852,0.139871301,6.83E-05,0.001468451
CHST2,956.6208427,0.346110184,0.104429858,6.85E-05,0.001468451
ZNF146,1249.681454,0.355633372,0.108083595,6.86E-05,0.001468451
SYS1,1576.197865,-0.305653458,0.090602326,6.88E-05,0.001469081
AK6,490.4421094,0.312644381,0.093153737,6.88E-05,0.001469081
GALNT2,6163.757922,-0.192376978,0.053836647,6.98E-05,0.001487539
DHX15,2655.973896,0.222851937,0.063205922,7.09E-05,0.001507395
SNX18,3376.67273,-0.335319245,0.100652707,7.11E-05,0.001509458
SLC4A7,1988.964196,0.278072305,0.081983073,7.19E-05,0.001524281
BCKDK,2139.171427,-0.206149455,0.058748723,7.22E-05,0.001529115
ZFP36L2,9645.893762,-0.336798388,0.101375916,7.24E-05,0.001530172
USP12,2242.080123,0.271268306,0.079776953,7.26E-05,0.00153099
S100A10,4342.776203,0.288725563,0.085753587,7.35E-05,0.001547625
CIRBP,4885.745997,0.174563524,0.048403629,7.51E-05,0.001578624
SPNS1,4572.067479,-0.215837134,0.061612384,7.53E-05,0.001579912
NUDT15,295.8226085,0.35521927,0.108432053,7.68E-05,0.001609312
SNRPA1,796.1638231,0.312400978,0.094044626,7.72E-05,0.001614326
MED12,2373.846937,-0.236595929,0.068546726,7.73E-05,0.001614326
HPS1,4377.022299,-0.203332385,0.057786977,7.75E-05,0.001616069
CLSPN,645.2494278,0.305080496,0.091594315,7.77E-05,0.001616069
SLC25A25,563.7801337,0.328997109,0.099700006,7.77E-05,0.001616069
ANTXR1,660.2438472,-0.343532213,0.106083553,8.06E-05,0.001672771
HNRNPR,3778.187486,0.191174756,0.054061561,8.15E-05,0.001689674
INA,120.9217292,0.826531445,0.270373972,8.28E-05,0.001712547
TMEM94,2728.711093,-0.421282391,0.130353338,8.35E-05,0.001723999
ACE,3543.295448,-0.317846459,0.096307856,8.37E-05,0.001725524
KLF16,2013.061426,-0.20500253,0.058503118,8.42E-05,0.001732758
SSB,4019.174647,0.307051751,0.091848782,8.45E-05,0.001737208
ALG12,957.4671595,-0.382469709,0.118378699,8.51E-05,0.001745746
IFRD2,1471.809381,0.202869267,0.058043122,8.58E-05,0.001758424
NOP16,389.2633302,0.341058712,0.105281782,8.61E-05,0.001760372
MAF,5267.764219,-0.20154219,0.057938996,8.64E-05,0.001761803
DGAT1,1419.829491,-0.250051909,0.073632495,8.64E-05,0.001761803
PBXIP1,1893.270378,-0.301949658,0.089615922,8.68E-05,0.00176668
LILRB2,1333.436986,0.264804095,0.078976219,9.02E-05,0.001832775
ZNF444,660.7285708,-0.330955097,0.101594925,9.13E-05,0.001851883
NETO2,762.3916365,0.437566709,0.139193517,9.29E-05,0.001878205
FXYD2,121.2717887,0.793758671,0.262629086,9.29E-05,0.001878205
C3AR1,9072.295858,-0.242295053,0.070937513,9.31E-05,0.001878205
STARD3,2731.534131,-0.243732458,0.071987239,9.31E-05,0.001878205
KCNG1,328.5580583,0.480430348,0.154082541,9.44E-05,0.001898117
RASSF1,1810.264048,0.184921333,0.052371055,9.44E-05,0.001898117
EPHX1,1113.455502,-0.262466072,0.078422244,9.46E-05,0.001898117
MAN2B2,3795.458906,-0.232320425,0.068248929,9.52E-05,0.001907654
ALDH3B1,2293.753439,-0.2158948,0.062462701,9.55E-05,0.001908516
TP53INP2,828.1563936,-0.317577468,0.09703295,9.55E-05,0.001908516
STYXL2,69.4940856,-0.723332137,0.236495112,9.58E-05,0.001911214
WDR7,1333.548319,-0.292565279,0.090825153,9.60E-05,0.001912152
CCT5,4990.504955,0.232996986,0.068572715,9.64E-05,0.001916301
CCL13,1007.928497,0.718169355,0.238173847,9.72E-05,0.001928811
GNPNAT1,668.9942788,0.314425037,0.096407998,9.74E-05,0.001930365
HLA-DPB1,728.9609892,-0.340642253,0.105720226,9.95E-05,0.001969778
CNOT3,1557.249587,-0.243671867,0.072359261,0.000100771,0.001991273
TMOD2,781.2717832,0.258016021,0.077636023,0.000103778,0.002047533
VPS11,2086.213021,-0.202087937,0.059195996,0.000104183,0.002052215
SPDL1,717.5243784,0.297530725,0.091480358,0.000104336,0.002052215
ACOT9,1498.227631,0.223022177,0.065833112,0.000105461,0.002071155
SH3BP5,847.3662666,0.302833814,0.093476171,0.000106287,0.002080184
MANBA,3810.332583,-0.188216062,0.053942368,0.000106374,0.002080184
RAP2B,6604.819565,-0.13761109,0.038001101,0.000106409,0.002080184
PEPD,4570.215415,-0.161590702,0.045672391,0.000109601,0.002139073
NOL11,787.1039928,0.249554838,0.075138725,0.000109756,0.002139073
WDR41,985.1972529,0.254753001,0.077188217,0.000112008,0.002175692
SIDT2,1990.514679,-0.336005243,0.105035805,0.000112042,0.002175692
SLC15A3,18910.65109,-0.171663828,0.051074582,0.000112146,0.002175692
HOMER2,780.8174935,-0.527524254,0.172521718,0.000112721,0.002183544
ACSL3,4045.779061,0.313386849,0.098128173,0.000113246,0.002190399
TBXAS1,4003.115861,-0.226816626,0.067239448,0.000113704,0.002195931
INTS1,5181.057882,-0.276068803,0.084443656,0.000114178,0.002201766
CMTM3,6615.096576,-0.167609177,0.047667459,0.00011463,0.002207144
ACTA2,256.3400439,-0.356463771,0.112860562,0.000114842,0.002207897
CYP27A1,15068.83853,-0.203316111,0.059694962,0.000115939,0.002225651
AGPAT1,1770.828478,-0.220308032,0.065406101,0.000116821,0.002237029
SLC43A2,974.6562306,-0.385156634,0.122998334,0.000116882,0.002237029
MMP2,4485.164036,-0.254817943,0.077467898,0.000118735,0.002269098
ABCD4,2264.648048,-0.164977961,0.046985648,0.000119715,0.002284406
HYPK,780.600258,0.404504452,0.130623581,0.000120439,0.002289347
INSR,478.3697325,-0.467273414,0.15252738,0.000120469,0.002289347
COL7A1,211.391817,0.455004625,0.148734884,0.000120511,0.002289347
SPARC,21565.56189,-0.262081329,0.080082439,0.00012111,0.002297325
PCDH20,107.8570296,-0.56385871,0.187410826,0.000123736,0.002343643
CXCR2,128.2180858,-0.612092029,0.204392555,0.000125106,0.002366091
FRMD4B,1636.436672,0.232409613,0.070028464,0.000125321,0.002366655
STEAP1B,58.85078653,0.823264183,0.27979641,0.00012552,0.002366915
HSD17B14,1264.839837,-0.303965809,0.095089244,0.000126556,0.002380163
CAMK1,6232.12061,-0.262965816,0.080786132,0.000126797,0.002380163
MT-ND1,91006.02716,-0.174819553,0.054332306,0.000127008,0.002380163
GSAP,1514.33704,0.214872452,0.064019147,0.000127097,0.002380163
NSUN2,2387.405225,0.171510968,0.049398234,0.000127153,0.002380163
FAM111B,368.0043166,0.31094542,0.09784431,0.000127372,0.002380779
RTL8C,2276.003529,-0.254480803,0.077816769,0.000128308,0.002394763
BRI3,10899.40658,-0.225441364,0.067656731,0.000128784,0.002399344
TAGLN2,12353.77131,0.19600839,0.057847974,0.000128928,0.002399344
WDR26,5659.334681,-0.22027681,0.06571441,0.000129947,0.002414786
NIBAN2,15399.32658,0.184498917,0.053883565,0.000130925,0.002429427
FAM117A,155.0788531,-0.509897285,0.169491067,0.000131605,0.002438507
NOA1,810.6968984,-0.283241865,0.088034741,0.000132363,0.002449007
SYP,458.1796366,0.335989608,0.10746851,0.000133293,0.002462643
ARHGAP17,3271.648218,-0.186521111,0.054617125,0.000135592,0.002501513
CAT,2671.082039,-0.221510987,0.067555608,0.000138358,0.002548065
FAR1,3578.518171,0.199588234,0.059230533,0.000138514,0.002548065
LMO4,2310.99633,0.278782828,0.087193654,0.000138715,0.00254809
NBPF14,2050.926928,-0.236625136,0.071992721,0.000138983,0.002548871
SLC2A1,165.8826088,0.561551139,0.190171403,0.000139156,0.002548871
IER3IP1,1274.165216,0.261013399,0.080829926,0.000139548,0.002552245
GTPBP4,1375.589274,0.359185397,0.116486188,0.00013974,0.002552245
GCHFR,2738.219509,-0.293652408,0.092629779,0.000140342,0.002559593
S1PR2,1450.888719,-0.228500032,0.069128912,0.000140787,0.002564045
PRMT5,1169.972211,0.247855925,0.076222011,0.000141083,0.002565779
KIF2A,1631.020868,0.187852088,0.055300296,0.000141845,0.002573461
CHID1,2010.426381,-0.243312647,0.074478032,0.000141908,0.002573461
CSF1,7547.539205,0.257776578,0.080365111,0.000142239,0.00257581
SESN1,933.3800304,-0.356726695,0.114020838,0.000142935,0.002584763
PCDHGB7,373.3085022,-0.360236434,0.116833142,0.000144846,0.002615616
