,baseMean,log2FoldChange,lfcSE,pvalue,padj
EHHADH,102.1268526,-0.189353186,0.175146977,0.162149683,0.349149191
PIGN,1062.210925,-0.112565359,0.085540934,0.162172742,0.349149191
STAT5B,1698.642038,0.121387901,0.093038695,0.162382294,0.349550473
KNOP1P3,12.5771373,0.163575012,0.29522287,0.162428391,0.34957172
DCTN4,1565.599798,-0.135070296,0.106161216,0.162438496,0.34957172
CCDC77,251.9324861,-0.189108776,0.17377623,0.162499563,0.349653273
LRMDA,254.4884825,0.187996337,0.171598259,0.162599696,0.349818849
SNTB2,499.2110719,0.173615732,0.149844144,0.162894995,0.350362187
TAS2R14,26.07833926,-0.202740158,0.276649272,0.162898681,0.350362187
UQCC2,656.7910714,0.140864266,0.111916142,0.16293435,0.35038896
SMC3,1698.403689,0.11942508,0.091200566,0.162971117,0.350418091
MFSD11,1068.373233,-0.111222416,0.084805347,0.163349624,0.35118191
ATF3,3432.017044,0.125767206,0.093808357,0.163413518,0.351269229
COLQ,93.77255874,-0.202696325,0.203440827,0.163455906,0.351310301
ZNF84,571.8318707,0.154045008,0.125857019,0.163625988,0.35162577
DALRD3,738.3673111,-0.161476837,0.135131358,0.163653161,0.351634088
FMR1,1119.621345,0.122815722,0.094744034,0.163729612,0.351707862
GEMIN5,359.9058231,-0.143481996,0.115048143,0.163755156,0.351707862
NETO2,679.2713255,0.167699558,0.142301614,0.163757418,0.351707862
METTL2B,467.2550199,0.168064928,0.142942645,0.163817354,0.351786519
NAMPTP1,37.64518794,0.205292739,0.269188004,0.163999455,0.352108173
CEACAM19,63.83256082,-0.202776819,0.207179069,0.164013807,0.352108173
FLII,9942.230719,-0.128714331,0.100428622,0.164261838,0.35259049
SINHCAFP3,7.775610949,-0.125784597,0.286562104,0.164436237,0.352851405
IFI27,7182.473087,-0.126481599,0.098847783,0.164440366,0.352851405
FERMT1,63.17961656,0.208592292,0.24861687,0.164453541,0.352851405
FBXO34,791.3124121,-0.106684445,0.080843758,0.164544636,0.352981225
ABHD13,584.8666178,0.140426195,0.112115897,0.16456083,0.352981225
RPL4,25107.66072,0.09863226,0.073959486,0.16484651,0.353500658
SNRNP25,817.2212516,-0.126118173,0.098531186,0.164849843,0.353500658
RABIF,513.4625471,-0.13118256,0.103112866,0.164907657,0.353574389
PIGH,500.5290702,0.138048032,0.109863643,0.164963315,0.353622636
TNKS1BP1,2246.900067,0.121738791,0.093744153,0.16498032,0.353622636
KRT8P12,152.260597,0.175923501,0.154649171,0.165000463,0.353622636
PLS3,52.11290575,-0.199653273,0.273069656,0.165073195,0.353728275
DZIP1L,487.692946,0.146177336,0.118158304,0.165177846,0.353859505
ZNF92,162.2150586,0.184296052,0.167347678,0.165181335,0.353859505
ZSCAN20,229.4046106,-0.194452102,0.187627347,0.165299077,0.35403268
UBA6,1371.704426,-0.20348184,0.214419839,0.165359553,0.35403268
HNRNPLL,1271.667528,-0.136647829,0.109070961,0.165377085,0.35403268
UGGT2,523.2451358,0.162051254,0.135514848,0.165378643,0.35403268
GNL1,2061.32728,0.121127775,0.093219,0.165386479,0.35403268
FIZ1,583.8205204,-0.13616342,0.108262025,0.165402942,0.35403268
MICAL3,644.8321688,-0.145606235,0.117910223,0.16542748,0.354034983
KCNN1,56.10820343,-0.197638722,0.280654407,0.165540419,0.354155727
WNT2,18.8187716,-0.143661281,0.290696518,0.165540978,0.354155727
UFL1,1417.510129,0.125725417,0.097843063,0.165554308,0.354155727
DNM1,989.57256,0.182612927,0.164986535,0.165675144,0.354349889
IMPDH1P10,7.137417193,-0.013877572,0.26227572,0.165728973,0.354349889
HELB,90.99534491,-0.202485054,0.211004489,0.165746202,0.354349889
TTC27,364.8508068,0.139246538,0.111157578,0.165779661,0.354349889
TMLHE,363.6771034,0.161595446,0.135628874,0.165789548,0.354349889
OXLD1,760.5075006,0.144960713,0.116895571,0.165812305,0.354349889
TBC1D32,65.37424751,0.206896397,0.227366163,0.165830683,0.354349889
SFSWAP,1389.103872,0.101160556,0.076435738,0.16583293,0.354349889
ARMC1,804.7757643,-0.13561524,0.108119146,0.165922886,0.354491908
H2AC20,10.44825838,-0.147197053,0.291600871,0.165964633,0.354530905
DCUN1D4,540.4141308,0.128853127,0.101090787,0.166023336,0.354578163
SNRNP200,7337.647829,-0.096336368,0.072192601,0.166046773,0.354578163
TP53TG5,44.91160523,0.180304225,0.289444412,0.166068141,0.354578163
KEAP1,2341.902743,-0.101212008,0.076875786,0.166084556,0.354578163
EFCAB2,313.8012206,0.17465215,0.153208321,0.166104244,0.354578163
BAZ2B,1941.057368,-0.103601746,0.079525042,0.166162144,0.354651592
HMGCS1,947.9696655,-0.124242407,0.097194656,0.166349151,0.354941063
FAP,54.46213336,-0.208137091,0.251435516,0.166350284,0.354941063
OVOL1,179.7223737,0.18938326,0.177291855,0.166368332,0.354941063
NOL12,446.2737041,-0.133248601,0.105627536,0.166456661,0.355079306
MARVELD1,2068.898929,-0.121992052,0.095358726,0.166609852,0.355355853
CRTC1P1,47.70638863,0.206900469,0.258300639,0.166659696,0.35541193
PKNOX1,504.7413773,-0.141127565,0.113574006,0.166768365,0.355593419
PKM,60671.17568,-0.136507942,0.109053058,0.166920923,0.355868427
KDELR1,4068.052675,-0.092032556,0.069099425,0.166961051,0.355902335
RRP12,1093.974083,-0.156095675,0.130021746,0.166983998,0.355902335
TXNDC5,3147.906238,-0.105207499,0.079350918,0.1670364,0.355946335
PNRC2,2225.134541,-0.111916563,0.086053153,0.167051819,0.355946335
EXO5,240.0826698,0.147945948,0.120679848,0.167097252,0.355968039
CFAP126,100.8561337,0.196064748,0.191203639,0.167109184,0.355968039
NOC4L,733.16334,-0.142943674,0.115676428,0.167197488,0.356105871
KLF2,33.44583835,-0.198198741,0.275154154,0.167391795,0.35640277
FAM72C,47.46702472,-0.196735345,0.278249743,0.167402658,0.35640277
F2RL3,22.14887402,0.193924901,0.283198625,0.167407743,0.35640277
SLC2A13,637.3702321,-0.12902381,0.102111504,0.167442922,0.356417913
EP300,5857.838379,-0.138034202,0.109679934,0.167467725,0.356417913
MON1A,302.1598698,-0.143253154,0.116146082,0.167536771,0.356417913
RAB12,1036.365064,0.127578796,0.10009764,0.167568952,0.356417913
RCOR2,15.52930197,-0.153535858,0.291327966,0.167594043,0.356417913
FRS2,407.265216,-0.193873151,0.189591037,0.167602134,0.356417913
PCDHB16,16.83900845,0.173298018,0.292741204,0.167613618,0.356417913
TBL3,996.7790274,-0.137008484,0.110105447,0.167617498,0.356417913
SMARCAL1,906.1951787,-0.106605572,0.081810293,0.167627431,0.356417913
ABHD10,840.7383539,0.116224815,0.089871552,0.16767077,0.356459837
PCYT1A,3650.044462,-0.093658209,0.070608839,0.16769778,0.356467038
CRACDL,173.5319861,-0.198114339,0.200587428,0.167753193,0.3565041
D2HGDH,890.8085881,0.152677501,0.126123379,0.16777324,0.3565041
RNF141,817.0588123,0.128536068,0.101259593,0.16779847,0.3565041
CASP6,410.3430113,0.142936201,0.115596797,0.167809716,0.3565041
PLAT,29.7977106,-0.198259699,0.273382967,0.167990106,0.356837091
PHYHD1,42.27822888,0.2068678,0.249951432,0.168065621,0.356924412
AATF,1423.832709,0.095846242,0.072281456,0.168088949,0.356924412
RPL31P44,24.99570241,0.196728274,0.278767227,0.168112524,0.356924412
POLD3,709.7781698,0.112034744,0.086203757,0.168125826,0.356924412
NDFIP1,3396.727093,-0.103261704,0.078649217,0.168164295,0.35695586
USP32,2407.620898,0.097956137,0.074212373,0.168210455,0.35695756
ABCB1,12.3814484,-0.128594068,0.286409829,0.168212406,0.35695756
PTPN11P2,15.38330761,0.176635231,0.291620482,0.16824426,0.356974955
PRSS23,87.55027752,0.197386535,0.197340094,0.168808273,0.358121305
CWF19L2,435.7051209,0.137224855,0.11008277,0.168883168,0.358134562
ZBTB43,773.3780076,0.138072049,0.110951263,0.168890043,0.358134562
IFI44,1941.057063,-0.149753436,0.12397135,0.168900206,0.358134562
BTBD1,3139.15268,0.09186838,0.069264255,0.168909455,0.358134562
MILR1,1321.282958,0.126413402,0.099234786,0.168979246,0.358232204
SLC5A4,45.49389543,0.204136253,0.261933614,0.169003829,0.35823399
DDX39B,6100.686497,-0.074021536,0.055464649,0.169093575,0.358373882
MED4,755.0978691,0.122420195,0.095851277,0.169132835,0.358387264
ZFP69,131.3508413,0.183326868,0.168968122,0.169147388,0.358387264
FADS6,9.950229816,-0.130868718,0.286903976,0.169194398,0.358436538
RPL18A,18219.32098,0.105617206,0.080041846,0.169266151,0.358494135
THSD1,22.18728746,0.191293926,0.283955724,0.169269099,0.358494135
GSN,48368.25322,-0.103827981,0.080776473,0.169311008,0.358518267
TMBIM4,2539.57934,0.10083528,0.076845514,0.169328011,0.358518267
RTN4,19908.22089,0.106273516,0.08147298,0.169405295,0.358631581
KIF26B,58.26500201,-0.193672949,0.276490932,0.169445774,0.358666956
TATDN2P2,127.6022929,0.182011513,0.166633141,0.169531387,0.358749772
RAB22A,1839.466446,-0.111024824,0.08602081,0.169535596,0.358749772
SLC34A3,34.89501494,0.203453984,0.2650519,0.169562571,0.358749772
GMFB,2410.373128,-0.152424209,0.127296145,0.169579995,0.358749772
TLK1,1449.335769,0.14399844,0.117313564,0.169657442,0.358847877
DCAF7,7025.600765,0.098004737,0.073792231,0.16967393,0.358847877
PRXL2B,2941.456305,-0.123380826,0.097237258,0.169771066,0.359002997
RPP40,62.42608098,-0.203919935,0.226821221,0.169861368,0.359143625
SAP30L,895.1442871,0.133797904,0.106922799,0.170091892,0.359568616
RSAD2,1131.25093,-0.204522483,0.249181699,0.17011003,0.359568616
ATAT1,225.3144907,-0.176612796,0.159455872,0.170253609,0.35979385
CRIP1,731.4519245,-0.125714929,0.099442815,0.170269602,0.35979385
ICE2,728.9485697,-0.160206614,0.136644246,0.17031048,0.35979385
KY,9.368118203,-0.13330756,0.287643902,0.17031196,0.35979385
PHC1P1,72.54480587,-0.204832662,0.24545635,0.170387122,0.35990225
PRH2,9.45187113,0.113527101,0.281320465,0.170498413,0.360086922
UBP1,2247.534163,-0.119612993,0.093385875,0.170601475,0.360254165
CLPX,2079.737444,0.121702122,0.095597859,0.17063626,0.360259278
EXOSC1,502.5008915,0.119262406,0.093307774,0.170651645,0.360259278
CCR7,14.13460169,-0.170542093,0.291202749,0.170686764,0.360267511
ZMYM2,1606.459876,0.109957979,0.084880319,0.170703294,0.360267511
LRRC63,47.27868686,0.203718241,0.231983976,0.170805792,0.360425193
SAT2,1032.707149,0.11698904,0.093780802,0.170825777,0.360425193
TRPA1,38.20891745,0.199125073,0.26896341,0.170892757,0.360516106
TAF11,860.8878048,0.131543202,0.105070723,0.170964923,0.360617933
GCSH,312.5611958,0.17247207,0.153484081,0.17113436,0.360924878
PAN2,1088.172599,0.125171508,0.09882843,0.171173908,0.360957836
COG5,1122.543228,0.163976959,0.141413904,0.171234009,0.361034121
PSMA2,2076.072521,0.093123604,0.070757902,0.171279624,0.361079844
WDTC1,2572.902027,-0.105740288,0.081566693,0.171325325,0.361125738
OAS1,7688.568352,0.109492898,0.084669529,0.171373383,0.361176586
ANKRD13A,1799.878241,-0.097649231,0.074015672,0.171566565,0.36153323
CPB2,19.12959195,-0.169461823,0.289772393,0.171829549,0.362036847
CCER2,7.650168207,-0.126986249,0.285690529,0.171951889,0.362235486
TWF1,1581.605024,0.126381352,0.09996477,0.171971837,0.362235486
ENPP4,463.4717207,0.139711651,0.11369719,0.172104464,0.362464252
SOD3,26.99581309,-0.192423096,0.278099333,0.172189842,0.362593458
ARK2C,9.474215714,0.14289655,0.289550481,0.172231163,0.362629867
TM9SF4,2647.649339,-0.116537323,0.091706636,0.172309109,0.362743368
VMP1,3885.718854,0.11398859,0.088929756,0.172594734,0.363246649
ZBTB41,366.8001287,0.154075004,0.129748096,0.17259632,0.363246649
FER,551.5258064,0.153069329,0.12854545,0.172626207,0.363258884
SNRPA1,792.5180776,0.117859246,0.092771154,0.172725795,0.363345842
PAGR1,1088.385577,-0.100723393,0.077530336,0.172730619,0.363345842
STKLD1,24.16771468,-0.189147677,0.281239755,0.172746545,0.363345842
CDK7,557.9854055,0.131067689,0.105202052,0.172773735,0.363345842
ZKSCAN8P1,17.3131331,0.170474851,0.289893798,0.172787923,0.363345842
BRD10,838.9186976,0.123786001,0.098060861,0.172880091,0.363489003
HYPK,732.7297689,0.125310578,0.099019333,0.172922434,0.36352738
PRKRA,896.5252999,0.129240404,0.103431656,0.172973222,0.363583496
SURF1,959.2701302,0.11591959,0.090791986,0.173071456,0.363735852
DPM2,856.2973812,-0.139130191,0.114305796,0.173093913,0.363735852
FHIP2A,785.3022814,-0.155593076,0.132435505,0.173168608,0.363842146
SAMD14,66.29851679,-0.201650385,0.249132513,0.173195466,0.363847916
CCDC50,1786.568112,0.097172719,0.07449986,0.173252649,0.363917382
TBX1,14.49618527,-0.171835784,0.289894402,0.173341805,0.364053978
RAD1,504.4747827,0.144194576,0.11900927,0.173383914,0.364091743
EFNA4,131.3258561,-0.187871692,0.181827811,0.173417686,0.364111991
SAMD12,100.2031842,0.18542022,0.176161069,0.173553896,0.364253516
OMA1,363.444745,0.130600083,0.104869841,0.173568769,0.364253516
ATG4C,603.9616256,-0.146705128,0.122176127,0.173587407,0.364253516
ZNF134,563.617034,-0.135760798,0.110480243,0.173594029,0.364253516
DDB1,7225.575475,-0.103682126,0.079796941,0.173605784,0.364253516
KDM4B,1493.178235,0.12077594,0.095525359,0.173886849,0.364746998
AIDA,1844.758192,-0.116979202,0.092132467,0.173889324,0.364746998
CRPPA,32.9767837,0.19742498,0.269519352,0.173949249,0.364821982
CROCC,444.8099079,-0.153966102,0.130882431,0.174192254,0.365280866
CCT7,4428.180616,-0.108977284,0.085190972,0.174426491,0.365721239
ATIC,1763.977431,0.11434078,0.089153996,0.17445258,0.365725122
VSIG10,421.7954217,0.150065401,0.125907041,0.174774561,0.366349233
PATE4,12.93014142,0.155180146,0.290568853,0.174815869,0.366384925
MICALL2,842.1573366,0.137618895,0.112693938,0.174921122,0.366554608
SARS1,4684.261722,-0.081781474,0.06235509,0.175136523,0.366912628
DUSP16,623.6328696,-0.159537506,0.138422895,0.1751406,0.366912628
ASTE1,172.2124225,0.166485444,0.147144292,0.175442258,0.367493568
POTEH,10.27097935,0.140967287,0.28857458,0.175820952,0.368235692
VASN,336.3452836,0.154816535,0.13214749,0.175931556,0.368374446
SPECC1L,1703.677796,-0.109907282,0.086505919,0.175936026,0.368374446
CARD10,38.86657143,0.178010868,0.286308072,0.176207614,0.368891912
MARVELD3,49.81937226,-0.199421156,0.217846462,0.176293136,0.369019756
CDH12P2,17.18254054,0.174249468,0.288008202,0.176375167,0.36914026
TRIM24,695.3670124,-0.11394486,0.090013811,0.176511728,0.36937484
CECR2,151.2738872,0.187029548,0.182400095,0.176669348,0.369640438
AIFM3,132.0984023,0.175691537,0.162252216,0.176700387,0.369640438
MRPS24,1202.574898,0.121141855,0.096524317,0.176712135,0.369640438
MRFAP1L1,1399.753764,0.093475087,0.071910001,0.176891264,0.36989024
IFT20,499.6173393,0.133475292,0.109035484,0.176904535,0.36989024
PKD2,2037.081392,0.100087219,0.077737424,0.176927993,0.36989024
MMP24OS,2271.230168,-0.14181092,0.11860634,0.176929606,0.36989024
HMGN5,329.8330654,-0.14740151,0.124297775,0.176996036,0.369977861
PLEKHJ1,1800.255187,-0.117570169,0.094090134,0.177024189,0.369982098
MIB1,1245.142747,0.117149725,0.092777238,0.1770471,0.369982098
CBX4,1423.267922,-0.140784003,0.116818102,0.177122601,0.370064339
UBE2E3,842.7178508,-0.119271375,0.095338684,0.177135502,0.370064339
UBE2H,3106.234027,0.111787696,0.087680092,0.177237147,0.370225436
BRPF3,1739.302135,0.114949989,0.090768655,0.177328329,0.370364634
BABAM1,2172.92045,-0.10503027,0.082208854,0.177353974,0.370366934
NDUFA10,3029.630225,0.086938195,0.066685697,0.177445529,0.370506854
YBEY,313.8429708,0.155539375,0.133742023,0.177471323,0.370509445
MBD1,2063.641028,-0.111384539,0.087940658,0.177498536,0.370514997
LGALS3BP,9395.318361,-0.141770941,0.114872823,0.177551452,0.370532512
PRPF8,10757.23862,-0.099396284,0.07585835,0.177556037,0.370532512
NDUFS5,2372.3456,0.096086257,0.074581546,0.177643091,0.370662921
SETD4,493.5631213,0.134135433,0.109888588,0.177739278,0.370796102
PPP6C,1441.18903,0.128662705,0.104162222,0.177756064,0.370796102
PIK3R4,605.7182694,0.133425351,0.109211055,0.177843807,0.370927857
LRRFIP2,857.5311199,0.114822691,0.090970019,0.177884703,0.370961881
RFTN2,28.63413062,-0.143007399,0.287126819,0.177964111,0.371032377
HEG1,1497.849776,-0.127648504,0.104016187,0.177967683,0.371032377
SMG1P1,665.1440041,0.155504184,0.133899162,0.17805888,0.371171226
SLMAP,1273.763207,-0.128241219,0.104221189,0.178103219,0.371197983
MRPS5,1737.606911,0.094752903,0.073128939,0.178120914,0.371197983
CDH8,16.64090256,-0.157695048,0.28893206,0.178155534,0.371218863
EEF1A1P3,13.91159767,0.168804762,0.289008896,0.178237326,0.371263588
INTS5,746.0109724,-0.143212149,0.119950792,0.178245903,0.371263588
GAL,705.7986075,-0.133999855,0.110249346,0.178251137,0.371263588
H2BC11,16.09267969,-0.168009554,0.288606458,0.178275412,0.371263588
ZNF146,1191.167735,0.149698009,0.126775207,0.178344374,0.371309636
INHBA,67.98260376,-0.199051967,0.242037165,0.178346736,0.371309636
ZNF74,307.6948692,0.160222629,0.140055405,0.178418639,0.371408093
SLC7A5P1,17.84172158,-0.168198459,0.288263165,0.178485595,0.371496226
AVPR2,18.53834869,-0.155121765,0.288833793,0.178519348,0.371515235
MAK16,508.7640672,0.127617488,0.103562255,0.178647854,0.3717314
COMMD1,568.3367018,0.128521669,0.104415127,0.178675377,0.371737411
IGFL4,123.5625024,0.180929599,0.172292929,0.178732958,0.371805947
SPINK5,63.04280802,-0.199078108,0.228152428,0.178829044,0.371911955
CXXC5,4570.561733,-0.090647426,0.070417687,0.17883321,0.371911955
ZNF500,362.5089762,-0.139159211,0.115788394,0.17891403,0.37202876
KLHL17,458.7367972,-0.167221014,0.150763026,0.178999735,0.372155691
RBISP5,24.61614472,0.187554259,0.277925986,0.179029197,0.372165668
ATF6,2490.061818,-0.098727483,0.077388593,0.179294463,0.372665764
TMEM198B,267.6869747,0.15081653,0.12878069,0.179367095,0.372728847
GYPE,9.334024936,0.132949355,0.285741193,0.179393624,0.372728847
CHST12,1194.495132,0.136568902,0.112832493,0.179415923,0.372728847
REC8,429.7177169,-0.136593349,0.112972862,0.179423615,0.372728847
TBC1D12,1516.821311,-0.137567207,0.11437519,0.179449129,0.372730537
INPP5E,730.3622982,-0.134100213,0.110934842,0.179567252,0.372924556
ZNG1DP,14.0338788,0.141491744,0.28779369,0.179627892,0.37299916
IFTAP,145.73931,0.16704287,0.150275704,0.179680651,0.373057378
ZSCAN30,281.3142585,0.171325302,0.15663686,0.179719785,0.373081132
C10orf67,16.54290587,0.172498765,0.286598881,0.179741539,0.373081132
SMIM15,1767.823364,-0.118872398,0.095692622,0.179794154,0.373139017
ZNG1F,160.6539121,0.17557479,0.163976038,0.179851438,0.373206573
FUT9,10.02016302,0.129527702,0.285346148,0.1799586,0.373377599
EREG,39.4773005,0.197942703,0.251403926,0.179991136,0.373393763
MVK,392.0039029,-0.147748536,0.1259017,0.180104983,0.373578583
BCORL1,640.6168302,-0.142361085,0.119790702,0.1801533,0.373627445
SNRPN,2421.780283,-0.107772914,0.085436426,0.18030703,0.373894885
FAM120B,1088.365743,0.096667086,0.075416421,0.180412706,0.374021723
PODXL2,61.43180197,-0.197143641,0.220965316,0.180417768,0.374021723
OR11A1,10.42838243,0.143349385,0.287836029,0.180527007,0.374196777
CSNK1G3,700.0714365,-0.138603431,0.116384515,0.180647118,0.374394316
GRIN2A,7.963657388,-0.111627797,0.280478333,0.180737608,0.374530419
UQCR11,2965.703709,-0.117338705,0.097542465,0.180786433,0.374580156
LRAT,19.47137206,0.177207305,0.284431307,0.180872418,0.374706863
YRDC,375.1303052,0.159962489,0.141178068,0.181177351,0.37528706
MRI1,751.8543738,-0.124802717,0.101849615,0.181412732,0.375690066
CYP2U1,231.7625097,0.141888582,0.119250958,0.181421704,0.375690066
TMEM30BP1,11.97341033,-0.147380829,0.287955125,0.181477647,0.375754349
CXCL16,11531.00961,-0.103782634,0.082952309,0.181538974,0.375776344
TENT2,2495.309925,0.102282275,0.080438082,0.181556704,0.375776344
RHOD,11.75578077,0.134134272,0.2860877,0.181566287,0.375776344
MROH1,3520.848041,0.113203857,0.090164062,0.18158788,0.375776344
TMEM184A,16.10269707,-0.120401166,0.28130624,0.18175864,0.376078141
RPA3,309.3093744,-0.152982971,0.132973198,0.181818801,0.376151044
EPC1,838.381036,0.115064412,0.092252428,0.181884993,0.37622036
ILVBL,1794.594935,-0.106131979,0.084275847,0.18190217,0.37622036
EIF4A1,18937.17657,0.111659404,0.088838541,0.182012613,0.376397194
GPRC5A,57.83051936,0.195126954,0.212151738,0.182065324,0.37645461
PTCHD3P1,77.70747585,-0.189346979,0.194439595,0.182232048,0.376747719
KRIT1,1026.902512,0.104354321,0.082306415,0.182519153,0.377280823
BPHL,322.7963679,0.154568787,0.135013992,0.182559774,0.377280823
AKAP8,1398.303799,0.10026377,0.078879056,0.182564915,0.377280823
MTARC2,59.90674223,0.19515529,0.213994787,0.182609678,0.377285355
MFAP1,993.6290749,-0.103495405,0.082275065,0.182636516,0.377285355
SDR39U1,1156.514618,-0.138951106,0.117232973,0.182645236,0.377285355
TCP10L,64.15488444,0.197796804,0.233257718,0.182667118,0.377285355
CNPY4,202.332073,-0.155631016,0.136339392,0.182743024,0.377390478
URI1,1016.895639,0.125565648,0.102707677,0.182833107,0.377524846
SSX2IP,153.8122814,-0.170286383,0.15745524,0.1829041,0.377619765
KHNYN,4454.599201,-0.103642214,0.082287432,0.182963186,0.377690079
EIF4A3,3171.814039,-0.088124464,0.068832658,0.183022968,0.37776181
WASF2,9167.755854,-0.066261212,0.050781461,0.183049001,0.37776387
ADISSP,944.4233638,-0.128982334,0.106755973,0.18307818,0.377772424
PIGBOS1,226.5028073,0.150415377,0.129931612,0.183221959,0.378017413
SNAPC4,893.1096801,-0.112566363,0.090629108,0.183466632,0.378470469
UBE2A,2387.636011,-0.094369246,0.074326374,0.183605792,0.378705768
ZNF717,95.39872141,0.186504507,0.188107422,0.183654512,0.37873403
AGPAT3,3808.311115,-0.094240009,0.073830852,0.18366969,0.37873403
PLA2G6,141.4426565,-0.171984886,0.160627588,0.183782065,0.378913972
SSB,3671.290228,0.122717122,0.094731099,0.183974434,0.379153179
APELA,7.553026725,0.126188593,0.283929129,0.183979378,0.379153179
ARHGEF17,592.9368337,-0.145376885,0.124821866,0.183982444,0.379153179
LTBP4,890.081979,-0.159347483,0.142306065,0.18399859,0.379153179
CORO7,4090.079086,-0.124927283,0.102981987,0.184262612,0.379645388
ZNF776,448.6645278,-0.162027723,0.146217965,0.184402158,0.379857387
CASKIN2,350.4205771,-0.153514033,0.134733605,0.184456691,0.379857387
KIAA0319L,2377.251065,0.087115462,0.068040894,0.184475464,0.379857387
BMI1,931.256549,0.109172021,0.087317226,0.18448112,0.379857387
ZNF597,233.8238873,0.15058159,0.130687182,0.184509224,0.379857387
RBM41,759.8070244,0.138413507,0.11670096,0.184516544,0.379857387
PRSS22,39.12388344,-0.19597736,0.239334186,0.184571664,0.379919031
NCOA1,1510.484256,0.12475955,0.102432116,0.184598487,0.379922418
PCDHA9,27.88056586,0.192155372,0.26387839,0.1846287,0.379932781
GPR108,2372.558466,-0.104548497,0.083438711,0.18467119,0.379942505
HNRNPC,12116.2496,0.071699453,0.056582883,0.184683782,0.379942505
ZNF518B,680.0672425,0.157665972,0.139527446,0.1847351,0.379988173
TMEM17,32.58925565,0.192448811,0.262706767,0.184800601,0.379988173
FAS,478.2953805,-0.161258701,0.145240763,0.184805473,0.379988173
ZNF154,169.1460994,0.17850042,0.17254378,0.184806706,0.379988173
FAM227B,34.20885059,0.185828694,0.273663784,0.184836582,0.379997824
RUFY3,1155.299555,0.119639274,0.097167044,0.184879316,0.380033903
DDX50,647.2744908,0.125559166,0.103150396,0.184960276,0.380100859
RAD21,4721.083687,-0.100291088,0.079404881,0.18496269,0.380100859
DTWD2,556.2080658,-0.122636407,0.100524397,0.185077341,0.380100859
MFAP3,809.5886585,-0.155745909,0.137992101,0.185091674,0.380100859
CCT6B,52.0566266,0.195996748,0.227438693,0.185129567,0.380100859
INVS,424.6381312,-0.133775614,0.112013527,0.185133292,0.380100859
S100PBP,686.6800331,0.142036174,0.120985558,0.185137058,0.380100859
YPEL1,32.45552809,-0.152648434,0.283938975,0.185146983,0.380100859
TMEM11,856.9848958,-0.127189118,0.105208905,0.185161989,0.380100859
PGBD4,147.9345175,0.169882295,0.15819276,0.185163778,0.380100859
TRAF6,634.1157156,0.127583823,0.105375194,0.185223338,0.380171405
PEX5L,19.12551772,0.173218282,0.283626654,0.185293282,0.380263243
TSPYL2,147.9259918,-0.181484635,0.179559317,0.185350348,0.380328632
OSER1,973.533097,0.098500354,0.077850496,0.185392207,0.380362802
STK4,2890.497266,-0.090337333,0.071069843,0.185536182,0.380517558
PCDHB13,20.20290869,0.179152476,0.279575645,0.18555012,0.380517558
RTKN2,61.85802032,-0.194065574,0.217599635,0.185561984,0.380517558
SSH1,4508.703128,-0.120945526,0.100587985,0.185568503,0.380517558
ZNF148,1127.414299,-0.12757729,0.10536662,0.185607487,0.380545784
CENPI,181.4474032,-0.177606336,0.172184676,0.185634906,0.380550297
BET1,449.3178637,0.150371645,0.131136257,0.185738561,0.380673846
AVEN,327.0367309,0.134029413,0.112340894,0.185745628,0.380673846
NLRC5,936.7196426,-0.163235703,0.148014269,0.185797994,0.380729457
TATDN2,2014.381524,-0.08996338,0.070658006,0.185889664,0.380865584
CLCN7,13955.32189,0.111097996,0.089515994,0.185963259,0.380964646
USP31,438.885268,0.12993329,0.108032734,0.186015534,0.38102001
PCDHA2,11.57911499,-0.14873786,0.286417007,0.18619545,0.381336772
PPM1H,865.0473853,-0.136117871,0.115007151,0.186230165,0.381356111
PARG,729.6584055,-0.120541095,0.099270681,0.186390048,0.381582484
CUTC,332.7728641,0.128998887,0.107200481,0.186420421,0.381582484
MACROH2A1,13770.01283,0.082276053,0.064259544,0.186433241,0.381582484
FUT11,765.269384,0.113574958,0.091991264,0.186441859,0.381582484
ZNF587B,349.4286024,0.134163357,0.113079183,0.186646307,0.381929976
CMTR2,1146.233244,0.111495496,0.089898925,0.186662264,0.381929976
FAM47E-STBD1,10.69953663,-0.124066691,0.282953876,0.186784217,0.382127689
UGT1A1,19.49673568,-0.17330565,0.279042865,0.186818113,0.38213872
TTC34,138.3787893,0.178678668,0.174190034,0.186840257,0.38213872
CHCT1,26.29112051,0.184162185,0.271204474,0.186926352,0.382262997
HEXD,844.4073135,0.14140535,0.120339826,0.186953068,0.382265827
ZNF649,265.2037787,0.158505643,0.142098125,0.187040919,0.382393642
ENKD1,235.8931549,-0.154866788,0.137671292,0.187081476,0.382424746
RBM28,946.7190917,0.125394067,0.103517562,0.187242812,0.3827027
MAGED2,1659.706666,0.096390103,0.076562495,0.187635638,0.383449296
STK32C,273.4543878,0.148878709,0.129888676,0.187682166,0.383449296
ZNF14,91.15964932,0.183493484,0.185353818,0.187693608,0.383449296
CADM3,11.34878362,-0.136410761,0.285182732,0.187709738,0.383449296
MCRIP1,2005.634899,-0.120046297,0.099203898,0.187818957,0.383620473
PCDHB3,11.38368775,-0.107302524,0.278338863,0.188125292,0.384194161
ALKBH8,294.014909,-0.150571276,0.132721942,0.188232254,0.384360583
IFFO1,2676.063429,0.116996184,0.095700765,0.188484856,0.384824311
