,baseMean,log2FoldChange,lfcSE,pvalue,padj
FABP4,11425.99272,8.098299418,0.178000843,0,0
PLIN2,35475.52883,2.856998095,0.072031282,0,0
AMIGO2,2169.733337,2.546270612,0.089926196,1.16E-177,5.86E-174
CX3CR1,506.9121098,-4.739906302,0.169247716,1.87E-173,7.05E-170
PDK4,4758.497944,3.476406896,0.134170458,4.51E-149,1.36E-145
ABCG1,5661.363631,1.930457889,0.077073973,1.21E-139,3.05E-136
GPD1,9651.73906,1.815546218,0.073393631,2.54E-136,5.47E-133
MEGF9,2997.386104,2.078927343,0.08420471,8.02E-136,1.51E-132
FGR,8184.556299,1.685269993,0.074562867,2.98E-114,4.99E-111
KRT79,1161.596935,2.122985588,0.095257066,2.63E-111,3.96E-108
SPOCD1,4048.949254,1.751797674,0.078826262,1.33E-110,1.82E-107
SCD,36638.24829,1.358080278,0.062714341,6.32E-105,7.95E-102
ANGPTL4,602.5131105,5.171945759,0.2483657,3.02E-98,3.50E-95
PHACTR1,2185.598692,1.778084864,0.085149853,5.60E-98,6.04E-95
CPT1A,2980.624288,1.765124422,0.085712623,1.86E-95,1.87E-92
PDE1B,4919.769454,1.463110765,0.071266178,9.00E-95,8.48E-92
LILRB2,629.9814619,-2.065247497,0.107574517,1.80E-83,1.60E-80
FAM89A,1849.09941,1.646758417,0.090696373,6.89E-75,5.77E-72
FABP5,23081.09769,1.753133569,0.097056213,3.87E-74,3.07E-71
DTX4,2034.110647,2.090403055,0.119611696,1.19E-69,9.01E-67
IL7R,7522.815807,1.723323704,0.099161186,8.98E-69,6.45E-66
ACADVL,23892.43714,1.421033043,0.081297545,1.30E-68,8.95E-66
GIMAP6,1284.252634,-1.260817372,0.074910489,9.83E-65,6.45E-62
SOWAHC,1999.810523,1.174365925,0.070159154,5.68E-64,3.57E-61
CD36,24880.42544,2.38969987,0.144633189,1.45E-62,8.76E-60
NCF1,761.0310093,-1.906712826,0.11628427,1.22E-61,7.05E-59
NR1H3,16338.96489,1.361468428,0.083667466,1.33E-60,7.42E-58
ADAMTS15,1220.339697,1.70988566,0.106475146,2.99E-59,1.61E-56
SEMA3G,286.4504211,3.137273205,0.196773091,2.00E-58,1.04E-55
CAT,4975.297926,1.097490049,0.069457554,2.89E-57,1.45E-54
VWA5A,6031.164218,1.040897903,0.06647602,2.75E-56,1.34E-53
LPCAT3,2813.71084,1.276273854,0.081831446,5.80E-56,2.73E-53
POU2F2,2458.048036,-1.572201163,0.101340751,1.78E-55,8.14E-53
OR8G5,325.3911643,2.318573418,0.149435743,1.83E-55,8.14E-53
ECH1,6764.581016,1.347089825,0.087743088,2.36E-54,1.02E-51
ANKH,3247.787157,-1.028982036,0.067270208,6.64E-54,2.78E-51
LAT2,3411.128551,-1.051779799,0.069162587,2.32E-53,9.39E-51
SIGLEC10,1454.250622,-1.455109876,0.095779809,2.37E-53,9.39E-51
PNPLA3,974.7069463,1.958592728,0.129283145,4.48E-53,1.73E-50
SLC7A5,6814.935926,-1.820333911,0.120452393,7.33E-53,2.77E-50
CYB5A,1632.264073,1.280939259,0.084697047,8.26E-53,3.04E-50
SDC4,2100.528452,1.078815616,0.071782757,3.89E-52,1.40E-49
PCOLCE2,2854.667922,1.278412634,0.085515592,1.13E-51,3.97E-49
IMPA2,488.2155085,1.71915598,0.115212941,1.46E-51,4.99E-49
AOC3,260.5977074,3.584967168,0.243190965,3.95E-51,1.32E-48
KLHDC8B,4593.504154,1.490090281,0.10111689,2.57E-50,8.42E-48
C3AR1,5512.289985,-1.564079637,0.106908006,9.98E-50,3.20E-47
ST14,13663.41108,1.136879602,0.078358389,1.82E-49,5.71E-47
ME3,356.5312191,1.797279886,0.123311998,2.29E-49,7.06E-47
HILPDA,490.1783392,1.557060708,0.106879654,3.17E-49,9.57E-47
BTG2,2830.457621,-0.932739695,0.064249453,8.71E-49,2.58E-46
MS4A7,13265.90999,0.867667301,0.059904758,2.01E-48,5.82E-46
TMEM150B,987.2145221,1.638541351,0.1137105,2.77E-48,7.88E-46
PLPP3,1530.780004,1.352219635,0.094234799,7.19E-48,2.01E-45
WIPF3,360.0891138,-1.691538802,0.119814851,1.77E-46,4.86E-44
CAMK1,4291.702022,-0.922715316,0.06533754,2.49E-46,6.70E-44
ABCG2,922.8078603,1.783065351,0.127032411,4.70E-46,1.25E-43
KCNE1,776.5121077,1.512277116,0.108185415,1.44E-45,3.73E-43
RBP4,720.3384766,1.443698791,0.103383603,1.61E-45,4.12E-43
TPD52L1,631.2279124,1.813276767,0.130475452,4.15E-45,1.04E-42
IL21R,911.9714718,-1.649642514,0.118977216,6.23E-45,1.54E-42
ST6GAL1,9366.319924,-0.850363648,0.061295265,8.66E-45,2.11E-42
RGS16,295.791176,-2.134369378,0.154831144,1.74E-44,4.16E-42
CD101,1114.633999,-1.600533759,0.11645593,3.35E-44,7.89E-42
RGCC,4728.161543,-0.945841309,0.068806288,4.96E-44,1.15E-41
FZD1,301.4984611,-1.763880567,0.129405075,1.57E-43,3.60E-41
CORO1A,5295.832482,-1.323422675,0.097269413,2.28E-43,5.13E-41
ENPP2,335.0736496,-1.716002045,0.126211881,2.70E-43,5.98E-41
TSPAN13,4663.203082,1.193393269,0.087987775,5.19E-43,1.13E-40
PRKCB,1319.462754,-1.040851514,0.076842921,7.14E-43,1.54E-40
PDE3B,2806.358071,1.252312143,0.093509787,5.07E-42,1.08E-39
ACAA2,4824.216775,0.965240155,0.07234704,1.35E-41,2.83E-39
ETFDH,1437.3849,1.081375655,0.081164817,1.51E-41,3.12E-39
SIPA1L2,3567.846561,0.966463856,0.0725312,1.62E-41,3.31E-39
IGLON5,275.8784375,2.282587733,0.172467163,3.80E-41,7.64E-39
MCEMP1,727.7025062,1.884640232,0.14269206,4.44E-41,8.81E-39
ATP2B4,2989.795475,-0.760611194,0.057586136,9.44E-41,1.85E-38
DKK2,488.0914379,-1.643642087,0.125298626,1.59E-40,3.07E-38
DPYSL2,4142.172316,-1.225263642,0.093852165,4.35E-40,8.24E-38
DOCK11,4601.887941,1.344253727,0.102968342,4.37E-40,8.24E-38
GPA33,242.0850263,2.281388175,0.176865647,3.22E-39,6.00E-37
PPP1R1A,979.1029794,1.578119206,0.12272128,4.99E-39,9.19E-37
LILRB4,1899.057981,-1.286189834,0.100118153,7.11E-39,1.29E-36
RMDN3,6154.511168,1.035762686,0.081243937,2.73E-38,4.91E-36
S100B,928.690733,-1.321176003,0.104365682,6.85E-38,1.22E-35
ACP5,41011.67395,0.841749962,0.066729435,1.72E-37,3.01E-35
DLC1,1338.385134,1.360266281,0.108143718,1.90E-37,3.29E-35
RND3,1866.863968,1.340971759,0.106964073,3.21E-37,5.51E-35
STOM,6446.991572,0.742919534,0.059128752,4.37E-37,7.36E-35
ABHD5,1635.717623,1.270284049,0.101487299,4.39E-37,7.36E-35
GRK3,5277.738803,1.052611561,0.084206616,6.19E-37,1.03E-34
CH25H,318.01893,-1.790878309,0.143951561,9.47E-37,1.54E-34
VLDLR,428.0214409,1.745292264,0.140194243,9.51E-37,1.54E-34
GABRE,1212.500837,1.726699311,0.140808801,8.81E-36,1.41E-33
SRCIN1,263.5383775,2.708565895,0.22176013,1.11E-35,1.76E-33
TMEM91,450.3267444,1.508290485,0.123197782,1.24E-35,1.95E-33
ADAM12,567.036348,-1.413272464,0.115578921,1.45E-35,2.25E-33
SUSD3,638.997115,-1.752460965,0.143589218,1.73E-35,2.67E-33
DUSP1,1385.185011,1.126638894,0.092457357,2.90E-35,4.42E-33
SLC25A20,1210.102517,1.356003456,0.111563751,3.75E-35,5.66E-33
SHANK3,575.6159148,2.148176964,0.177207683,3.88E-35,5.80E-33
MYBPH,655.0446465,-1.692036149,0.13934454,3.99E-35,5.90E-33
HSDL2,1522.251442,1.262054885,0.103975955,5.85E-35,8.58E-33
CABLES1,2991.492806,1.275187725,0.105119175,5.99E-35,8.70E-33
PLCXD1,1496.955508,1.057851399,0.088134718,2.65E-34,3.81E-32
C1orf162,1369.480216,1.008666681,0.084143341,3.72E-34,5.29E-32
RDH10,2059.493681,1.145774504,0.096321953,1.05E-33,1.49E-31
NFATC2,627.6393036,-1.580080611,0.133994258,2.56E-33,3.58E-31
PTGS1,4882.547377,-0.943878845,0.079937819,2.93E-33,4.06E-31
AKR1B1,15482.71402,1.053464848,0.089369392,4.09E-33,5.61E-31
EIF4EBP2,8260.79031,0.691933088,0.05856583,4.59E-33,6.23E-31
GPR141,275.4523102,-2.112559844,0.181801749,1.46E-32,1.96E-30
RPP25,2552.176332,1.172179198,0.100939653,3.03E-32,4.04E-30
NCEH1,16175.21089,0.912402628,0.078450942,4.43E-32,5.86E-30
PALD1,1891.313172,-1.133337814,0.098500348,8.58E-32,1.13E-29
GIMAP8,598.4968923,-1.305162016,0.113674935,9.89E-32,1.29E-29
CSF1R,21312.1949,-1.296601559,0.112812982,1.06E-31,1.37E-29
RBP7,151.3487409,3.502648522,0.307976713,3.06E-31,3.91E-29
LIMD2,2906.11928,-1.144329849,0.100439466,3.40E-31,4.32E-29
AGRP,204.6630144,2.769427806,0.244180615,4.95E-31,6.23E-29
LRRC4,263.6338851,-2.232048136,0.197999576,7.21E-31,8.99E-29
ENTPD1,2119.555659,-0.957111219,0.084457892,7.71E-31,9.53E-29
TNFRSF11A,1265.275901,-1.297116892,0.114982022,1.13E-30,1.39E-28
OLFM2,582.0794028,-1.205573089,0.106916819,1.29E-30,1.56E-28
NCF1C,269.6938024,-1.938520579,0.172568918,1.56E-30,1.88E-28
CYBB,36712.15932,-0.739269374,0.065376031,1.59E-30,1.91E-28
NLRC4,1618.097987,0.888007029,0.080060378,1.35E-29,1.60E-27
KCNIP2,321.214486,1.528309594,0.138274025,1.46E-29,1.72E-27
CTSL,43631.92824,0.831878152,0.075055079,1.63E-29,1.91E-27
ICOSLG,2790.08721,-0.947960509,0.086134655,2.43E-29,2.82E-27
NLRP3,391.4955005,-1.765523601,0.16070019,2.64E-29,3.04E-27
LMO2,2228.686314,-0.73696035,0.066866568,3.23E-29,3.69E-27
ACP3,126.2350826,-2.176616002,0.198750294,3.76E-29,4.27E-27
BIN1,2015.512943,-0.943252926,0.085901563,4.30E-29,4.84E-27
GLDN,1923.943076,-1.059634597,0.096633919,4.57E-29,5.11E-27
P2RY1,1036.638567,1.167989104,0.106922305,6.71E-29,7.45E-27
SLC29A3,4941.571161,0.819683211,0.075136175,1.25E-28,1.38E-26
ID3,1840.22694,-1.461110646,0.134822574,1.46E-28,1.60E-26
ACOT2,4813.405479,0.723656571,0.066507219,1.79E-28,1.94E-26
ST8SIA4,772.4976642,-1.558753809,0.14438245,2.04E-28,2.20E-26
ZNF589,2411.612531,0.893186766,0.082018981,2.24E-28,2.39E-26
TTC39B,1153.915385,1.363575334,0.127102165,5.02E-28,5.34E-26
FOS,3579.251495,0.882733707,0.082160147,6.48E-28,6.84E-26
RASSF2,1807.968565,-0.816554732,0.076016401,6.70E-28,7.02E-26
KLF11,930.5461489,0.983971198,0.091885238,7.94E-28,8.26E-26
PPP1CC,5966.076458,0.915696712,0.085602732,1.06E-27,1.09E-25
HIVEP3,927.4706458,-1.591002063,0.14952007,1.15E-27,1.18E-25
NDRG2,2156.818914,-0.870932581,0.081762987,1.33E-27,1.35E-25
MAFB,8344.046383,-0.796454226,0.074526139,1.33E-27,1.35E-25
MYO7B,229.5227243,2.421442086,0.227817024,1.44E-27,1.45E-25
CAMK2D,2494.733458,0.81293163,0.07651903,2.53E-27,2.53E-25
RNF149,7485.796262,0.664527743,0.062804799,4.25E-27,4.22E-25
TMEM170B,1492.993719,1.103548067,0.104697622,4.42E-27,4.36E-25
BLVRB,2516.304621,1.069919234,0.10152245,4.82E-27,4.73E-25
NUP214,2668.201512,1.494785831,0.142716534,6.63E-27,6.45E-25
SYNE1,1159.657068,-1.167891217,0.111621798,9.20E-27,8.90E-25
SLC1A4,1731.586845,-1.056204908,0.101102214,1.20E-26,1.15E-24
PELI3,643.1208595,1.221783955,0.11732569,1.58E-26,1.51E-24
BCAR3,1480.411628,0.914372249,0.087869279,2.29E-26,2.17E-24
CHST15,1457.97138,-1.314388389,0.126876138,2.54E-26,2.39E-24
TRIB1,854.4539757,-1.001443645,0.097008865,4.61E-26,4.32E-24
ARHGEF28,333.1269554,2.041203047,0.198890286,4.86E-26,4.53E-24
FOXM1,1037.995902,-0.871305101,0.08456442,6.92E-26,6.41E-24
PDE8A,2777.771268,0.862450978,0.08379466,7.13E-26,6.56E-24
RAB42,3958.479004,0.933784244,0.090784814,7.87E-26,7.20E-24
CORO2A,1428.203405,0.824737323,0.080290585,1.06E-25,9.61E-24
TMEM63A,5225.950044,0.797226025,0.077696192,1.16E-25,1.05E-23
PTPN7,1897.184149,-0.869420658,0.085107639,1.65E-25,1.49E-23
ACO1,3771.156742,0.943448369,0.092581142,2.06E-25,1.84E-23
CD52,4271.035116,2.279565074,0.224896695,2.16E-25,1.92E-23
HHEX,669.6984957,-0.910386653,0.089850416,3.74E-25,3.30E-23
CLIP4,3259.573857,1.023962374,0.101576007,5.86E-25,5.14E-23
TGFBI,19461.113,-0.920606873,0.091384935,6.00E-25,5.23E-23
DENND2D,2902.611348,0.806612922,0.079969508,6.76E-25,5.86E-23
ABCA1,4832.251338,0.98264104,0.097558179,8.37E-25,7.22E-23
GCHFR,5311.778262,1.009546997,0.101033471,1.45E-24,1.25E-22
SLC19A2,439.733663,1.178128955,0.118234866,1.59E-24,1.36E-22
PLEK,5813.956449,-0.671526477,0.067228343,2.01E-24,1.70E-22
BLNK,1023.56246,-1.001677484,0.100806455,2.44E-24,2.06E-22
ADGRG5,112.9593514,-2.255848456,0.228799385,2.54E-24,2.13E-22
DLX3,309.2229776,-1.51820438,0.154202467,3.99E-24,3.33E-22
KCNAB2,11275.86426,0.846166237,0.084877033,5.01E-24,4.15E-22
RGL3,1466.621343,1.130957881,0.114807591,5.39E-24,4.44E-22
ATP1B1,5953.298473,0.717043759,0.072439886,5.53E-24,4.53E-22
NUPR1,17127.56736,0.877769788,0.08898222,5.96E-24,4.85E-22
TSPAN33,955.0803541,-1.123337722,0.114216981,5.98E-24,4.85E-22
FGL2,273.7122308,-1.680562487,0.171739398,7.73E-24,6.24E-22
DDIT4L,8052.206437,0.607640244,0.061719179,9.96E-24,8.00E-22
MRC2,5856.531467,-1.339137938,0.137356834,1.46E-23,1.16E-21
ATP8B4,841.0754314,-1.374121737,0.141403459,1.55E-23,1.23E-21
KCNMB1,247.1380276,-1.393998329,0.143376366,1.63E-23,1.29E-21
UBE2R2,4001.157771,0.59543854,0.060747084,1.91E-23,1.50E-21
CYFIP1,16267.48077,-0.736665955,0.075480239,1.98E-23,1.55E-21
GK,6428.594185,0.784300239,0.080600417,2.53E-23,1.97E-21
S1PR2,1090.328982,-0.935173642,0.096482514,2.90E-23,2.24E-21
CAPN11,253.3563688,1.330416567,0.137904819,3.59E-23,2.76E-21
GIMAP4,2079.188384,-0.837398705,0.086755796,4.13E-23,3.16E-21
ANGPT4,156.4151792,1.892038245,0.198720709,1.04E-22,7.92E-21
CA2,2071.801083,-0.785656107,0.082062615,1.08E-22,8.17E-21
RNF128,909.0804784,-0.942505116,0.098848157,1.34E-22,1.01E-20
HP,110.3105992,2.29462265,0.243192119,1.43E-22,1.07E-20
GDF15,2200.298997,0.826822972,0.086473718,1.62E-22,1.21E-20
SLC2A5,2634.751108,-1.16588011,0.123149882,1.89E-22,1.41E-20
MAP3K8,759.805343,1.087219829,0.11476308,2.15E-22,1.59E-20
PFKP,5542.128144,-0.866595196,0.091430567,2.40E-22,1.76E-20
NEDD9,1096.20623,-0.889686439,0.093871042,2.47E-22,1.81E-20
PDCD4,4932.587302,0.720700536,0.075795277,2.56E-22,1.87E-20
CLMN,1378.560396,0.889940632,0.093081226,2.60E-22,1.89E-20
SRGAP2,2502.930494,-0.774010277,0.081708748,3.07E-22,2.22E-20
ACSL5,940.1948125,0.995828512,0.10557047,3.32E-22,2.39E-20
JAKMIP2,686.4606379,0.964384843,0.102683246,5.15E-22,3.69E-20
CYGB,1006.393631,0.948409787,0.100946052,5.32E-22,3.78E-20
GLIPR2,5617.010346,0.77197477,0.081909424,5.35E-22,3.79E-20
SNCAIP,165.9584534,1.988401142,0.212428418,5.39E-22,3.80E-20
GPR84,445.2968414,-1.669024469,0.178626041,5.50E-22,3.86E-20
OPN3,1248.727269,0.944711787,0.100793014,6.43E-22,4.49E-20
SH3D21,1805.07327,1.177927912,0.126185055,7.52E-22,5.23E-20
SAT1,21771.22531,0.656736514,0.069559157,8.09E-22,5.60E-20
PLIN4,203.5744939,1.593589379,0.1710296,8.40E-22,5.79E-20
SCCPDH,3264.039713,0.802135499,0.086010398,1.21E-21,8.30E-20
SH3TC1,4124.583706,-0.772297819,0.082891381,1.25E-21,8.53E-20
ADRB2,144.0070588,-1.595082786,0.172430946,1.50E-21,1.02E-19
TLCD2,703.2014412,0.893090444,0.096315223,1.75E-21,1.18E-19
SPRY1,523.1650252,1.044494437,0.113216138,2.32E-21,1.57E-19
NLRP12,142.3710319,-2.121770017,0.231190588,2.38E-21,1.59E-19
MLXIPL,1808.210645,-1.508507627,0.16495637,3.68E-21,2.46E-19
CD28,110.7605761,-2.264796432,0.250518078,4.48E-21,2.98E-19
SCIN,1236.17162,-0.803093573,0.087582221,5.11E-21,3.38E-19
HMOX1,8028.683607,0.725656838,0.078914764,6.16E-21,4.06E-19
ARHGAP27,2164.160025,-0.747918645,0.081974623,7.21E-21,4.73E-19
SNX10,10087.61163,0.981811361,0.108534954,7.85E-21,5.13E-19
MPP1,5339.015516,0.530550113,0.057777221,8.87E-21,5.77E-19
FIG4,2332.695136,0.813569345,0.089514181,1.06E-20,6.88E-19
KLHL6,10297.54778,0.65037409,0.07151459,1.43E-20,9.21E-19
MMP8,4118.477439,0.99072553,0.109710159,1.55E-20,9.96E-19
PDK3,1111.344869,0.797499948,0.088133788,1.62E-20,1.03E-18
CD300A,1215.062628,0.815051779,0.090013753,1.63E-20,1.04E-18
FDX1,4355.727939,0.722938181,0.079882416,1.67E-20,1.06E-18
CDKN1A,5686.771384,-0.649743428,0.071833927,1.84E-20,1.16E-18
YWHAH,4686.956735,-0.737770913,0.081773902,2.17E-20,1.36E-18
CYTH4,5415.463678,-0.730479996,0.081126767,2.62E-20,1.64E-18
SPRY2,714.3171506,-1.034935215,0.115540549,2.69E-20,1.68E-18
RASSF5,2135.583825,-0.760875692,0.084613284,2.71E-20,1.68E-18
CSF2RB,2166.852855,-0.839308609,0.093478576,2.76E-20,1.71E-18
ID1,257.1856777,-1.550169272,0.173831817,2.82E-20,1.74E-18
CALCOCO1,5682.842054,0.790869157,0.088164213,3.30E-20,2.02E-18
TBC1D14,3364.946379,-0.638867349,0.070987922,3.39E-20,2.07E-18
PAK1,1873.627125,-0.653920571,0.072999454,4.14E-20,2.52E-18
NMB,785.838612,0.870172377,0.097604686,4.80E-20,2.91E-18
LMNB1,1222.841167,-0.819044042,0.091881527,5.01E-20,3.03E-18
LPXN,3780.077138,0.661114534,0.073854911,5.05E-20,3.03E-18
KCNJ2,909.2714333,-0.824067027,0.092598015,5.56E-20,3.33E-18
APIP,2440.715365,0.839788411,0.094302998,5.72E-20,3.41E-18
SMPDL3A,696.8972068,1.129691533,0.127586183,6.55E-20,3.89E-18
ANTXR2,1109.015457,-0.772286542,0.087385367,1.06E-19,6.25E-18
TMEM121B,241.4421755,-1.323994978,0.150778971,1.12E-19,6.60E-18
TRAF3IP2,805.362075,1.000371637,0.113744219,1.20E-19,7.02E-18
PPARG,2674.092724,0.595961691,0.067389373,1.72E-19,1.00E-17
BLVRA,1905.882769,0.751819372,0.085481367,1.80E-19,1.05E-17
DEGS1,4273.147218,0.65941572,0.074862133,1.89E-19,1.10E-17
MYADM,1848.314865,-1.354722876,0.155275147,1.96E-19,1.14E-17
SCIMP,1580.437572,-0.784948264,0.089643837,2.18E-19,1.26E-17
GPR146,304.5407085,1.360042863,0.156378894,2.35E-19,1.35E-17
MARCKS,5034.085158,-0.766576149,0.0875866,2.44E-19,1.40E-17
HADH,2074.004754,0.855639742,0.097845907,2.47E-19,1.41E-17
H2AJ,1978.714714,0.805488365,0.092120706,2.55E-19,1.45E-17
CSTB,20440.67507,0.735405051,0.08413752,2.93E-19,1.66E-17
DENND4C,5184.429152,0.857158259,0.098207594,3.13E-19,1.76E-17
DFFA,1619.816673,0.634527108,0.072493402,3.16E-19,1.77E-17
F13A1,83.49662709,-2.839842016,0.329683026,3.74E-19,2.09E-17
SLC31A2,2361.470281,0.684717909,0.078541351,3.82E-19,2.13E-17
SMOX,790.3917935,-0.862872572,0.099388486,3.83E-19,2.13E-17
CITED2,9014.767776,0.745201552,0.085403495,3.84E-19,2.13E-17
TMEM51,2344.31347,-0.731052263,0.084047207,3.95E-19,2.17E-17
BPNT1,820.3982996,0.808376948,0.093113593,4.14E-19,2.27E-17
CISH,1076.045252,-0.832677428,0.096210814,4.96E-19,2.71E-17
ETV5,1584.968764,-1.114657191,0.129391174,5.06E-19,2.76E-17
LRPAP1,12816.34392,0.587688323,0.067433958,5.32E-19,2.89E-17
GAS6,1428.342478,-0.914911708,0.106013419,5.62E-19,3.04E-17
DUSP7,927.379846,-1.062368714,0.123473827,6.01E-19,3.24E-17
PSME4,4879.557443,0.729349391,0.08426396,6.12E-19,3.29E-17
TGM2,72456.92863,0.837245811,0.097021067,6.37E-19,3.41E-17
CISD2,1889.070064,0.862928414,0.100034002,6.39E-19,3.41E-17
LGALS3,8688.57557,0.928235455,0.107901361,6.83E-19,3.63E-17
DIXDC1,561.2114501,1.016628258,0.118318239,7.18E-19,3.80E-17
PITPNM3,204.1055647,-1.710077564,0.200047068,7.40E-19,3.90E-17
DENND3,3804.513421,-0.965505935,0.112862337,1.02E-18,5.36E-17
IFNAR2,2405.143668,0.69471413,0.080883169,1.16E-18,6.10E-17
PLD4,2323.580459,-1.023580945,0.12023928,1.30E-18,6.77E-17
LILRA5,128.0990612,-1.742137923,0.205303042,1.33E-18,6.90E-17
MACC1,616.9623825,1.10105431,0.129495006,1.43E-18,7.41E-17
KAZN,502.9270631,0.94960066,0.111446516,1.43E-18,7.41E-17
RCSD1,1691.169175,-0.999355281,0.117532592,1.53E-18,7.86E-17
ETFA,3642.96181,0.588889553,0.068654107,1.61E-18,8.28E-17
UHRF1,694.993445,-0.927019449,0.109451024,2.17E-18,1.11E-16
LYSET,2605.194913,0.704254294,0.082843012,2.44E-18,1.24E-16
P2RY13,177.2340658,-1.673681675,0.199122779,2.45E-18,1.24E-16
ANGPT2,129.6072983,1.853018472,0.220627401,2.84E-18,1.44E-16
GNG2,750.5593605,-1.466159442,0.174913379,3.13E-18,1.58E-16
PHGDH,1213.520226,-0.90384412,0.107646191,3.40E-18,1.71E-16
HADHB,5204.628493,0.644584765,0.075971727,3.49E-18,1.75E-16
CDC20,958.7043358,-0.815284208,0.096638418,3.57E-18,1.78E-16
CCND1,2254.592086,-1.408697158,0.16837418,3.68E-18,1.83E-16
NRGN,447.9448337,-1.339925414,0.160182323,3.93E-18,1.95E-16
CD164,24285.07874,0.680922648,0.080619213,4.09E-18,2.02E-16
CHD1L,2467.400639,0.541595162,0.063908285,4.67E-18,2.30E-16
RAB38,425.40382,1.080598414,0.129229453,4.88E-18,2.40E-16
ARHGAP26,1521.04279,-0.907881398,0.108569775,5.57E-18,2.73E-16
ZNF618,1278.153826,-0.939482193,0.112608551,6.42E-18,3.13E-16
UNC5B,1135.306132,-0.819906778,0.098076119,6.51E-18,3.17E-16
NIBAN1,4444.033754,-0.808753228,0.096839468,7.09E-18,3.44E-16
VSIR,1302.687879,-1.338543453,0.161568934,7.54E-18,3.65E-16
GLP2R,172.7056515,2.077813447,0.252633436,7.78E-18,3.75E-16
SAPCD2,635.4586342,-1.087980628,0.131114979,8.01E-18,3.85E-16
UROS,1649.869208,0.639499542,0.076355591,8.22E-18,3.94E-16
MOSPD1,1158.061365,0.815803603,0.098034337,9.26E-18,4.42E-16
SDC1,400.6411865,1.316891821,0.159451366,1.01E-17,4.82E-16
FAM110B,618.951003,0.929508773,0.112147232,1.03E-17,4.89E-16
TPX2,1696.03199,-0.704777012,0.08463147,1.05E-17,4.95E-16
SPSB1,1934.510134,0.652461826,0.078227186,1.06E-17,5.01E-16
PTCRA,231.0945043,-1.202792341,0.146274614,1.48E-17,6.94E-16
FCGBP,9008.219214,-1.883354953,0.230230107,1.51E-17,7.09E-16
TMC7,499.2642364,1.089990786,0.132527985,1.52E-17,7.12E-16
LTA4H,43247.27982,0.54224537,0.065575701,1.68E-17,7.83E-16
NAIP,1512.244135,-0.922829312,0.112244188,1.81E-17,8.41E-16
TMEM131L,447.1301511,0.982723127,0.119748968,1.96E-17,9.08E-16
PEX19,2962.695073,0.651427325,0.078856875,2.06E-17,9.52E-16
MYOZ1,935.1013265,-0.71108004,0.086521247,2.58E-17,1.19E-15
FPR1,61.91845049,-2.479953817,0.305720372,2.66E-17,1.22E-15
RGS3,255.6782687,-1.214071561,0.149121512,2.79E-17,1.28E-15
CARD11,442.0332214,-1.152090597,0.14190057,3.14E-17,1.43E-15
CDKN2C,779.0513178,-0.971709276,0.119494844,3.59E-17,1.63E-15
JUP,2331.863214,-0.950795709,0.117105194,4.06E-17,1.84E-15
WNT5A,1224.381704,-1.289700479,0.159592551,4.17E-17,1.88E-15
APOBEC3B,346.9645916,-1.031971111,0.127655642,4.49E-17,2.02E-15
TRHDE,638.5496883,1.386684875,0.1722035,4.95E-17,2.22E-15
ACSM2B,64.62757389,3.16530257,0.395049818,5.14E-17,2.30E-15
VKORC1L1,2696.612397,0.740539586,0.091075706,5.76E-17,2.57E-15
UNG,877.2402475,0.729436401,0.089863434,6.01E-17,2.67E-15
HSD17B4,7786.940471,0.624102019,0.076657564,6.01E-17,2.67E-15
NEO1,570.8578124,1.145795217,0.14264142,6.96E-17,3.08E-15
RUNX3,1607.350442,-1.048747117,0.130809858,7.01E-17,3.09E-15
TDRD3,3095.789056,0.760880285,0.09410226,7.38E-17,3.25E-15
WWC1,327.6600214,-1.173721978,0.146375635,7.48E-17,3.28E-15
EYA2,378.6003105,-1.148595766,0.143340139,7.99E-17,3.50E-15
HCK,6967.590502,-0.785556838,0.096996792,8.80E-17,3.84E-15
FEM1C,1354.58935,0.761960364,0.094400629,8.99E-17,3.91E-15
RAPGEF3,1039.14056,0.753722951,0.093640235,9.63E-17,4.18E-15
PLEKHO1,3997.920219,-0.697289678,0.086392628,9.67E-17,4.18E-15
PEA15,9269.949901,-0.639423069,0.079275229,1.04E-16,4.50E-15
PPM1M,3808.752536,-0.568941054,0.070341474,1.07E-16,4.61E-15
HECTD1,6605.300744,0.73091135,0.090988286,1.18E-16,5.05E-15
GAL3ST4,1768.534075,-1.207911226,0.151702572,1.18E-16,5.06E-15
ADGRE2,3063.142767,-0.991574688,0.124282776,1.21E-16,5.14E-15
CARD9,1364.529956,-0.838977562,0.105379531,1.71E-16,7.26E-15
BCAR1,1142.574029,0.913584024,0.11504742,1.83E-16,7.75E-15
CLEC5A,914.4860369,-1.29587639,0.164407214,2.12E-16,8.97E-15
P2RY6,1046.47271,-0.91476645,0.115896637,2.65E-16,1.12E-14
PPP1R15B,3436.286412,0.588874306,0.074024928,3.05E-16,1.28E-14
FTL,352247.8485,0.57794058,0.07162294,3.58E-16,1.50E-14
CYTH3,1871.783106,-1.217487152,0.155831031,3.78E-16,1.58E-14
KLF13,3347.955141,-0.535020758,0.067593807,3.86E-16,1.61E-14
ITGA9,333.8424025,-1.035885005,0.132321952,3.97E-16,1.65E-14
CD74,22118.27572,-0.671626296,0.086619016,4.45E-16,1.85E-14
FBLIM1,111.4726325,1.860872752,0.239437272,4.94E-16,2.04E-14
